爱奥尼亚柱式,ai'ao'ni'ya'zhu'shi
配合比应,pei'he'bi'ying
配筋,pei'jin
配筋率,pei'jin'lv
配景,pei'jing
配乳室,pei'ru'shi
配水池,pei'shui'chi
配水管,pei'shui'guan
配水管网,pei'shui'guan'wang
配水中和池,pei'shui'zhong'he'chi
配套器材,pei'tao'qi'cai
配套项目,pei'tao'xiang'mu
培土,pei'tu
培土路肩,pei'tu'lu'jian
配线,pei'xian
配制,pei'zhi
配重,pei'zhong
配重抗浮,pei'zhong'kang'fu
配重铁,pei'zhong'tie
喷播,pen'bo
喷灌覆盖面,pen'guan'fu'gai'mian
喷壶,pen'hu
喷护,pen'hu
喷混植生,pen'hun'zhi'sheng
喷浆,pen'jiang
喷浆吊顶,pen'jiang'diao'ding
喷浆防护,pen'jiang'fang'hu
盆景,pen'jing
盆景花坛,pen'jing'hua'tan
盆景配件,pen'jing'pei'jian
盆景盆体,pen'jing'pen'ti
盆景土,pen'jing'tu
盆景艺术,pen'jing'yi'shu
盆景园,pen'jing'yuan
盆景植物,pen'jing'zhi'wu
喷淋泵,pen'lin'beng
喷锚支护,pen'mao'zhi'hu
喷漆,pen'qi
喷漆车间,pen'qi'che'jian
喷枪,pen'qiang
喷泉,pen'quan
喷洒,pen'sa
喷洒泵,pen'sa'beng
喷洒除草机,pen'sa'chu'cao'ji
喷砂,pen'sha
喷砂玻璃,pen'sha'bo'li
喷砂除锈,pen'sha'chu'xiu
喷射防护,pen'she'fang'hu
喷射混凝土,pen'she'hun'ning'tu
喷射制品,pen'she'zhi'pin
喷射装置,pen'she'zhuang'zhi
盆式,pen'shi
盆式橡胶支座,pen'shi'xiang'jiao'zhi'zuo
盆式支座,pen'shi'zhi'zuo
喷水池,pen'shui'chi
喷水管,pen'shui'guan
喷水管布置,pen'shui'guan'bu'zhi
喷水口,pen'shui'kou
喷水灭火系统,pen'shui'mie'huo'xi'tong
喷水喷头,pen'shui'pen'tou
喷水系统,pen'shui'xi'tong
喷涂,pen'tu
喷涂塑料饰面,pen'tu'su'liao'shi'mian
喷雾喷灌器,pen'wu'pen'guan'qi
喷雾器,pen'wu'qi
喷雾自控系统,pen'wu'zi'kong'xi'tong
盆栽灌水系统,pen'zai'guan'shui'xi'tong
盆栽花坛,pen'zai'hua'tan
盆栽机,pen'zai'ji
盆支,pen'zhi
喷注噪声,pen'zhu'zao'sheng
喷嘴,pen'zui
棚代旅客列车,peng'dai'lv'ke'lie'che
棚顶内管线,peng'ding'nei'guan'xian
棚洞,peng'dong
棚屋区,peng'wu'qu
膨胀缝,peng'zhang'feng
膨胀剂,peng'zhang'ji
膨胀螺栓,peng'zhang'luo'shuan
膨胀螺丝,peng'zhang'luo'si
膨胀率,peng'zhang'lv
膨胀水箱,peng'zhang'shui'xiang
膨胀土,peng'zhang'tu
膨胀土路基,peng'zhang'tu'lu'ji
劈柴沟,pi'chai'gou
皮尺,pi'chi
皮带传送,pi'dai'chuan'song
皮带龙头,pi'dai'long'tou
皮带输送机,pi'dai'shu'song'ji
批发商店,pi'fa'shang'dian
啤酒厂,pi'jiu'chang
皮口,pi'kou
疲劳破坏,pi'lao'po'huai
疲劳强度,pi'lao'qiang'du
疲劳伤损,pi'lao'shang'sun
疲劳试验,pi'lao'shi'yan
劈裂,pi'lie
劈裂强度,pi'lie'qiang'du
劈裂试验,pi'lie'shi'yan
劈裂枕木,pi'lie'zhen'mu
皮毛加工厂,pi'mao'jia'gong'chang
批判地方主义,pi'pan'di'fang'zhu'yi
匹配变压器,pi'pei'bian'ya'qi
匹配电路,pi'pei'dian'lu
辟相机,pi'xiang'ji
僻异怪诡,pi'yi'guai'gui
偏薄,pian'bo
片材,pian'cai
偏差系数,pian'cha'xi'shu
偏角,pian'jiao
偏角法,pian'jiao'fa
偏岭,pian'ling
片麻岩,pian'ma'yan
片石,pian'shi
片石混凝土,pian'shi'hun'ning'tu
片石砼,pian'shi'tong
片锁,pian'suo
偏位,pian'wei
偏心,pian'xin
偏心对齐,pian'xin'dui'qi
偏心距,pian'xin'ju
偏心门,pian'xin'men
偏心异径管,pian'xin'yi'jing'guan
偏压,pian'ya
片岩,pian'yan
片状材料,pian'zhuang'cai'liao
飘窗,piao'chuang
瓢儿屯,piao'er'tun
漂石,piao'shi
拼板门,pin'ban'men
频程,pin'cheng
频带,pin'dai
品甸,pin'dian
拼缝,pin'feng
拼花地板,pin'hua'di'ban
拼花地板块,pin'hua'di'ban'kuai
拼花地面,pin'hua'di'mian
拼花硬木地板,pin'hua'ying'mu'di'ban
贫混凝土,pin'hun'ning'tu
贫民窟,pin'min'ku
频谱,pin'pu
频遇值,pin'yu'zhi
频遇组合,pin'yu'zu'he
平安堡,ping'an'bao
平安驿,ping'an'yi
平板,ping'ban
平板玻璃,ping'ban'bo'li
平板车,ping'ban'che
平板枋,ping'ban'fang
平板夯,ping'ban'hang
平板式,ping'ban'shi
平板仪,ping'ban'yi
平包纵,ping'bao'zong
屏蔽,ping'bi
屏蔽电缆,ping'bi'dian'lan
屏蔽门,ping'bi'men
屏蔽墙,ping'bi'qiang
屏蔽室,ping'bi'shi
屏蔽天线,ping'bi'tian'xian
屏蔽作用,ping'bi'zuo'yong
平差,ping'cha
平尺板,ping'chi'ban
平底轨,ping'di'gui
平地机,ping'di'ji
平垫圈,ping'dian'quan
平顶庙,ping'ding'miao
平顶山西,ping'ding'shan'xi
平法,ping'fa
平房,ping'fang
平方公分,ping'fang'gong'fen
平方毫米,ping'fang'hao'mi
平方厘米,ping'fang'li'mi
平方米,ping'fang'mi
平方米预算价,ping'fang'mi'yu'suan'jia
平方英尺,ping'fang'ying'chi
平方英寸,ping'fang'ying'cun
平缝,ping'feng
平傅,ping'fu
平岗,ping'gang
评估成本,ping'gu'cheng'ben
评估体系,ping'gu'ti'xi
平关,ping'guan
平轨器,ping'gui'qi
平焊,ping'han
平河口,ping'he'kou
平衡,ping'heng
平衡锤安全阀,ping'heng'chui'an'quan'fa
平衡阀,ping'heng'fa
平衡梁,ping'heng'liang
平衡木,ping'heng'mu
平衡重,ping'heng'zhong
平湖南,ping'hu'nan
评价指标,ping'jia'zhi'biao
平键,ping'jian
平交,ping'jiao
平交道口,ping'jiao'dao'kou
平交路口,ping'jiao'lu'kou
平均传热系数,ping'jun'chuan're'xi'shu
平均断面法,ping'jun'duan'mian'fa
平均负荷,ping'jun'fu'he
平均功率,ping'jun'gong'lv
平均每户建筑面积,ping'jun'mei'hu'jian'zhu'mian'ji
平均每人居住面积,ping'jun'mei'ren'ju'zhu'mian'ji
平均速度,ping'jun'su'du
平均天空,ping'jun'tian'kong
平均误差,ping'jun'wu'cha
平均值,ping'jun'zhi
平均自由程,ping'jun'zi'you'cheng
平均纵坡,ping'jun'zong'po
平开窗,ping'kai'chuang
平开门,ping'kai'men
平口接,ping'kou'jie
平口峡,ping'kou'xia
平梁,ping'liang
平凉南,ping'liang'nan
苹林,ping'lin
平林村,ping'lin'cun
平面,ping'mian
平面布置,ping'mian'bu'zhi
平面布置图,ping'mian'bu'zhi'tu
平面调车,ping'mian'diao'che
平面交叉,ping'mian'jiao'cha
平面交叉口,ping'mian'jiao'cha'kou
平面控制点,ping'mian'kong'zhi'dian
平面控制网,ping'mian'kong'zhi'wang
平面配筋图,ping'mian'pei'jin'tu
平面热源测定法,ping'mian're'yuan'ce'ding'fa
平面设计,ping'mian'she'ji
平面示意图,ping'mian'shi'yi'tu
平面图,ping'mian'tu
平面位移,ping'mian'wei'yi
平面线形,ping'mian'xian'xing
平面坐标,ping'mian'zuo'biao
平南线,ping'nan'xian
平盘斗,ping'pan'dou
乒乓室,ping'pang'shi
平剖面,ping'pou'mian
平剖面图,ping'pou'mian'tu
平棊,ping'qi
平齐线,ping'qi'xian
平嵌线,ping'qian'xian
平锹,ping'qiao
平曲线,ping'qu'xian
平曲线半径,ping'qu'xian'ban'jing
平曲线横净距,ping'qu'xian'heng'jing'ju
平曲线加宽,ping'qu'xian'jia'kuan
平曲线要素,ping'qu'xian'yao'su
平槫,ping'quan
平汝线,ping'ru'xian
平社,ping'she
平身科,ping'shen'ke
屏石,ping'shi
平石,ping'shi
瓶饰,ping'shi
平台,ping'tai
平台板,ping'tai'ban
平台梁,ping'tai'liang
平台铆钉,ping'tai'mao'ding
平台屋顶,ping'tai'wu'ding
平台园,ping'tai'yuan
坪头,ping'tou
平头螺栓,ping'tou'luo'shuan
平头螺丝,ping'tou'luo'si
平瓦,ping'wa
平旺,ping'wang
平屋顶,ping'wu'ding
平屋顶建筑,ping'wu'ding'jian'zhu
平屋面,ping'wu'mian
凭祥北,ping'xiang'bei
平行渡线,ping'xing'du'xian
平行管线,ping'xing'guan'xian
平行式自动扶梯,ping'xing'shi'zi'dong'fu'ti
平型双头夹板,ping'xing'shuang'tou'jia'ban
平行线,ping'xing'xian
平行直线,ping'xing'zhi'xian
平行作业,ping'xing'zuo'ye
平行作业法,ping'xing'zuo'ye'fa
平原堡,ping'yuan'bao
平原区,ping'yuan'qu
平缘石,ping'yuan'shi
平整场地,ping'zheng'chang'di
平整度,ping'zheng'du
平整度仪,ping'zheng'du'yi
平直偏差,ping'zhi'pian'cha
屏转换,ping'zhuan'huan
平庄,ping'zhuang
平庄南,ping'zhuang'nan
平纵,ping'zong
平纵结合,ping'zong'jie'he
平坐,ping'zuo
平坐柱,ping'zuo'zhu
平座柱,ping'zuo'zhu
破冰棱,po'bing'leng
破冰体,po'bing'ti
坡长,po'chang
坡长限制,po'chang'xian'zhi
坡道,po'dao
坡底村,po'di'cun
坡底下,po'di'xia
坡顶,po'ding
坡度,po'du
坡度标,po'du'biao
坡度折减,po'du'zhe'jian
破化砖,po'hua'zhuan
破坏锤,po'huai'chui
破坏试验,po'huai'shi'yan
坡积土,po'ji'tu
坡脚,po'jiao
破裂,po'lie
坡面,po'mian
坡面防护,po'mian'fang'hu
坡面排水,po'mian'pai'shui
坡面排水施工,po'mian'pai'shui'shi'gong
坡桥,po'qiao
破碎带,po'sui'dai
破碎机,po'sui'ji
坡屋顶,po'wu'ding
坡屋面,po'wu'mian
破桩头,po'zhuang'tou
剖面,pou'mian
剖面图,pou'mian'tu
剖面线,pou'mian'xian
剖视图,pou'shi'tu
蒲坝,pu'ba
普柏枋,pu'bai'fang
普遍钎探,pu'bian'qian'tan
瀑布,pu'bu
瀑布风景区,pu'bu'feng'jing'qu
铺草皮,pu'cao'pi
铺草皮块草坪,pu'cao'pi'kuai'cao'ping
铺碴,pu'cha
铺碴车,pu'cha'che
铺碴机,pu'cha'ji
铺道碴,pu'dao'cha
铺道岔机,pu'dao'cha'ji
铺地板,pu'di'ban
铺地园,pu'di'yuan
铺地砖,pu'di'zhuan
浦东线阮四段,pu'dong'xian'ruan'si'duan
普洱渡,pu'er'du
铺轨基地,pu'gui'ji'di
铺轨列车,pu'gui'lie'che
蒲家,pu'jia
铺砌,pu'qi
铺砌法,pu'qi'fa
铺砌工程,pu'qi'gong'cheng
铺砂法,pu'sha'fa
铺砂试验,pu'sha'shi'yan
蒲山店,pu'shan'dian
铺设管道,pu'she'guan'dao
铺设无缝线路,pu'she'wu'feng'xian'lu
普舍寨,pu'she'zhai
蒲式耳,pu'shi'er
铺石花坛,pu'shi'hua'tan
葡萄菁,pu'tao'jing
普通钢板,pu'tong'gang'ban
普通硅酸盐水泥,pu'tong'gui'suan'yan'shui'ni
普通混凝土路面,pu'tong'hun'ning'tu'lu'mian
普通火灾隐患,pu'tong'huo'zai'yin'huan
普通建筑,pu'tong'jian'zhu
普通列车,pu'tong'lie'che
普通螺栓,pu'tong'luo'shuan
普通旅客快车,pu'tong'lv'ke'kuai'che
普通旅客列车,pu'tong'lv'ke'lie'che
普通旅客慢车,pu'tong'lv'ke'man'che
普通照明灯具,pu'tong'zhao'ming'deng'ju
普雄,pu'xiong
铺油,pu'you
铺枕机,pu'zhen'ji
铺筑,pu'zhu
铺装,pu'zhuang
齐昂线,qi'ang'xian
奇奥,qi'ao
奇奥不测,qi'ao'bu'ce
漆包线,qi'bao'xian
齐北线,qi'bei'xian
气闭隔膜阀,qi'bi'ge'mo'fa
起拨道机,qi'bo'dao'ji
起拨道器,qi'bo'dao'qi
七踩,qi'cai
汽车厂,qi'che'chang
汽车地磅,qi'che'di'bang
汽车服务站,qi'che'fu'wu'zhan
汽车客运站,qi'che'ke'yun'zhan
汽车库,qi'che'ku
汽车旅馆,qi'che'lv'guan
汽车坡道,qi'che'po'dao
汽车汽配厂,qi'che'qi'pei'chang
汽车停车规则,qi'che'ting'che'gui'ze
汽车洗车台,qi'che'xi'che'tai
汽车修理站,qi'che'xiu'li'zhan
汽车影院,qi'che'ying'yuan
汽车最小转弯半径,qi'che'zui'xiao'zhuan'wan'ban'jing
气窗,qi'chuang
起道,qi'dao
起道钉机,qi'dao'ding'ji
起道钉器,qi'dao'ding'qi
起道器,qi'dao'qi
起道修,qi'dao'xiu
起点,qi'dian
七甸,qi'dian
起吊,qi'diao
汽吊,qi'diao
气钉枪,qi'ding'qiang
起动变压器,qi'dong'bian'ya'qi
启动电路,qi'dong'dian'lu
气动输送管,qi'dong'shu'song'guan
气动输送系统,qi'dong'shu'song'xi'tong
启动液,qi'dong'ye
弃方,qi'fang
起分格条,qi'fen'ge'tiao
奇峰塔,qi'feng'ta
气浮池,qi'fu'chi
旗杆,qi'gan
旗杆底,qi'gan'di
气割,qi'ge
气割枪,qi'ge'qiang
起拱,qi'gong
七股钢绞线,qi'gu'gang'jiao'xian
齐哈日格图,qi'ha'ri'ge'tu
气焊,qi'han
骑鹤西归,qi'he'xi'gui
七横,qi'heng
齐红线,qi'hong'xian
气候,qi'hou
气候条件,qi'hou'tiao'jian
气候调节,qi'hou'tiao'jie
启辉器,qi'hui'qi
祁家堡,qi'jia'bao
七架梁,qi'jia'liang
七家子,qi'jia'zi
七间房,qi'jian'fang
起居室,qi'ju'shi
起居室餐室厨房,qi'ju'shi'can'shi'chu'fang
起居室兼餐室,qi'ju'shi'jian'can'shi
起居室烟雾报警,qi'ju'shi'yan'wu'bao'jing
气开隔膜阀,qi'kai'ge'mo'fa
期刊目录室,qi'kan'mu'lu'shi
期刊阅览室,qi'kan'yue'lan'shi
企口,qi'kou
企口板,qi'kou'ban
企口地板,qi'kou'di'ban
企口缝,qi'kou'feng
企口接,qi'kou'jie
砌块,qi'kuai
漆料,qi'liao
气流动力系数,qi'liu'dong'li'xi'shu
气流组织,qi'liu'zu'zhi
七龙星,qi'long'xing
骑马雀替,qi'ma'que'ti
起毛,qi'mao
气密试验,qi'mi'shi'yan
气密性,qi'mi'xing
棋盘式道路系统,qi'pan'shi'dao'lu'xi'tong
气泡,qi'pao
气泡图,qi'pao'tu
气瓶,qi'ping
七铺作,qi'pu'zuo
起迄点调查,qi'qi'dian'diao'cha
七泉湖,qi'quan'hu
气溶胶,qi'rong'jiao
砌上明造,qi'shang'ming'zao
起始,qi'shi
弃石,qi'shi
汽式,qi'shi
砌式,qi'shi
砌石,qi'shi
砌石工程,qi'shi'gong'cheng
七苏木,qi'su'mu
其他材料,qi'ta'cai'liao
其他词汇,qi'ta'ci'hui
其它可变荷载,qi'ta'ke'bian'he'zai
其他文件,qi'ta'wen'jian
砌体,qi'ti
气体分离器,qi'ti'fen'li'qi
砌体工程,qi'ti'gong'cheng
砌体结构,qi'ti'jie'gou
砌体结构设计规范,qi'ti'jie'gou'she'ji'gui'fan
气体燃料,qi'ti'ran'liao
弃土,qi'tu
弃土场,qi'tu'chang
弃土堆,qi'tu'dui
弃土坑,qi'tu'keng
祁文,qi'wen
气温年较差,qi'wen'nian'jiao'cha
气温日较差,qi'wen'ri'jiao'cha
旗下营,qi'xia'ying
气象景观,qi'xiang'jing'guan
气象台,qi'xiang'tai
气象灾害,qi'xiang'zai'hai
器械室,qi'xie'shi
齐心斗,qi'xin'dou
气压,qi'ya
气压阀,qi'ya'fa
气压给水,qi'ya'gei'shui
气压给水系统,qi'ya'gei'shui'xi'tong
气压焊,qi'ya'han
气压盒,qi'ya'he
气压水罐,qi'ya'shui'guan
气压信号,qi'ya'xin'hao
七眼桥,qi'yan'qiao
企业安全文化,qi'ye'an'quan'wen'hua
企业文化概论,qi'ye'wen'hua'gai'lun
企业职工伤害事故,qi'ye'zhi'gong'shang'hai'shi'gu
企业职工伤亡事故分类,qi'ye'zhi'gong'shang'wang'shi'gu'fen'lei
企业资质,qi'ye'zi'zhi
七营,qi'ying
气硬性,qi'ying'xing
汽油发电机,qi'you'fa'dian'ji
汽油库,qi'you'ku
起重,qi'zhong
起重调运指挥信号,qi'zhong'diao'yun'zhi'hui'xin'hao
起重葫芦,qi'zhong'hu'lu
起重机,qi'zhong'ji
起重机起吊半径,qi'zhong'ji'qi'diao'ban'jing
起重机械安全规程,qi'zhong'ji'xie'an'quan'gui'cheng
起重机行车大梁,qi'zhong'ji'xing'che'da'liang
起重能力,qi'zhong'neng'li
起重设备,qi'zhong'she'bei
起重装置,qi'zhong'zhuang'zhi
起重作业安全,qi'zhong'zuo'ye'an'quan
砌筑,qi'zhu
砌筑墙,qi'zhu'qiang
砌砖,qi'zhuan
起自,qi'zi
气钻,qi'zuan
洽商记录,qia'shang'ji'lu
卡住,qia'zhu
卡子,qia'zi
千安,qian'an
铅板屏,qian'ban'ping
浅仓,qian'cang
欠超高,qian'chao'gao
前处理,qian'chu'li
前甸,qian'dian
前端设备,qian'duan'she'bei
千乏,qian'fa
千乏时,qian'fa'shi
嵌缝,qian'feng
嵌缝膏,qian'feng'gao
千伏,qian'fu
千伏安,qian'fu'an
浅浮雕,qian'fu'diao
嵌固,qian'gu
嵌固端,qian'gu'duan
黔桂线,qian'gui'xian
千赫,qian'he
千河,qian'he
浅基础,qian'ji'chu
嵌挤型,qian'ji'xing
钱家店,qian'jia'dian
前减震,qian'jian'zhen
千斤顶,qian'jin'ding
千斤顶标定,qian'jin'ding'biao'ding
前进方向,qian'jin'fang'xiang
前进镇,qian'jin'zhen
前景,qian'jing
千卡,qian'ka
前链轮轴,qian'lian'lun'zhou
前楼梯,qian'lou'ti
前轮轮毂,qian'lun'lun'gu
千枚岩,qian'mei'yan
前门廊,qian'men'lang
前磨头,qian'mo'tou
前期工作,qian'qi'gong'zuo
前墙,qian'qiang
嵌墙,qian'qiang
前轻后重法,qian'qing'hou'zhong'fa
铅球投掷区,qian'qiu'tou'zhi'qu
嵌入式照明,qian'ru'shi'zhao'ming
浅色,qian'se
铅山西,qian'shan'xi
前视,qian'shi
前室,qian'shi
前十家,qian'shi'jia
前束,qian'shu
潜水,qian'shui
潜水泵,qian'shui'beng
潜水操作,qian'shui'cao'zuo
浅水作业,qian'shui'zuo'ye
潜水作业,qian'shui'zuo'ye
钎探,qian'tan
前厅,qian'ting
前庭,qian'ting
前推,qian'tui
千瓦,qian'wa
千瓦时,qian'wa'shi
前悬装土机,qian'xuan'zhuang'tu'ji
嵌岩桩,qian'yan'zhuang
前窑,qian'yao
牵引车,qian'yin'che
牵引重量,qian'yin'zhong'liang
铅油,qian'you
前寨,qian'zhai
欠振,qian'zhen
钳子,qian'zi
墙板,qiang'ban
墙背,qiang'bei
戗槎,qiang'cha
墙承重结构,qiang'cheng'zhong'jie'gou
强磁机,qiang'ci'ji
墙洞,qiang'dong
墙洞口,qiang'dong'kou
强度,qiang'du
强度试件,qiang'du'shi'jian
强度仪,qiang'du'yi
墙墩,qiang'dun
墙垛,qiang'duo
强风化岩层,qiang'feng'hua'yan'ceng
墙高,qiang'gao
墙桂阳角,qiang'gui'yang'jiao
强夯,qiang'hang
强夯法,qiang'hang'fa
墙厚,qiang'hou
戗脊,qiang'ji
强剪,qiang'jian
墙筋,qiang'jin
墙梁,qiang'liang
强令冒险作业,qiang'ling'mao'xian'zuo'ye
墙面,qiang'mian
墙面刮腻子,qiang'mian'gua'ni'zi
墙面抹灰,qiang'mian'mo'hui
墙面贴瓷砖,qiang'mian'tie'ci'zhuan
墙面砖,qiang'mian'zhuan
墙面装饰,qiang'mian'zhuang'shi
墙面装饰工程,qiang'mian'zhuang'shi'gong'cheng
强迫对流,qiang'po'dui'liu
强迫命令,qiang'po'ming'ling
强屈比,qiang'qu'bi
墙裙,qiang'qun
墙身,qiang'shen
墙式配电盘,qiang'shi'pei'dian'pan
强酸性阳离子交换树脂,qiang'suan'xing'yang'li'zi'jiao'huan'shu'zhi
墙体,qiang'ti
墙体开裂,qiang'ti'kai'lie
墙体配筋,qiang'ti'pei'jin
强条,qiang'tiao
蔷薇园,qiang'wei'yuan
抢位争先,qiang'wei'zheng'xian
抢修,qiang'xiu
墙园,qiang'yuan
墙肢,qiang'zhi
强制标准,qiang'zhi'biao'zhun
墙纸胶,qiang'zhi'jiao
强制内接,qiang'zhi'nei'jie
强制式,qiang'zhi'shi
强制式拌和机,qiang'zhi'shi'ban'he'ji
强制式搅拌机,qiang'zhi'shi'jiao'ban'ji
强制式搅拌楼,qiang'zhi'shi'jiao'ban'lou
强制送风,qiang'zhi'song'feng
强制条文,qiang'zhi'tiao'wen
强制性,qiang'zhi'xing
强制性条文,qiang'zhi'xing'tiao'wen
墙柱,qiang'zhu
墙柱平面布置图,qiang'zhu'ping'mian'bu'zhi'tu
桥墩,qiao'dun
桥墩及基础,qiao'dun'ji'ji'chu
桥墩局部冲刷,qiao'dun'ju'bu'chong'shua
桥规,qiao'gui
撬棍,qiao'gun
桥涵,qiao'han
桥涵表,qiao'han'biao
桥涵计算跨径,qiao'han'ji'suan'kua'jing
桥涵净跨径,qiao'han'jing'kua'jing
桥涵扩孔,qiao'han'kuo'kong
桥涵施工,qiao'han'shi'gong
桥涵施工技术规范,qiao'han'shi'gong'ji'shu'gui'fan
桥检车,qiao'jian'che
桥跨结构,qiao'kua'jie'gou
桥宽,qiao'kuan
桥栏杆,qiao'lan'gan
桥梁,qiao'liang
桥梁标,qiao'liang'biao
桥梁动静载试验,qiao'liang'dong'jing'zai'shi'yan
桥梁动载,qiao'liang'dong'zai
桥梁动载试验,qiao'liang'dong'zai'shi'yan
桥梁断裂,qiao'liang'duan'lie
桥梁高度,qiao'liang'gao'du
桥梁工程,qiao'liang'gong'cheng
桥梁工程师,qiao'liang'gong'cheng'shi
桥梁涵洞,qiao'liang'han'dong
桥梁涵洞工程,qiao'liang'han'dong'gong'cheng
桥梁荷载,qiao'liang'he'zai
桥梁荷载试验,qiao'liang'he'zai'shi'yan
桥梁横向刚度,qiao'liang'heng'xiang'gang'du
桥梁护网,qiao'liang'hu'wang
桥梁检测,qiao'liang'jian'ce
桥梁检测车,qiao'liang'jian'ce'che
桥梁检定试验,qiao'liang'jian'ding'shi'yan
桥梁建筑高度,qiao'liang'jian'zhu'gao'du
桥梁静载,qiao'liang'jing'zai
桥梁静载试验,qiao'liang'jing'zai'shi'yan
桥梁孔径不足,qiao'liang'kong'jing'bu'zu
桥梁挠度,qiao'liang'nao'du
桥梁浅基,qiao'liang'qian'ji
桥梁浅基防护,qiao'liang'qian'ji'fang'hu
桥梁全长,qiao'liang'quan'chang
桥梁上拱度,qiao'liang'shang'gong'du
桥梁设计,qiao'liang'she'ji
桥梁施工技术规范,qiao'liang'shi'gong'ji'shu'gui'fan
桥梁实验车,qiao'liang'shi'yan'che
桥梁隧道,qiao'liang'sui'dao
桥梁下部构造,qiao'liang'xia'bu'gou'zao
桥梁枕木,qiao'liang'zhen'mu
桥梁支座,qiao'liang'zhi'zuo
桥梁自振频率,qiao'liang'zi'zhen'pin'lv
桥面,qiao'mian
桥面净空,qiao'mian'jing'kong
桥面连续,qiao'mian'lian'xu
桥面铺装,qiao'mian'pu'zhuang
桥面伸缩装置,qiao'mian'shen'suo'zhuang'zhi
桥面系,qiao'mian'xi
桥面系统,qiao'mian'xi'tong
翘曲,qiao'qu
桥上轨道结构,qiao'shang'gui'dao'jie'gou
桥式起重机,qiao'shi'qi'zhong'ji
桥隧,qiao'sui
桥隧病害整治,qiao'sui'bing'hai'zheng'zhi
桥隧车,qiao'sui'che
桥隧大修,qiao'sui'da'xiu
桥隧改造,qiao'sui'gai'zao
桥隧工程,qiao'sui'gong'cheng
桥隧经常保养,qiao'sui'jing'chang'bao'yang
桥隧巡守,qiao'sui'xun'shou
桥隧巡守工,qiao'sui'xun'shou'gong
桥隧养护,qiao'sui'yang'hu
桥隧综合维修,qiao'sui'zong'he'wei'xiu
桥塔,qiao'ta
桥台,qiao'tai
桥台及基础,qiao'tai'ji'ji'chu
桥头,qiao'tou
桥头搭板,qiao'tou'da'ban
桥头回填,qiao'tou'hui'tian
桥头绿化,qiao'tou'lv'hua
桥头跳车,qiao'tou'tiao'che
桥头引线,qiao'tou'yin'xian
桥位,qiao'wei
桥下净空,qiao'xia'jing'kong
桥下一般冲刷,qiao'xia'yi'ban'chong'shua
桥圩,qiao'xu
桥枕,qiao'zhen
桥址水文观测,qiao'zhi'shui'wen'guan'ce
切断机,qie'duan'ji
切缝,qie'feng
切缝机,qie'feng'ji
切割机,qie'ge'ji
切花,qie'hua
切花园,qie'hua'yuan
切曲差,qie'qu'cha
切线,qie'xian
切线长,qie'xian'chang
切线型道岔,qie'xian'xing'dao'cha
切削厚度,qie'xiao'hou'du
切削制品,qie'xiao'zhi'pin
切叶机,qie'ye'ji
茄子溪,qie'zi'xi
钦北线,qin'bei'xian
勤丰营,qin'feng'ying
沁河北,qin'he'bei
秦淮支线,qin'huai'zhi'xian
覃家坝,qin'jia'ba
秦家庄,qin'jia'zhuang
秦岭隧道,qin'ling'sui'dao
琴面,qin'mian
秦沈客运专线,qin'shen'ke'yun'zhuan'xian
秦沈专线,qin'shen'zhuan'xian
禽市,qin'shi
亲水,qin'shui
亲水系数,qin'shui'xi'shu
钦州东,qin'zhou'dong
轻便轨道轮车,qing'bian'gui'dao'lun'che
轻便机械,qing'bian'ji'xie
轻便灭火器,qing'bian'mie'huo'qi
轻便铁路,qing'bian'tie'lu
清表,qing'biao
轻不着力,qing'bu'zhao'li
清代术语,qing'dai'shu'yu
清底,qing'di
青堆子,qing'dui'zi
清缝,qing'feng
清缝机,qing'feng'ji
倾覆,qing'fu
倾覆力矩,qing'fu'li'ju
倾覆弯矩,qing'fu'wan'ju
轻钢,qing'gang
青杠,qing'gang
轻钢结构,qing'gang'jie'gou
轻钢龙骨,qing'gang'long'gu
轻钢石膏板,qing'gang'shi'gao'ban
轻隔墙,qing'ge'qiang
清关,qing'guan
清关费用,qing'guan'fei'yong
轻轨,qing'gui
轻轨交通,qing'gui'jiao'tong
青红高速公路,qing'hong'gao'su'gong'lu
清洁间,qing'jie'jian
清洁走廊,qing'jie'zou'lang
轻金属,qing'jin'shu
轻卡,qing'ka
清孔,qing'kong
晴空如洗,qing'kong'ru'xi
清理场地,qing'li'chang'di
清理与挖除,qing'li'yu'wa'chu
清凉店,qing'liang'dian
青岭子,qing'ling'zi
青年公寓,qing'nian'gong'yu
青年中心,qing'nian'zhong'xin
清漆,qing'qi
轻墙,qing'qiang
清扫打蜡,qing'sao'da'la
清扫口,qing'sao'kou
清扫员,qing'sao'yuan
清筛道床,qing'shai'dao'chuang
轻伤事故率,qing'shang'shi'gu'lv
青少年活动区,qing'shao'nian'huo'dong'qu
青石,qing'shi
青石栏杆,qing'shi'lan'gan
清水沟,qing'shui'gou
清水河西,qing'shui'he'xi
清水灭火器,qing'shui'mie'huo'qi
清水墙,qing'shui'qiang
青水山,qing'shui'shan
清水砼,qing'shui'tong
清水砖墙,qing'shui'zhuan'qiang
清泰坡,qing'tai'po
青铜,qing'tong
青铜板,qing'tong'ban
青瓦,qing'wa
青蛙和莲,qing'wa'he'lian
青威高速公路,qing'wei'gao'su'gong'lu
清晰度,qing'xi'du
清洗试验记录,qing'xi'shi'yan'ji'lu
清洗装置,qing'xi'zhuang'zhi
清啸,qing'xiao
倾斜度,qing'xie'du
