阿长与山海经,a'chang'yu'shan'hai'jing
苏小小墓,su'xiao'xiao'mu
宿新市徐公店,su'xin'shi'xu'gong'dian
素心砚铭,su'xin'yan'ming
苏学士文集,su'xue'shi'wen'ji
苏洵,su'xun
俗语考原,su'yu'kao'yuan
苏辙,su'zhe
苏州姑苏人,su'zhou'gu'su'ren
苏州人,su'zhou'ren
苏州吴县人,su'zhou'wu'xian'ren
宿紫阁山北村,su'zi'ge'shan'bei'cun
酸甜乐府,suan'tian'yue'fu
遂初堂书目,sui'chu'tang'shu'mu
岁寒堂诗话,sui'han'tang'shi'hua
碎锦词,sui'jin'ci
睢景臣,sui'jing'chen
岁暮杂感,sui'mu'za'gan
随使法国记,sui'shi'fa'guo'ji
隋书,sui'shu
隋唐嘉话,sui'tang'jia'hua
隋唐史,sui'tang'shi
隋唐演义,sui'tang'yan'yi
隋炀帝,sui'yang'di
随园诗话,sui'yuan'shi'hua
随园诗话补遗,sui'yuan'shi'hua'bu'yi
随园随笔,sui'yuan'sui'bi
随缘下士,sui'yuan'xia'shi
碎簪记,sui'zan'ji
遂志赋,sui'zhi'fu
随州献李侍御,sui'zhou'xian'li'shi'yu
孙膑,sun'bin
孙膑兵法,sun'bin'bing'fa
孙承泽,sun'cheng'ze
孙楚,sun'chu
孙绰,sun'chuo
孙道乾,sun'dao'qian
孙光宪,sun'guang'xian
孙桂堂集,sun'gui'tang'ji
孙敬修,sun'jing'xiu
孙敬修演讲故事大全,sun'jing'xiu'yan'jiang'gu'shi'da'quan
孙犁,sun'li
笋谱,sun'pu
孙棨,sun'qi
孙樵,sun'qiao
孙仁儒,sun'ren'ru
孙盛,sun'sheng
孙思邈,sun'si'miao
孙文学说,sun'wen'xue'shuo
孙武,sun'wu
孙兴衍,sun'xing'yan
孙义钧,sun'yi'jun
孙柚,sun'you
孙原湘,sun'yuan'xiang
孙枝蔚,sun'zhi'wei
孙钟龄,sun'zhong'ling
孙中山,sun'zhong'shan
孙仲章,sun'zhong'zhang
孙洙,sun'zhu
孙子,sun'zi
孙子兵法,sun'zi'bing'fa
所思,suo'si
踏莎行,ta'suo'xing
踏莎行雾失楼台,ta'suo'xing'wu'shi'lou'tai
太白酒楼歌,tai'bai'jiu'lou'ge
太仓稊米集,tai'cang'ti'mi'ji
台阁集,tai'ge'ji
太和正音谱,tai'he'zheng'yin'pu
太恨生传,tai'hen'sheng'chuan
台静龙,tai'jing'long
太庙典礼议四款,tai'miao'dian'li'yi'si'kuan
太平广记,tai'ping'guang'ji
太平清话,tai'ping'qing'hua
太平天国,tai'ping'tian'guo
太平御览,tai'ping'yu'lan
太清记,tai'qing'ji
台湾行,tai'wan'xing
台湾彰化人,tai'wan'zhang'hua'ren
太玄经,tai'xuan'jing
太炎文录,tai'yan'wen'lu
太阳从西边出来,tai'yang'cong'xi'bian'chu'lai
太阳照在桑干河上,tai'yang'zhao'zai'sang'gan'he'shang
太阳照在桑乾河上,tai'yang'zhao'zai'sang'qian'he'shang
太一遗书,tai'yi'yi'shu
太原祁人,tai'yuan'qi'ren
太原人,tai'yuan'ren
太自阴经,tai'zi'yin'jing
谈虎集,tan'hu'ji
昙花记,tan'hua'ji
叹老农,tan'lao'nong
摊破浣溪沙,tan'po'huan'xi'sha
谈迁,tan'qian
叹逝赋,tan'shi'fu
谭嗣同,tan'si'tong
谈薮,tan'sou
探索集,tan'suo'ji
谭献,tan'xian
谈艺录,tan'yi'lu
谭友夏合集,tan'you'xia'he'ji
谭元春,tan'yuan'chun
弹指词,tan'zhi'ci
潭州临湘人,tan'zhou'lin'xiang'ren
唐才子传,tang'cai'zi'chuan
唐大诏令集,tang'da'zhao'ling'ji
唐代佛教,tang'dai'fo'jiao
唐代诗人,tang'dai'shi'ren
棠棣之花,tang'di'zhi'hua
唐风集,tang'feng'ji
汤惠休,tang'hui'xiu
唐会要,tang'hui'yao
唐京兆长安人,tang'jing'zhao'chang'an'ren
唐论,tang'lun
唐梦赉,tang'meng'lai
汤鹏,tang'peng
唐人小说,tang'ren'xiao'shuo
唐尚书省郎官石柱题名考,tang'shang'shu'sheng'lang'guan'shi'zhu'ti'ming'kao
塘上行,tang'shang'xing
唐史,tang'shi
汤式,tang'shi
唐诗百名家全集,tang'shi'bai'ming'jia'quan'ji
唐诗成法,tang'shi'cheng'fa
唐诗纪事,tang'shi'ji'shi
唐诗金粉,tang'shi'jin'fen
唐诗三百首,tang'shi'san'bai'shou
唐书,tang'shu
唐顺之,tang'shun'zhi
唐宋诗举要,tang'song'shi'ju'yao
唐宋文举要,tang'song'wen'ju'yao
唐太宗,tang'tai'zong
唐弢,tang'tao
唐文粹,tang'wen'cui
汤问篇,tang'wen'pian
汤显祖,tang'xian'zu
唐玄宗,tang'xuan'zong
唐训方,tang'xun'fang
唐彦谦,tang'yan'qian
唐音,tang'yin
唐寅,tang'yin
棠阴比事,tang'yin'bi'shi
唐音癸签,tang'yin'gui'qian
唐英歌诗,tang'ying'ge'shi
唐语林,tang'yu'lin
唐甄,tang'zhen
唐摭言,tang'zhi'yan
陶庵梦忆,tao'an'meng'yi
陶曾佑,tao'ceng'you
逃禅词,tao'chan'ci
陶承,tao'cheng
陶穀,tao'gu
陶弘景,tao'hong'jing
桃花赋序,tao'hua'fu'xu
桃花女,tao'hua'nv
桃花人面,tao'hua'ren'mian
桃花扇,tao'hua'shan
桃花源记,tao'hua'yuan'ji
桃花源诗并记,tao'hua'yuan'shi'bing'ji
淘金记,tao'jin'ji
陶菊隐,tao'ju'yin
陶庐丛刻,tao'lu'cong'ke
陶潜,tao'qian
讨武曌檄文,tao'wu'zhao'xi'wen
桃源洞,tao'yuan'dong
陶渊明,tao'yuan'ming
陶渊明集,tao'yuan'ming'ji
陶岳,tao'yue
陶者,tao'zhe
陶贞怀,tao'zhen'huai
陶宗仪,tao'zong'yi
藤谷古香,teng'gu'gu'xiang
滕王阁序,teng'wang'ge'xu
滕文公,teng'wen'gong
题红记,ti'hong'ji
题画竹,ti'hua'zhu
题李凝幽居,ti'li'ning'you'ju
题诗后,ti'shi'hou
剔锡灯,ti'xi'deng
啼笑因缘,ti'xiao'yin'yuan
题张苍水集,ti'zhang'cang'shui'ji
题竹石,ti'zhu'shi
天宝遗事,tian'bao'yi'shi
天放楼诗集,tian'fang'lou'shi'ji
天妃庙,tian'fei'miao
天府广记,tian'fu'guang'ji
天工开物,tian'gong'kai'wu
天国春秋,tian'guo'chun'qiu
田汉,tian'han
田汉剧作选,tian'han'ju'zuo'xuan
天花才子,tian'hua'cai'zi
田家,tian'jia
田家即事常建,tian'jia'ji'shi'chang'jian
田家语,tian'jia'yu
田间,tian'jian
田间诗集,tian'jian'shi'ji
田间诗文集,tian'jian'shi'wen'ji
天津人,tian'jin'ren
天净沙,tian'jing'sha
天镜园,tian'jing'yuan
天籁集,tian'lai'ji
天乐堂集,tian'le'tang'ji
天梅遗集,tian'mei'yi'ji
天魔舞,tian'mo'wu
天目山堂集,tian'mu'shan'tang'ji
天琴老人,tian'qin'lao'ren
天然痴叟,tian'ran'chi'sou
天人合徵纪实,tian'ren'he'zheng'ji'shi
田汝成,tian'ru'cheng
天上谣等,tian'shang'yao'deng
天上玉女记,tian'shang'yu'nv'ji
田寺,tian'si
天台集,tian'tai'ji
天问,tian'wen
天问序,tian'wen'xu
天文学家,tian'wen'xue'jia
田翁,tian'weng
天下太平,tian'xia'tai'ping
天香楼偶记,tian'xiang'lou'ou'ji
天香引,tian'xiang'yin
天学初函,tian'xue'chu'han
田野的风,tian'ye'de'feng
天一阁藏书记,tian'yi'ge'cang'shu'ji
田艺蘅,tian'yi'heng
田颖,tian'ying
天游阁集,tian'you'ge'ji
天雨花,tian'yu'hua
田园诗人,tian'yuan'shi'ren
天真阁集,tian'zhen'ge'ji
田昼,tian'zhou
天柱山铭,tian'zhu'shan'ming
调风月,tiao'feng'yue
迢迢牵牛星,tiao'tiao'qian'niu'xing
调笑胡马,tiao'xiao'hu'ma
条奏便民五事,tiao'zou'bian'min'wu'shi
铁道游击队,tie'dao'you'ji'dui
铁拐李,tie'guai'li
铁桥漫稿,tie'qiao'man'gao
铁围山丛谈,tie'wei'shan'cong'tan
庭草,ting'cao
廷对,ting'dui
亭林诗文集,ting'lin'shi'wen'ji
亭林先生,ting'lin'xian'sheng
听女道士卞玉京弹琴歌,ting'nv'dao'shi'bian'yu'jing'tan'qin'ge
桯史,ting'shi
听奕轩小稿,ting'yi'xuan'xiao'gao
桐城人,tong'cheng'ren
通甫类稿,tong'fu'lei'gao
通甫诗存,tong'fu'shi'cun
同谷县歌,tong'gu'xian'ge
潼关怀古,tong'guan'huai'gu
潼关吏,tong'guan'li
通鉴纪事本末,tong'jian'ji'shi'ben'mo
桐江,tong'jiang
桐江诗集,tong'jiang'shi'ji
通老论,tong'lao'lun
童蒙集,tong'meng'ji
铜墙铁壁,tong'qiang'tie'bi
童山全集,tong'shan'quan'ji
同声歌,tong'sheng'ge
痛史,tong'shi
同恕,tong'shu
通俗编,tong'su'bian
童童学士,tong'tong'xue'shi
通艺阁诗录,tong'yi'ge'shi'lu
通艺录,tong'yi'lu
通易论,tong'yi'lun
铜熨斗斋随笔,tong'yun'dou'zhai'sui'bi
通志,tong'zhi
通志堂集,tong'zhi'tang'ji
投笔集,tou'bi'ji
头明月几时,tou'ming'yue'ji'shi
投梭记,tou'suo'ji
投翁随笔,tou'weng'sui'bi
头瑶草何碧,tou'yao'cao'he'bi
投影集,tou'ying'ji
投知小录,tou'zhi'xiao'lu
土卑,tu'bei
土风录,tu'feng'lu
图画见闻志,tu'hua'jian'wen'zhi
屠隆,tu'long
团圆,tuan'yuan
蜕庵诗集,tui'an'shi'ji
退庵随笔,tui'an'sui'bi
推背集,tui'bei'ji
退老堂,tui'lao'tang
脱脱,tuo'tuo
唾玉集,tuo'yu'ji
瓦釜集,wa'fu'ji
晚出新亭,wan'chu'xin'ting
晚翠轩集,wan'cui'xuan'ji
晚村文集,wan'cun'wen'ji
晚登山还望京邑,wan'deng'shan'hai'wang'jing'yi
玩芳堂摘稿,wan'fang'tang'zhai'gao
万国演义序,wan'guo'yan'yi'xu
晚号涪翁,wan'hao'fu'weng
晚号望溪,wan'hao'wang'xi
晚号小长芦钓鱼师,wan'hao'xiao'chang'lu'diao'yu'shi
万花渔唱,wan'hua'yu'chang
万花缘,wan'hua'yuan
万里乘云去复来,wan'li'cheng'yun'qu'fu'lai
万里河东入海,wan'li'he'dong'ru'hai
万历武功录,wan'li'wu'gong'lu
万历野获编,wan'li'ye'huo'bian
宛陵先生集,wan'ling'xian'sheng'ji
宛陵先生文集,wan'ling'xian'sheng'wen'ji
晚年又号居士,wan'nian'you'hao'ju'shi
晚晴集,wan'qing'ji
晚晴簃诗汇,wan'qing'yi'shi'hui
晚秋杂兴,wan'qiu'za'xing
万寿山,wan'shou'shan
宛署杂记,wan'shu'za'ji
万水千山,wan'shui'qian'shan
挽文丞相,wan'wen'cheng'xiang
晚学集,wan'xue'ji
完颜璹,wan'yan'shu
晚游桥待月记,wan'you'qiao'dai'yue'ji
万章,wan'zhang
宛转歌,wan'zhuan'ge
王安石,wang'an'shi
王安中,wang'an'zhong
王柏,wang'bai
王褒,wang'bao
王彪之,wang'biao'zhi
王勃,wang'bo
王伯成,wang'bo'cheng
王粲,wang'can
王粲登楼,wang'can'deng'lou
王昶,wang'chang
王昌龄,wang'chang'ling
王昌龄集,wang'chang'ling'ji
王称,wang'cheng
汪承栋,wang'cheng'dong
王充,wang'chong
王谠,wang'dang
汪道昆,wang'dao'kun
王鼎,wang'ding
王定保,wang'ding'bao
王度,wang'du
汪端,wang'duan
王端履,wang'duan'lv
王符,wang'fu
王夫之,wang'fu'zhi
王构,wang'gou
王观,wang'guan
王观国,wang'guan'guo
王贵与李香香,wang'gui'yu'li'xiang'xiang
王国风解,wang'guo'feng'jie
王国维,wang'guo'wei
望海潮东南形胜,wang'hai'chao'dong'nan'xing'sheng
王翰,wang'han
王和卿,wang'he'qing
望湖亭,wang'hu'ting
王袆,wang'hui
王寂,wang'ji
王籍,wang'ji
王绩,wang'ji
王骥德,wang'ji'de
望蓟门,wang'ji'men
王嘉,wang'jia
王俭,wang'jian
王建,wang'jian
王俭集,wang'jian'ji
王建诗集,wang'jian'shi'ji
望江南,wang'jiang'nan
望江亭,wang'jiang'ting
王九思,wang'jiu'si
王筠,wang'jun
王闿运,wang'kai'yun
汪珂玉,wang'ke'yu
王兰卿,wang'lan'qing
王朗,wang'lang
王郎曲,wang'lang'qu
王錂,wang'ling
王令,wang'ling
望庐山瀑布,wang'lu'shan'pu'bu
王鲁彦,wang'lu'yan
王迈,wang'mai
王楙,wang'mao
王蒙,wang'meng
王冕,wang'mian
王冕传,wang'mian'chuan
王命论,wang'ming'lun
王明清,wang'ming'qing
王鸣盛,wang'ming'sheng
王墓,wang'mu
望南山,wang'nan'shan
王念孙,wang'nian'sun
王磐,wang'pan
王鹏运,wang'peng'yun
汪辟疆,wang'pi'jiang
王辟之,wang'pi'zhi
王溥,wang'pu
王仁俊,wang'ren'jun
王仁裕,wang'ren'yu
王融,wang'rong
王戎,wang'rong
王若虚,wang'ruo'xu
王僧达,wang'seng'da
王僧达集,wang'seng'da'ji
王僧孺,wang'seng'ru
王韶之,wang'shao'zhi
汪莘,wang'shen
王沈,wang'shen
王慎中,wang'shen'zhong
王实甫,wang'shi'fu
王氏家藏集,wang'shi'jia'cang'ji
王十朋,wang'shi'peng
王士源,wang'shi'yuan
王世贞,wang'shi'zhen
王士禛,wang'shi'zhen
王士禛词集,wang'shi'zhen'ci'ji
往事只堪哀,wang'shi'zhi'kan'ai
王侍中集,wang'shi'zhong'ji
王守仁,wang'shou'ren
王树柟,wang'shu'nan
王顺诒,wang'shun'yi
王思,wang'si
王思任,wang'si'ren
王肃,wang'su
王孙赋,wang'sun'fu
王昙,wang'tan
王昙祭西楚霸王墓,wang'tan'ji'xi'chu'ba'wang'mu
王韬,wang'tao
王廷陈,wang'ting'chen
王庭珪,wang'ting'gui
王庭筠,wang'ting'jun
汪廷讷,wang'ting'ne
王廷相,wang'ting'xiang
王通,wang'tong
王统照,wang'tong'zhao
汪琬,wang'wan
王微,wang'wei
王维,wang'wei
王维城,wang'wei'cheng
王维筠,wang'wei'jun
王文成公全书,wang'wen'cheng'gong'quan'shu
王文公文集,wang'wen'gong'wen'ji
王西楼乐府,wang'xi'lou'yue'fu
望溪文集,wang'xi'wen'ji
王羲之,wang'xi'zhi
王先谦,wang'xian'qian
王象之,wang'xiang'zhi
王雅宜,wang'ya'yi
王延寿,wang'yan'shou
王彦贞,wang'yan'zhen
王晔,wang'ye
望野草,wang'ye'cao
王逸,wang'yi
王廙,wang'yi
王沂孙,wang'yi'sun
王隐,wang'yin
王引之,wang'yin'zhi
汪应辰,wang'ying'chen
王应奎,wang'ying'kui
王应麟,wang'ying'lin
王右丞集,wang'you'cheng'ji
王禹偁,wang'yu'chen
王玉峰,wang'yu'feng
王元榜,wang'yuan'bang
汪元亨,wang'yuan'heng
王愿坚,wang'yuan'jian
汪元量,wang'yuan'liang
望岳,wang'yue
望月怀远,wang'yue'huai'yuan
王恽,wang'yun
王讚,wang'zan
王讚集,wang'zan'ji
汪藻,wang'zao
王昭君,wang'zhao'jun
王昭君变文,wang'zhao'jun'bian'wen
王桢,wang'zhen
王拯,wang'zheng
王质,wang'zhi
王铚,wang'zhi
王之道,wang'zhi'dao
王之涣,wang'zhi'huan
王志坚,wang'zhi'jian
汪中,wang'zhong
王忠公文集,wang'zhong'gong'wen'ji
王仲文,wang'zhong'wen
王诛,wang'zhu
王晫,wang'zhuo
王子安集,wang'zi'an'ji
王子一,wang'zi'yi
王子猷居山阴,wang'zi'you'ju'shan'yin
汪遵,wang'zun
威爱论,wei'ai'lun
苇碧轩集,wei'bi'xuan'ji
魏伯阳,wei'bo'yang
为陈同甫赋壮词以寄之,wei'chen'tong'fu'fu'zhuang'ci'yi'ji'zhi
围城,wei'cheng
渭城曲,wei'cheng'qu
渭川田家,wei'chuan'tian'jia
为东魏檄蜀文,wei'dong'wei'xi'shu'wen
未敢便相许,wei'gan'bian'xiang'xu
魏公子列传,wei'gong'zi'lie'zhuan
魏国人,wei'guo'ren
为侯景叛移梁朝文,wei'hou'jing'pan'yi'liang'chao'wen
未来的春,wei'lai'de'chun
围炉诗话,wei'lu'shi'hua
畏庐文集,wei'lu'wen'ji
魏略,wei'lue
渭南集,wei'nan'ji
渭南人,wei'nan'ren
渭南文集,wei'nan'wen'ji
为奴隶的母亲,wei'nu'li'de'mu'qin
魏其武安侯列传,wei'qi'wu'an'hou'lie'zhuan
魏庆之,wei'qing'zhi
魏氏春秋,wei'shi'chun'qiu
魏收,wei'shou
韦述,wei'shu
魏书,wei'shu
魏叔子集,wei'shu'zi'ji
魏叔子文集,wei'shu'zi'wen'ji
韦苏州集,wei'su'zhou'ji
魏泰,wei'tai
魏巍,wei'wei
魏文帝集,wei'wen'di'ji
魏翁,wei'weng
魏武帝集,wei'wu'di'ji
魏禧,wei'xi
魏秀仁,wei'xiu'ren
韦绚,wei'xuan
未厌集,wei'yan'ji
魏野,wei'ye
韦应物,wei'ying'wu
魏源,wei'yuan
韦昭,wei'zhao
魏征,wei'zheng
为政,wei'zheng
魏州曲城人,wei'zhou'qu'cheng'ren
韦庄,wei'zhuang
韦庄集,wei'zhuang'ji
文秉,wen'bing
文昌杂录,wen'chang'za'lu
文定集,wen'ding'ji
温飞卿集,wen'fei'qing'ji
文赋,wen'fu
温公丧妇等,wen'gong'sang'fu'deng
文馆词林,wen'guan'ci'lin
闻官军收河南河北,wen'guan'jun'shou'he'nan'he'bei
问国学记,wen'guo'xue'ji
文海披沙记,wen'hai'pi'sha'ji
文化苦旅,wen'hua'ku'lv
闻见偶录,wen'jian'ou'lu
闻捷,wen'jie
文康,wen'kang
温陵居士,wen'ling'ju'shi
文明小史,wen'ming'xiao'shi
文泉子,wen'quan'zi
文人,wen'ren
问人间情是何物,wen'ren'jian'qing'shi'he'wu
文山先生全集,wen'shan'xian'sheng'quan'ji
文史通义,wen'shi'tong'yi
文天祥,wen'tian'xiang
温庭筠,wen'ting'jun
文廷式,wen'ting'shi
文同,wen'tong
文献通考,wen'xian'tong'kao
文珦,wen'xiang
文心雕龙,wen'xin'diao'long
文选,wen'xuan
文选考异,wen'xuan'kao'yi
文学翻译家,wen'xue'fan'yi'jia
文学家,wen'xue'jia
文学批评家,wen'xue'pi'ping'jia
文学评论家,wen'xue'ping'lun'jia
文言小说,wen'yan'xiao'shuo
闻一多,wen'yi'duo
文艺论集,wen'yi'lun'ji
文艺心理学,wen'yi'xin'li'xue
文莹,wen'ying
温在昇,wen'zai'sheng
文章辨体,wen'zhang'bian'ti
文章流别论,wen'zhang'liu'bie'lun
文章作法,wen'zhang'zuo'fa
文征明,wen'zheng'ming
文质论,wen'zhi'lun
文中子,wen'zhong'zi
温州人,wen'zhou'ren
温州瑞安人,wen'zhou'rui'an'ren
文字学家,wen'zi'xue'jia
翁方纲,weng'fang'gang
翁卷,weng'juan
翁山诗外,weng'shan'shi'wai
翁山文诗外,weng'shan'wen'shi'wai
翁山文外,weng'shan'wen'wai
瓮牖闲评,weng'you'xian'ping
瓮牖馀谈,weng'you'yu'tan
我的两家房东,wo'de'liang'jia'fang'dong
我家洗砚池边树,wo'jia'xi'yan'chi'bian'shu
我们的意见,wo'men'de'yi'jian
我用残损的手掌,wo'yong'can'sun'de'shou'zhang
五百四峰堂诗钞,wu'bai'si'feng'tang'shi'chao
吴炳,wu'bing
吴伯箫,wu'bo'xiao
无藏山经,wu'cang'shan'jing
吴曾,wu'ceng
无肠国,wu'chang'guo
吴昌龄,wu'chang'ling
吴承恩,wu'cheng'en
芜城赋,wu'cheng'fu
吴炽昌,wu'chi'chang
雾重庆,wu'chong'qing
吴楚材,wu'chu'cai
吴处厚,wu'chu'hou
吴船录,wu'chuan'lu
五代,wu'dai
五代会要,wu'dai'hui'yao
五灯会元,wu'deng'hui'yuan
五等论,wu'deng'lun
无敌勇士,wu'di'yong'shi
五峰集,wu'feng'ji
吾谷行,wu'gu'xing
吴国伦,wu'guo'lun
吴晗,wu'han
武汉臣,wu'han'chen
舞鹤赋,wu'he'fu
吴弘道,wu'hong'dao
芜湖人,wu'hu'ren
吴激,wu'ji
吴箕,wu'ji
无家别,wu'jia'bie
吴嘉纪,wu'jia'ji
吴趼人,wu'jian'ren
乌江,wu'jiang
吴江人,wu'jiang'ren
无尽庵诗话,wu'jin'an'shi'hua
吴兢,wu'jing
五经辨惑上,wu'jing'bian'huo'shang
五经通论,wu'jing'tong'lun
吴景旭,wu'jing'xu
吴敬梓,wu'jing'zi
吴均,wu'jun
武军赋,wu'jun'fu
吴郡人,wu'jun'ren
吴可,wu'ke
吴宽,wu'kuan
物理论,wu'li'lun
物理小识,wu'li'xiao'shi
武林旧事,wu'lin'jiu'shi
武陵春风住尘香花已尽,wu'ling'chun'feng'zhu'chen'xiang'hua'yi'jin
武陵山人杂著,wu'ling'shan'ren'za'zhu
五柳先生传,wu'liu'xian'sheng'chuan
五伦全备忠孝记,wu'lun'quan'bei'zhong'xiao'ji
舞马赋,wu'ma'fu
吴梅,wu'mei
吴敏树,wu'min'shu
无名氏,wu'ming'shi
吴讷,wu'ne
吴起,wu'qi
吴绮,wu'qi
吴骞,wu'qian
吴潜,wu'qian
吴强,wu'qiang
吴乔,wu'qiao
吾丘瑞,wu'qiu'rui
吴任臣,wu'ren'chen
五人墓碑记,wu'ren'mu'bei'ji
吴融,wu'rong
吴汝纶,wu'ru'lun
误入桃源,wu'ru'tao'yuan
巫山段云,wu'shan'duan'yun
吴师道,wu'shi'dao
无事为福斋随笔,wu'shi'wei'fu'zhai'sui'bi
吴书,wu'shu
吴淑,wu'shu
无双传,wu'shuang'chuan
无所不谈合集,wu'suo'bu'tan'he'ji
无题,wu'ti
梧桐叶,wu'tong'ye
梧桐雨,wu'tong'yu
吴王小女,wu'wang'xiao'nv
武威姑藏人,wu'wei'gu'zang'ren
吴伟业,wu'wei'ye
吴文英,wu'wen'ying
乌乌歌,wu'wu'ge
五无论,wu'wu'lun
吴锡麒,wu'xi'qi
无锡人,wu'xi'ren
吴县人,wu'xian'ren
无心子,wu'xin'zi
吴兴人,wu'xing'ren
吴兴武康人,wu'xing'wu'kang'ren
吴璿,wu'xuan
吾学编,wu'xue'bian
无言独上西楼,wu'yan'du'shang'xi'lou
物妖志,wu'yao'zhi
乌衣巷,wu'yi'xiang
武夷新集,wu'yi'xin'ji
吴游记,wu'you'ji
吴玉搢,wu'yu'jin
伍员吹箫,wu'yuan'chui'xiao
武元衡,wu'yuan'heng
吴元泰,wu'yuan'tai
吴越春秋,wu'yue'chun'qiu
吴越春秋史话,wu'yue'chun'qiu'shi'hua
五岳祠盟记,wu'yue'ci'meng'ji
吴运铎,wu'yun'duo
五杂俎,wu'za'zu
吴兆骞,wu'zhao'qian
吴质,wu'zhi
吴之振,wu'zhi'zhen
婺州义乌人,wu'zhou'yi'wu'ren
婺州永康人,wu'zhou'yong'kang'ren
吴子,wu'zi
吴自牧,wu'zi'mu
伍子胥,wu'zi'xu
伍子胥变文,wu'zi'xu'bian'wen
五宗说,wu'zong'shuo
吴祖光,wu'zu'guang
吴组缃,wu'zu'xiang
西安人,xi'an'ren
惜抱轩全集,xi'bao'xuan'quan'ji
西北高楼,xi'bei'gao'lou
西陂类稿,xi'bei'lei'gao
西俦常言,xi'chou'chang'yan
西都赋,xi'du'fu
西渡诗集,xi'du'shi'ji
西都杂记,xi'du'za'ji
晞发集,xi'fa'ji
息耕亭记,xi'geng'ting'ji
西汉,xi'han
西河合集,xi'he'he'ji
西湖二集,xi'hu'er'ji
西湖佳话,xi'hu'jia'hua
西湖居士,xi'hu'ju'shi
西湖漫拾,xi'hu'man'shi
西湖梦寻,xi'hu'meng'xun
西湖游览志余,xi'hu'you'lan'zhi'yu
西湖月半,xi'hu'yue'ban
西湖杂记,xi'hu'za'ji
西江月,xi'jiang'yue
西晋,xi'jin
西京赋,xi'jing'fu
西京杂记,xi'jing'za'ji
喜酒,xi'jiu
戏剧家,xi'ju'jia
戏剧评论家,xi'ju'ping'lun'jia
戏剧作家,xi'ju'zuo'jia
细菌与人,xi'jun'yu'ren
西崑发微,xi'kun'fa'wei
细林夜哭,xi'lin'ye'ku
西楼记,xi'lou'ji
西楼曲,xi'lou'qu
西麓继周集,xi'lu'ji'zhou'ji
西麓诗稿,xi'lu'shi'gao
洗马,xi'ma
席佩兰,xi'pei'lan
席启寓,xi'qi'yu
喜迁莺,xi'qian'ying
西樵语业,xi'qiao'yu'ye
西清笔记,xi'qing'bi'ji
西青散记,xi'qing'san'ji
戏曲家,xi'qu'jia
戏曲考源,xi'qu'kao'yuan
戏曲作家,xi'qu'zuo'jia
西戎,xi'rong
西塞山,xi'sai'shan
西塞山前白鹭飞,xi'sai'shan'qian'bai'lu'fei
西蜀梦,xi'shu'meng
檄蜀文,xi'shu'wen
西塘集,xi'tang'ji
西堂全集,xi'tang'quan'ji
夕堂永日绪论外编,xi'tang'yong'ri'xu'lun'wai'bian
西堂杂俎,xi'tang'za'zu
希望,xi'wang
戏为绝句,xi'wei'jue'ju
西溪丛语,xi'xi'cong'yu
昔昔盐,xi'xi'yan
戏瑕,xi'xia
西夏艺文志,xi'xia'yi'wen'zhi
西厢记,xi'xiang'ji
西厢记诸宫调,xi'xiang'ji'zhu'gong'diao
西学东渐记,xi'xue'dong'jian'ji
西岩集,xi'yan'ji
西洋杂志,xi'yang'za'zhi
洗衣歌,xi'yi'ge
西游补,xi'you'bu
西游记,xi'you'ji
西游录,xi'you'lu
喜雨,xi'yu
西域人,xi'yu'ren
喜雨亭记,xi'yu'ting'ji
西园记,xi'yuan'ji
西苑诗草,xi'yuan'shi'cao
西园闻见录,xi'yuan'wen'jian'lu
习凿齿,xi'zao'chi
习斋记余,xi'zhai'ji'yu
西征赋,xi'zheng'fu
西周,xi'zhou
西周年历谱,xi'zhou'nian'li'pu
西洲曲,xi'zhou'qu
西周生,xi'zhou'sheng
西州生,xi'zhou'sheng
檄周文,xi'zhou'wen
夏曾佑,xia'ceng'you
霞川花隐词,xia'chuan'hua'yin'ci
夏侯湛,xia'hou'zhan
夏敬观,xia'jing'guan
夏敬渠,xia'jing'qu
侠客行,xia'ke'hang
夏丏尊,xia'mian'zun
夏明翰,xia'ming'han
瞎骗奇闻,xia'pian'qi'wen
夏日绝句,xia'ri'jue'ju
夏日南亭怀辛大,xia'ri'nan'ting'huai'xin'da
夏日述感,xia'ri'shu'gan
夏天,xia'tian
夏庭芝,xia'ting'zhi
霞外捃屑,xia'wai'jun'xie
夏完淳,xia'wan'chun
夏完淳集,xia'wan'chun'ji
夏燮,xia'xie
夏衍,xia'yan
夏阳人,xia'yang'ren
先拨志始,xian'bo'zhi'shi
弦济,xian'ji
闲居赋,xian'ju'fu
闲居集,xian'ju'ji
贤良对策,xian'liang'dui'ce
仙楼琼华,xian'lou'qiong'hua
献马行,xian'ma'hang
仙屏书屋诗录,xian'ping'shu'wu'shi'lu
闲情偶寄,xian'qing'ou'ji
闲适集,xian'shi'ji
闲闲老人滏水文集,xian'xian'lao'ren'fu'shui'wen'ji
仙游人,xian'you'ren
闲斋琴趣外篇,xian'zhai'qin'qu'wai'pian
仙掌铭,xian'zhang'ming
显志赋,xian'zhi'fu
闲止书堂集钞,xian'zhi'shu'tang'ji'chao
显志堂集,xian'zhi'tang'ji
宪宗实录,xian'zong'shi'lu
香稻米,xiang'dao'mi
翔凤,xiang'feng
湘夫人,xiang'fu'ren
项鸿祚,xiang'hong'zuo
项脊轩志,xiang'ji'xuan'zhi
相见欢,xiang'jian'huan
