阿党相为,a'dang'xiang'wei
以逸待劳,yi'yi'dai'lao
一衣带水,yi'yi'dai'shui
一以当十,yi'yi'dang'shi
以一当十,yi'yi'dang'shi
以夷伐夷,yi'yi'fa'yi
以一奉百,yi'yi'feng'bai
以义割恩,yi'yi'ge'en
一意孤行,yi'yi'gu'xing
一以贯之,yi'yi'guan'zhi
以一警百,yi'yi'jing'bai
薏苡明珠,yi'yi'ming'zhu
以意逆志,yi'yi'ni'zhi
以意为之,yi'yi'wei'zhi
以一知万,yi'yi'zhi'wan
以蚓投鱼,yi'yin'tou'yu
一吟一咏,yi'yin'yi'yong
一饮一啄,yi'yin'yi'zhuo
一应俱全,yi'ying'ju'quan
一拥而上,yi'yong'er'shang
一语道破,yi'yu'dao'po
抑郁寡欢,yi'yu'gua'huan
伊于胡底,yi'yu'hu'di
瘗玉埋香,yi'yu'mai'xiang
一语破的,yi'yu'po'de
一隅三反,yi'yu'san'fan
一隅之地,yi'yu'zhi'di
一隅之见,yi'yu'zhi'jian
以怨报德,yi'yuan'bao'de
一元大武,yi'yuan'da'wu
一元复始,yi'yuan'fu'shi
意在笔先,yi'zai'bi'xian
意在言外,yi'zai'yan'wai
遗簪坠屦,yi'zan'zhui'ju
一则以喜一则以惧,yi'ze'yi'xi'yi'ze'yi'ju
以战去战,yi'zhan'qu'zhan
一张一弛,yi'zhang'yi'chi
亿兆一心,yi'zhao'yi'xin
一着不慎满盘皆输,yi'zhe'bu'shen'man'pan'jie'shu
一枕槐安,yi'zhen'huai'an
一枕黄梁,yi'zhen'huang'liang
一针见血,yi'zhen'jian'xue
一针一线,yi'zhen'yi'xian
义正辞严,yi'zheng'ci'yan
一致百虑,yi'zhi'bai'lv
一掷百万,yi'zhi'bai'wan
一知半解,yi'zhi'ban'jie
以直报怨,yi'zhi'bao'yuan
一纸空文,yi'zhi'kong'wen
以指挠沸,yi'zhi'nao'fei
颐指气使,yi'zhi'qi'shi
一掷千金,yi'zhi'qian'jin
一之谓甚,yi'zhi'wei'shen
一枝之栖,yi'zhi'zhi'qi
以珠弹雀,yi'zhu'dan'que
一柱擎天,yi'zhu'qing'tian
亦庄亦谐,yi'zhuang'yi'xie
以锥刺地,yi'zhui'ci'di
一字褒贬,yi'zi'bao'bian
一字不苟,yi'zi'bu'gou
一字不易,yi'zi'bu'yi
一字长蛇阵,yi'zi'chang'she'zhen
易子而食,yi'zi'er'shi
一字连城,yi'zi'lian'cheng
以紫乱朱,yi'zi'luan'zhu
一字一板,yi'zi'yi'ban
一字一珠,yi'zi'yi'zhu
以子之矛攻子之盾,yi'zi'zhi'mao'gong'zi'zhi'dun
一字之师,yi'zi'zhi'shi
衣租食税,yi'zu'shi'shui
移樽就教,yi'zun'jiu'jiao
一座皆惊,yi'zuo'jie'jing
饮冰内热,yin'bing'nei're
饮冰茹檗,yin'bing'ru'bo
因材施教,yin'cai'shi'jiao
阴差阳错,yin'cha'yang'cuo
寅吃卯粮,yin'chi'mao'liang
饮醇自醉,yin'chun'zi'zui
淫辞秽语,yin'ci'hui'yu
淫辞邪说,yin'ci'xie'shuo
淫词艳曲,yin'ci'yan'qu
阴错阳差,yin'cuo'yang'cha
因敌取资,yin'di'qu'zi
因地制宜,yin'di'zhi'yi
隐恶扬善,yin'e'yang'shan
引而不发,yin'er'bu'fa
因风吹火,yin'feng'chui'huo
引风吹火,yin'feng'chui'huo
吟风弄月,yin'feng'nong'yue
吟风咏月,yin'feng'yong'yue
因公假私,yin'gong'jia'si
引鬼上门,yin'gui'shang'men
因果报应,yin'guo'bao'ying
银河倒泻,yin'he'dao'xie
饮河满腹,yin'he'man'fu
饮恨吞声,yin'hen'tun'sheng
引虎自卫,yin'hu'zi'wei
隐晦曲折,yin'hui'qu'zhe
饮灰洗胃,yin'hui'xi'wei
阴魂不散,yin'hun'bu'san
因祸得福,yin'huo'de'fu
引火烧身,yin'huo'shao'shen
因祸为福,yin'huo'wei'fu
殷鉴不远,yin'jian'bu'yuan
隐介藏形,yin'jie'cang'xing
引经据典,yin'jing'ju'dian
引颈受戮,yin'jing'shou'lu
引咎自责,yin'jiu'zi'ze
隐居求志,yin'ju'qiu'zhi
引吭高歌,yin'keng'gao'ge
引狼入室,yin'lang'ru'shi
印累绶若,yin'lei'shou'ruo
因利乘便,yin'li'cheng'bian
隐鳞藏彩,yin'lin'cang'cai
引领而望,yin'ling'er'wang
因陋就简,yin'lou'jiu'jian
因陋守旧,yin'lou'shou'jiu
饮马投钱,yin'ma'tou'qian
阴谋诡计,yin'mou'gui'ji
因难见巧,yin'nan'jian'qiao
阴凝坚冰,yin'ning'jian'bing
饮泣吞声,yin'qi'tun'sheng
隐忍不言,yin'ren'bu'yan
因人成事,yin'ren'cheng'shi
因人而异,yin'ren'er'yi
引人入胜,yin'ren'ru'sheng
因任授官,yin'ren'shou'guan
引人注目,yin'ren'zhu'mu
音容宛在,yin'rong'wan'zai
音容笑貌,yin'rong'xiao'mao
隐若敌国,yin'ruo'di'guo
引商刻羽,yin'shang'ke'yu
引绳排根,yin'sheng'pai'gen
因势利导,yin'shi'li'dao
饮食男女,yin'shi'nan'nv
因事制宜,yin'shi'zhi'yi
因时制宜,yin'shi'zhi'yi
饮水啜菽,yin'shui'chuo'shu
饮水曲肱,yin'shui'qu'gong
饮水思源,yin'shui'si'yuan
因小失大,yin'xiao'shi'da
隐姓埋名,yin'xing'mai'ming
饮血茹毛,yin'xue'ru'mao
因循守旧,yin'xun'shou'jiu
因循坐误,yin'xun'zuo'wu
阴阳怪气,yin'yang'guai'qi
银样镴枪头,yin'yang'la'qiang'tou
因噎废食,yin'ye'fei'shi
引以为戒,yin'yi'wei'jie
阴疑阳战,yin'yi'yang'zhan
引玉之砖,yin'yu'zhi'zhuan
夤缘攀附,yin'yuan'pan'fu
因缘为市,yin'yuan'wei'shi
隐约其辞,yin'yue'qi'ci
饮鸩止渴,yin'zhen'zhi'ke
寅支卯粮,yin'zhi'mao'liang
引锥刺股,yin'zhui'ci'gu
引足救经,yin'zu'jiu'jing
应变无方,ying'bian'wu'fang
莺俦燕侣,ying'chou'yan'lv
应对如流,ying'dui'ru'liu
蝇粪点玉,ying'fen'dian'yu
迎风待月,ying'feng'dai'yue
迎风招展,ying'feng'zhao'zhan
蝇附骥尾而致千里,ying'fu'ji'wei'er'zhi'qian'li
应付裕如,ying'fu'yu'ru
应付自如,ying'fu'zi'ru
莺歌燕舞,ying'ge'yan'wu
鹰击毛挚,ying'ji'mao'zhi
应接不暇,ying'jie'bu'xia
盈科后进,ying'ke'hou'jin
迎来送往,ying'lai'song'wang
鹰瞵鹗视,ying'lin'e'shi
鹰拿燕雀,ying'na'yan'que
嘤其鸣矣求其友声,ying'qi'ming'yi'qiu'qi'you'sheng
盈千累万,ying'qian'lei'wan
鹰觑鹘望,ying'qu'gu'wang
鹰犬塞途,ying'quan'sai'tu
迎刃而解,ying'ren'er'jie
应声虫,ying'sheng'chong
莺声燕语,ying'sheng'yan'yu
应时对景,ying'shi'dui'jing
鹰视狼步,ying'shi'lang'bu
郢书燕说,ying'shu'yan'shuo
营私舞弊,ying'si'wu'bi
莺啼燕语,ying'ti'yan'yu
应天顺人,ying'tian'shun'ren
迎头赶上,ying'tou'gan'shang
迎头痛击,ying'tou'tong'ji
蝇头微利,ying'tou'wei'li
蝇头小利,ying'tou'xiao'li
鹦鹉学舌,ying'wu'xue'she
英雄气短,ying'xiong'qi'duan
英雄入彀,ying'xiong'ru'gou
英雄所见略同,ying'xiong'suo'jian'lue'tong
英雄无用武之地,ying'xiong'wu'yong'wu'zhi'di
映雪读书,ying'xue'du'shu
鹰扬虎视,ying'yang'hu'shi
影影绰绰,ying'ying'chuo'chuo
蝇营狗苟,ying'ying'gou'gou
盈盈一水,ying'ying'yi'shui
应有尽有,ying'you'jin'you
硬语盘空,ying'yu'pan'kong
映月读书,ying'yue'du'shu
应运而生,ying'yun'er'sheng
英姿焕发,ying'zi'huan'fa
英姿飒爽,ying'zi'sa'shuang
鹰嘴鹞目,ying'zui'yao'mu
用兵如神,yong'bing'ru'shen
永垂不朽,yong'chui'bu'xiu
勇而无谋,yong'er'wu'mou
勇冠三军,yong'guan'san'jun
用尽心机,yong'jin'xin'ji
勇猛果敢,yong'meng'guo'gan
勇猛精进,yong'meng'jing'jin
庸人自扰,yong'ren'zi'rao
雍荣华贵,yong'rong'hua'gui
雍荣闲雅,yong'rong'xian'ya
雍荣雅步,yong'rong'ya'bu
用舍行藏,yong'she'xing'cang
永生永世,yong'sheng'yong'shi
永矢弗谖,yong'shi'fu'xuan
永世无穷,yong'shi'wu'qiong
拥书百城,yong'shu'bai'cheng
饔飧不继,yong'sun'bu'ji
勇往直前,yong'wang'zhi'qian
用夏变夷,yong'xia'bian'yi
用行舍藏,yong'xing'she'cang
庸言庸行,yong'yan'yong'xing
庸医杀人,yong'yi'sha'ren
永永无穷,yong'yong'wu'qiong
咏月嘲风,yong'yue'chao'feng
勇者不惧,yong'zhe'bu'ju
庸中佼佼,yong'zhong'jiao'jiao
有案可查,you'an'ke'cha
有案可稽,you'an'ke'ji
有板有眼,you'ban'you'yan
有备无患,you'bei'wu'huan
游必有方,you'bi'you'fang
有鼻子有眼,you'bi'zi'you'yan
由博返约,you'bo'fan'yue
有才无命,you'cai'wu'ming
有朝一日,you'chao'yi'ri
右传之八章,you'chuan'zhi'ba'zhang
游辞巧饰,you'ci'qiao'shi
有的放矢,you'de'fang'shi
诱敌深入,you'di'shen'ru
有凤来仪,you'feng'lai'yi
游蜂浪蝶,you'feng'lang'die
有福同享,you'fu'tong'xiang
忧国奉公,you'guo'feng'gong
忧国忘家,you'guo'wang'jia
忧国忧民,you'guo'you'min
有过之而无不及,you'guo'zhi'er'wu'bu'ji
有过之无不及,you'guo'zhi'wu'bu'ji
有何面目,you'he'mian'mu
忧患余生,you'huan'yu'sheng
有机可乘,you'ji'ke'cheng
有己无人,you'ji'wu'ren
有加无已,you'jia'wu'yi
有脚书橱,you'jiao'shu'chu
有教无类,you'jiao'wu'lei
有脚阳春,you'jiao'yang'chun
犹解倒悬,you'jie'dao'xuan
有进无退,you'jin'wu'tui
右军习气,you'jun'xi'qi
有口皆碑,you'kou'jie'bei
有口难分,you'kou'nan'fen
有口难言,you'kou'nan'yan
有口无心,you'kou'wu'xin
有棱有角,you'leng'you'jiao
有利可图,you'li'ke'tu
优孟衣冠,you'meng'yi'guan
有名无实,you'ming'wu'shi
游目骋怀,you'mu'cheng'huai
有目共睹,you'mu'gong'du
有目共赏,you'mu'gong'shang
有其父必有其子,you'qi'fu'bi'you'qi'zi
游骑无归,you'qi'wu'gui
有气无力,you'qi'wu'li
有钱能使鬼推磨,you'qian'neng'shi'gui'tui'mo
由浅入深,you'qian'ru'shen
有钱有势,you'qian'you'shi
油腔滑调,you'qiang'hua'diao
有求必应,you'qiu'bi'ying
油然而生,you'ran'er'sheng
悠然自得,you'ran'zi'de
游刃有余,you'ren'you'yu
优柔寡断,you'rou'gua'duan
又弱一个,you'ruo'yi'ge
游山玩水,you'shan'wan'shui
有伤风化,you'shang'feng'hua
忧深思远,you'shen'si'yuan
优胜劣败,you'sheng'lie'bai
有生以来,you'sheng'yi'lai
有声有色,you'sheng'you'se
有恃无恐,you'shi'wu'kong
有始无终,you'shi'wu'zhong
有始有终,you'shi'you'zhong
游手好闲,you'shou'hao'xian
右手画圆左手画方,you'shou'hua'yuan'zuo'shou'hua'fang
有死无二,you'si'wu'er
有损无益,you'sun'wu'yi
有天没日,you'tian'mei'ri
有天无日,you'tian'wu'ri
有条不紊,you'tiao'bu'wen
有条有理,you'tiao'you'li
油头粉面,you'tou'fen'mian
油头滑脑,you'tou'hua'nao
有头无尾,you'tou'wu'wei
有头有脸,you'tou'you'lian
有头有尾,you'tou'you'wei
有闻必录,you'wen'bi'lu
尤物移人,you'wu'yi'ren
有隙可乘,you'xi'ke'cheng
游戏人间,you'xi'ren'jian
游戏三昧,you'xi'san'mei
游闲公子,you'xian'gong'zi
游响停云,you'xiang'ting'yun
忧心忡忡,you'xin'chong'chong
忧心如捣,you'xin'ru'dao
忧心如焚,you'xin'ru'fen
有血有肉,you'xue'you'rou
幼学壮行,you'xue'zhuang'xing
有眼不识泰山,you'yan'bu'shi'tai'shan
有眼如盲,you'yan'ru'mang
有眼无珠,you'yan'wu'zhu
有言在先,you'yan'zai'xian
有一搭没一搭,you'yi'da'mei'yi'da
有一得一,you'yi'de'yi
有一利必有一弊,you'yi'li'bi'you'yi'bi
有以善处,you'yi'shan'chu
有一无二,you'yi'wu'er
有勇无谋,you'yong'wu'mou
优游不断,you'you'bu'duan
悠悠荡荡,you'you'dang'dang
悠悠忽忽,you'you'hu'hu
悠游自得,you'you'zi'de
优游卒岁,you'you'zu'sui
犹豫不决,you'yu'bu'jue
囿于成见,you'yu'cheng'jian
游云惊龙,you'yun'jing'long
优哉游哉,you'zai'you'zai
有则改之无则加勉,you'ze'gai'zhi'wu'ze'jia'mian
有志不在年高,you'zhi'bu'zai'nian'gao
有志竟成,you'zhi'jing'cheng
有枝添叶,you'zhi'tian'ye
有志者事竟成,you'zhi'zhe'shi'jing'cheng
牖中窥日,you'zhong'kui'ri
由衷之言,you'zhong'zhi'yan
油嘴滑舌,you'zui'hua'she
欲罢不能,yu'ba'bu'neng
鹬蚌持争渔翁得利,yu'bang'chi'zheng'yu'weng'de'li
鹬蚌相持渔翁得利,yu'bang'xiang'chi'yu'weng'de'li
余波未平,yu'bo'wei'ping
语不惊人,yu'bu'jing'ren
誉不绝口,yu'bu'jue'kou
愚不可及,yu'bu'ke'ji
瑜不掩瑕,yu'bu'yan'xia
玉不琢不成器,yu'bu'zhuo'bu'cheng'qi
玉尺量才,yu'chi'liang'cai
语重心长,yu'chong'xin'chang
语出月胁,yu'chu'yue'xie
鱼传尺素,yu'chuan'chi'su
雨打风吹,yu'da'feng'chui
鱼大水小,yu'da'shui'xiao
欲得而甘心,yu'de'er'gan'xin
渔夺侵牟,yu'duo'qin'mou
鬻儿卖女,yu'er'mai'nv
盂方水方,yu'fang'shui'fang
愚夫愚妇,yu'fu'yu'fu
欲盖弥彰,yu'gai'mi'zhang
饫甘餍肥,yu'gan'yan'fei
愚公移山,yu'gong'yi'shan
鱼贯而入,yu'guan'er'ru
鱼贯而行,yu'guan'er'xing
雨过天晴,yu'guo'tian'qing
雨过天青,yu'guo'tian'qing
欲壑难填,yu'he'nan'tian
雨后春笋,yu'hou'chun'sun
雨后送伞,yu'hou'song'san
与虎谋皮,yu'hu'mou'pi
与虎添翼,yu'hu'tian'yi
玉毁椟中,yu'hui'du'zhong
迂回曲折,yu'hui'qu'zhe
狱货非宝,yu'huo'fei'bao
雨迹云踪,yu'ji'yun'zong
欲加之罪何患无辞,yu'jia'zhi'zui'he'huan'wu'ci
玉洁冰清,yu'jie'bing'qing
玉洁松贞,yu'jie'song'zhen
于今为烈,yu'jin'wei'lie
鱼溃鸟散,yu'kui'niao'san
玉昆金友,yu'kun'jin'you
鱼烂而亡,yu'lan'er'wang
鱼烂土崩,yu'lan'tu'beng
雨淋日炙,yu'lin'ri'zhi
鱼龙混杂,yu'long'hun'za
鱼龙曼衍,yu'long'man'yan
玉楼赴召,yu'lou'fu'zhao
羽毛丰满,yu'mao'feng'man
羽毛未丰,yu'mao'wei'feng
愚昧无知,yu'mei'wu'zhi
鱼米之乡,yu'mi'zhi'xiang
语妙天下,yu'miao'tian'xia
与民除害,yu'min'chu'hai
与民更始,yu'min'geng'shi
与民同乐,yu'min'tong'le
裕民足国,yu'min'zu'guo
雨沐风餐,yu'mu'feng'can
鱼目混珠,yu'mu'hun'zhu
鱼馁肉败,yu'nei'rou'bai
逾墙钻隙,yu'qiang'zuan'xi
玉砌雕阑,yu'qie'diao'lan
欲擒故纵,yu'qin'gu'zong
纡青拖紫,yu'qing'tuo'zi
寓情于景,yu'qing'yu'jing
欲取姑予,yu'qu'gu'yu
予取予求,yu'qu'yu'qiu
遇人不淑,yu'ren'bu'shu
与人方便自己方便,yu'ren'fang'bian'zi'ji'fang'bian
与人为善,yu'ren'wei'shan
渔人之利,yu'ren'zhi'li
与日俱增,yu'ri'ju'zeng
玉润珠圆,yu'run'zhu'yuan
羽扇纶巾,yu'shan'lun'jin
玉石不分,yu'shi'bu'fen
与世长辞,yu'shi'chang'ci
与世沉浮,yu'shi'chen'fu
玉石俱焚,yu'shi'ju'fen
遇事生风,yu'shi'sheng'feng
与世无争,yu'shi'wu'zheng
与世偃仰,yu'shi'yan'yang
余食赘行,yu'shi'zhui'xing
雨丝风片,yu'si'feng'pian
欲速则不达,yu'su'ze'bu'da
玉碎珠沉,yu'sui'zhu'chen
玉堂金马,yu'tang'jin'ma
鱼网鸿离,yu'wang'hong'li
余味无穷,yu'wei'wu'qiong
饫闻厌见,yu'wen'yan'jian
雨卧风餐,yu'wo'feng'can
语无伦次,yu'wu'lun'ci
逾闲荡检,yu'xian'dang'jian
语笑喧阗,yu'xiao'xuan'tian
于心何忍,yu'xin'he'ren
娱心悦目,yu'xin'yue'mu
浴血奋战,yu'xue'fen'zhan
语焉不详,yu'yan'bu'xiang
语言无味,yu'yan'wu'wei
渔阳鼙鼓,yu'yang'pi'gu
玉液金波,yu'ye'jin'bo
玉叶金枝,yu'ye'jin'zhi
玉液琼浆,yu'ye'qiong'jiang
欲益反损,yu'yi'fan'sun
寓意深长,yu'yi'shen'chang
羽翼已成,yu'yi'yi'cheng
余音缭绕,yu'yin'liao'rao
余音袅袅,yu'yin'niao'niao
余音绕梁,yu'yin'rao'liang
余勇可贾,yu'yong'ke'jia
鱼游釜中,yu'you'fu'zhong
郁郁不乐,yu'yu'bu'le
郁郁葱葱,yu'yu'cong'cong
郁郁寡欢,yu'yu'gua'huan
鱼鱼雅雅,yu'yu'ya'ya
鱼跃鸢飞,yu'yue'yuan'fei
愚者千虑必有一得,yu'zhe'qian'lv'bi'you'yi'de
玉卮无当,yu'zhi'wu'dang
与众不同,yu'zhong'bu'tong
纡朱怀金,yu'zhu'huai'jin
纡尊降贵,yu'zun'jiang'gui
援鳖失龟,yuan'bie'shi'gui
沅茞澧兰,yuan'chen'li'lan
远愁近虑,yuan'chou'jin'lv
元恶大憝,yuan'e'da'dui
鸢飞鱼跃,yuan'fei'yu'yue
原封不动,yuan'feng'bu'dong
猿鹤虫沙,yuan'he'chong'sha
猿猴取月,yuan'hou'qu'yue
冤家路窄,yuan'jia'lu'zhai
怨家债主,yuan'jia'zhai'zhu
鸢肩豺目,yuan'jian'chai'mu
远见卓识,yuan'jian'zhuo'shi
远交近攻,yuan'jiao'jin'gong
圆孔方木,yuan'kong'fang'mu
远来和尚好看经,yuan'lai'he'shang'hao'kan'jing
元龙高卧,yuan'long'gao'wo
元龙豪气,yuan'long'hao'qi
圆颅方趾,yuan'lu'fang'zhi
鼋鸣鳖应,yuan'ming'bie'ying
圆木警枕,yuan'mu'jing'zhen
缘木求鱼,yuan'mu'qiu'yu
怨女旷夫,yuan'nv'kuang'fu
怨气冲天,yuan'qi'chong'tian
远亲不如近邻,yuan'qin'bu'ru'jin'lin
源清流洁,yuan'qing'liu'jie
缘情体物,yuan'qing'ti'wu
远求骐骥,yuan'qiu'qi'ji
源泉万斛,yuan'quan'wan'hu
怨入骨髓,yuan'ru'gu'sui
怨声载道,yuan'sheng'zai'dao
原始要终,yuan'shi'yao'zhong
圆首方足,yuan'shou'fang'zu
远水不解近渴,yuan'shui'bu'jie'jin'ke
远水不救近火,yuan'shui'bu'jiu'jin'huo
怨天尤人,yuan'tian'you'ren
源头活水,yuan'tou'huo'shui
原形毕露,yuan'xing'bi'lu
猿穴坏山,yuan'xue'huai'shan
冤有头债有主,yuan'you'tou'zhai'you'zhu
渊鱼丛雀,yuan'yu'cong'que
原原本本,yuan'yuan'ben'ben
源源不断,yuan'yuan'bu'duan
源源不绝,yuan'yuan'bu'jue
源源而来,yuan'yuan'er'lai
源远流长,yuan'yuan'liu'chang
冤冤相报,yuan'yuan'xiang'bao
圆凿方枘,yuan'zao'fang'rui
远走高飞,yuan'zou'gao'fei
月白风清,yue'bai'feng'qing
月旦春秋,yue'dan'chun'qiu
月地云阶,yue'di'yun'jie
约定俗成,yue'ding'su'cheng
约法三章,yue'fa'san'zhang
越凫楚乙,yue'fu'chu'yi
月黑风高,yue'hei'feng'gao
悦近来远,yue'jin'lai'yuan
月里嫦娥,yue'li'chang'e
月露风云,yue'lu'feng'yun
月落星沉,yue'luo'xing'chen
月明千里,yue'ming'qian'li
粤犬吠雪,yue'quan'fei'xue
跃然纸上,yue'ran'zhi'shang
阅人多矣,yue'ren'duo'yi
越瘦秦肥,yue'shou'qin'fei
月夕花朝,yue'xi'hua'chao
月下花前,yue'xia'hua'qian
月下老人,yue'xia'lao'ren
月盈则食,yue'ying'ze'shi
跃跃欲试,yue'yue'yu'shi
月晕而风,yue'yun'er'feng
月章星句,yue'zhang'xing'ju
刖趾适屦,yue'zhi'shi'ju
越俎代庖,yue'zu'dai'pao
陨雹飞霜,yun'bao'fei'shuang
云程发轫,yun'cheng'fa'ren
运筹帷幄,yun'chou'wei'wo
韫椟而藏,yun'du'er'cang
云过天空,yun'guo'tian'kong
云合景从,yun'he'jing'cong
云鬟雾鬓,yun'huan'wu'bin
运斤成风,yun'jin'cheng'feng
云谲波诡,yun'jue'bo'gui
云开见日,yun'kai'jian'ri
云龙风虎,yun'long'feng'hu
云龙井蛙,yun'long'jing'wa
云泥殊路,yun'ni'shu'lu
云泥之别,yun'ni'zhi'bie
云霓之望,yun'ni'zhi'wang
云起龙骧,yun'qi'long'xiang
云散风流,yun'san'feng'liu
殒身不恤,yun'shen'bu'xu
云树之思,yun'shu'zhi'si
晕头转向,yun'tou'zhuan'xiang
云屯雾集,yun'tun'wu'ji
允文允武,yun'wen'yun'wu
云雾迷蒙,yun'wu'mi'meng
云消雾散,yun'xiao'wu'san
云消雨散,yun'xiao'yu'san
云兴霞蔚,yun'xing'xia'wei
云行雨施,yun'xing'yu'shi
云烟过眼,yun'yan'guo'yan
运用之妙存乎一心,yun'yong'zhi'miao'cun'hu'yi'xin
运用自如,yun'yong'zi'ru
云雨巫山,yun'yu'wu'shan
芸芸众生,yun'yun'zhong'sheng
云蒸霞蔚,yun'zheng'xia'wei
允执其中,yun'zhi'qi'zhong
云中白鹤,yun'zhong'bai'he
砸锅卖铁,za'guo'mai'tie
杂乱无章,za'luan'wu'zhang
杂七杂八,za'qi'za'ba
咂嘴弄舌,za'zui'nong'she
载沉载浮,zai'chen'zai'fu
在此一举,zai'ci'yi'ju
载歌载舞,zai'ge'zai'wu
在官言官,zai'guan'yan'guan
在家出家,zai'jia'chu'jia
在劫难逃,zai'jie'nan'tao
再接再厉,zai'jie'zai'li
载酒问字,zai'jiu'wen'zi
灾梨祸枣,zai'li'huo'zao
在人矮檐下怎敢不低头,zai'ren'ai'yan'xia'zen'gan'bu'di'tou
在人耳目,zai'ren'er'mu
再三再四,zai'san'zai'si
再生父母,zai'sheng'fu'mu
再实之根必伤,zai'shi'zhi'gen'bi'shang
再衰三竭,zai'shuai'san'jie
在所不辞,zai'suo'bu'ci
在所不惜,zai'suo'bu'xi
在所难免,zai'suo'nan'mian
在天之灵,zai'tian'zhi'ling
宰相肚里好撑船,zai'xiang'du'li'hao'cheng'chuan
载笑载言,zai'xiao'zai'yan
再造之恩,zai'zao'zhi'en
载舟覆舟,zai'zhou'fu'zhou
再作冯妇,zai'zuo'feng'fu
赞不绝口,zan'bu'jue'kou
簪缨世胄,zan'ying'shi'zhou
簪缨世族,zan'ying'shi'zu
臧否人物,zang'fou'ren'wu
葬身鱼腹,zang'shen'yu'fu
脏污狼藉,zang'wu'lang'ji
皂白不分,zao'bai'bu'fen
凿壁偷光,zao'bi'tou'guang
早出晚归,zao'chu'wan'gui
造次颠沛,zao'ci'dian'pei
凿骨捣髓,zao'gu'dao'sui
凿龟数策,zao'gui'shu'ce
造化小儿,zao'hua'xiao'er
遭家不造,zao'jia'bu'zao
早韭晚菘,zao'jiu'wan'song
凿空之论,zao'kong'zhi'lun
澡身浴德,zao'shen'yu'de
皂丝麻线,zao'si'ma'xian
凿隧入井,zao'sui'ru'jing
造谣惑众,zao'yao'huo'zhong
造谣生事,zao'yao'sheng'shi
造谣中伤,zao'yao'zhong'shang
凿饮耕食,zao'yin'geng'shi
凿凿有据,zao'zao'you'ju
早占勿药,zao'zhan'wu'yao
早知今日悔不当初,zao'zhi'jin'ri'hui'bu'dang'chu
择肥而噬,ze'fei'er'shi
泽及枯骨,ze'ji'ku'gu
择善而从,ze'shan'er'cong
责无旁贷,ze'wu'pang'dai
啧有烦言,ze'you'fan'yan
责有攸归,ze'you'you'gui
择主而事,ze'zhu'er'shi
贼喊捉贼,zei'han'zhuo'zei
贼眉鼠眼,zei'mei'shu'yan
贼去关门,zei'qu'guan'men
贼人胆虚,zei'ren'dan'xu
贼头贼脑,zei'tou'zei'nao
甑尘釜鱼,zeng'chen'fu'yu
诈败佯输,zha'bai'yang'shu
债多不愁,zhai'duo'bu'chou
债台高筑,zhai'tai'gao'zhu
斩草除根,zhan'cao'chu'gen
斩钉截铁,zhan'ding'jie'tie
斩将搴旗,zhan'jiang'qian'qi
斩尽杀绝,zhan'jin'sha'jue
崭露头角,zhan'lu'tou'jiao
斩木揭竿,zhan'mu'jie'gan
粘皮带骨,zhan'pi'dai'gu
瞻前顾后,zhan'qian'gu'hou
沾亲带故,zhan'qin'dai'gu
战天斗地,zhan'tian'dou'di
斩头去尾,zhan'tou'qu'wei
毡袜裹脚靴,zhan'wa'guo'jiao'xue
战无不胜,zhan'wu'bu'sheng
瞻云就日,zhan'yun'jiu'ri
战战兢兢,zhan'zhan'jing'jing
湛湛青天,zhan'zhan'qing'tian
沾沾自喜,zhan'zhan'zi'xi
辗转反侧,zhan'zhuan'fan'ce
张敞画眉,zhang'chang'hua'mei
张大其词,zhang'da'qi'ci
张灯结彩,zhang'deng'jie'cai
张公吃酒李公醉,zhang'gong'chi'jiu'li'gong'zui
张冠李戴,zhang'guan'li'dai
张皇失措,zhang'huang'shi'cuo
獐麇马鹿,zhang'jun'ma'lu
张口结舌,zhang'kou'jie'she
仗马寒蝉,zhang'ma'han'chan
彰明较著,zhang'ming'jiao'zhu
仗气使酒,zhang'qi'shi'jiu
张三李四,zhang'san'li'si
彰善瘅恶,zhang'shan'dan'e
掌上明珠,zhang'shang'ming'zhu
仗势欺人,zhang'shi'qi'ren
獐头鼠目,zhang'tou'shu'mu
张王赵李,zhang'wang'zhao'li
张牙舞爪,zhang'ya'wu'zhua
仗义疏财,zhang'yi'shu'cai
仗义执言,zhang'yi'zhi'yan
瘴雨蛮烟,zhang'yu'man'yan
照本宣科,zhao'ben'xuan'ke
招兵买马,zhao'bing'mai'ma
招风揽火,zhao'feng'lan'huo
招风惹草,zhao'feng're'cao
照葫芦画瓢,zhao'hu'lu'hua'piao
招架不住,zhao'jia'bu'zhu
招降纳叛,zhao'jiang'na'pan
照猫画虎,zhao'mao'hua'hu
招权纳贿,zhao'quan'na'hui
昭然若揭,zhao'ran'ruo'jie
招贤纳士,zhao'xian'na'shi
招摇过市,zhao'yao'guo'shi
招摇撞骗,zhao'yao'zhuang'pian
昭昭在目,zhao'zhao'zai'mu
折冲尊俎,zhe'chong'zun'zu
折槁振落,zhe'gao'zhen'luo
折戟沉沙,zhe'ji'chen'sha
折节读书,zhe'jie'du'shu
折节下士,zhe'jie'xia'shi
辙乱旗靡,zhe'luan'qi'mi
遮人耳目,zhe'ren'er'mu
着人先鞭,zhe'ren'xian'bian
着三不着两,zhe'san'bu'zhe'liang
这山望着那山高,zhe'shan'wang'zhe'na'shan'gao
着手成春,zhe'shou'cheng'chun
遮天盖地,zhe'tian'gai'di
