阿法地区,a'fa'di'qu
闸室宽度,zha'shi'kuan'du
闸室墙,zha'shi'qiang
闸首,zha'shou
渣土,zha'tu
粘层,zhan'ceng
粘层油,zhan'ceng'you
展点,zhan'dian
战略部署,zhan'lue'bu'shu
粘轮,zhan'lun
粘土层,zhan'tu'ceng
展线,zhan'xian
粘质粉土,zhan'zhi'fen'tu
粘质土,zhan'zhi'tu
胀缝,zhang'feng
张拉,zhang'la
张拉千斤顶,zhang'la'qian'jin'ding
张拉设备,zhang'la'she'bei
张拉预应力钢筋千斤顶,zhang'la'yu'ying'li'gang'jin'qian'jin'ding
张拉张拉力,zhang'la'zhang'la'li
胀裂,zhang'lie
胀模,zhang'mo
账目,zhang'mu
账目编码,zhang'mu'bian'ma
掌子面,zhang'zi'mian
招标,zhao'biao
招标办,zhao'biao'ban
招标单位,zhao'biao'dan'wei
招标文件,zhao'biao'wen'jian
招标文件范本,zhao'biao'wen'jian'fan'ben
罩面,zhao'mian
照明标志,zhao'ming'biao'zhi
照明工程,zhao'ming'gong'cheng
照明设施,zhao'ming'she'shi
找平,zhao'ping
找平层,zhao'ping'ceng
找坡,zhao'po
招投标,zhao'tou'biao
折倒剖,zhe'dao'pou
折倒剖面,zhe'dao'pou'mian
折断线,zhe'duan'xian
遮光栅,zhe'guang'shan
折减,zhe'jian
折减系数,zhe'jian'xi'shu
折旧,zhe'jiu
折旧费,zhe'jiu'fei
折梁,zhe'liang
折弯机,zhe'wan'ji
折压比,zhe'ya'bi
振捣,zhen'dao
振捣棒,zhen'dao'bang
振动,zhen'dong
振动夯,zhen'dong'hang
振动马达,zhen'dong'ma'da
振动粘度系数,zhen'dong'nian'du'xi'shu
振动筛,zhen'dong'shai
振动台,zhen'dong'tai
振动压路机,zhen'dong'ya'lu'ji
振动轴承,zhen'dong'zhou'cheng
真缝,zhen'feng
振幅,zhen'fu
真空脱水工艺,zhen'kong'tuo'shui'gong'yi
真空吸水,zhen'kong'xi'shui
枕梁,zhen'liang
枕木,zhen'mu
针片状,zhen'pian'zhuang
针入度,zhen'ru'du
针入度比,zhen'ru'du'bi
针入度仪,zhen'ru'du'yi
针入度指数,zhen'ru'du'zhi'shu
振速,zhen'su
真误差,zhen'wu'cha
振型,zhen'xing
真子午线,zhen'zi'wu'xian
正铲,zheng'chan
征地,zheng'di
征地拆迁,zheng'di'chai'qian
蒸发池,zheng'fa'chi
蒸发损失,zheng'fa'sun'shi
蒸发箱支架,zheng'fa'xiang'zhi'jia
正交,zheng'jiao
正交桥,zheng'jiao'qiao
正截面,zheng'jie'mian
正镜,zheng'jing
蒸馏水,zheng'liu'shui
整平,zheng'ping
整平层,zheng'ping'ceng
蒸汽养护,zheng'qi'yang'hu
蒸汽养生,zheng'qi'yang'sheng
正桥,zheng'qiao
征求意见,zheng'qiu'yi'jian
正确度,zheng'que'du
正式权利,zheng'shi'quan'li
整体稳定,zheng'ti'wen'ding
争先抢位,zheng'xian'qiang'wei
整型,zheng'xing
正循环,zheng'xun'huan
正应力,zheng'ying'li
质保措施,zhi'bao'cuo'shi
质保金,zhi'bao'jin
质保期,zhi'bao'qi
质保体系,zhi'bao'ti'xi
指北针,zhi'bei'zhen
支表,zhi'biao
植草,zhi'cao
植草皮,zhi'cao'pi
职称,zhi'cheng
支承,zhi'cheng
支撑,zhi'cheng
支承垫石,zhi'cheng'dian'shi
支承反力,zhi'cheng'fan'li
支撑杆件,zhi'cheng'gan'jian
支撑式桥台,zhi'cheng'shi'qiao'tai
支承中心,zhi'cheng'zhong'xin
支承桩,zhi'cheng'zhuang
支撑装置,zhi'cheng'zhuang'zhi
支挡,zhi'dang
支导线,zhi'dao'xian
支点,zhi'dian
支点处,zhi'dian'chu
支点反力,zhi'dian'fan'li
支点剪力,zhi'dian'jian'li
直方图,zhi'fang'tu
支付,zhi'fu
支付额,zhi'fu'e
支付凭证,zhi'fu'ping'zheng
支付项,zhi'fu'xiang
支付证书,zhi'fu'zheng'shu
职工,zhi'gong
制管,zhi'guan
支护,zhi'hu
置换,zhi'huan
直缓点,zhi'huan'dian
支架,zhi'jia
支架现浇,zhi'jia'xian'jiao
支架预压,zhi'jia'yu'ya
质检,zhi'jian
质检体系,zhi'jian'ti'xi
质检员,zhi'jian'yuan
质检站,zhi'jian'zhan
质监站,zhi'jian'zhan
质监总站,zhi'jian'zong'zhan
直角,zhi'jiao
纸胶带,zhi'jiao'dai
直接费,zhi'jie'fei
直径,zhi'jing
支距,zhi'ju
支距法,zhi'ju'fa
质控体系,zhi'kong'ti'xi
治理商业贿赂,zhi'li'shang'ye'hui'lu
质量,zhi'liang
质量安全监督,zhi'liang'an'quan'jian'du
质量保证体系,zhi'liang'bao'zheng'ti'xi
质量成本,zhi'liang'cheng'ben
质量第一,zhi'liang'di'yi
质量规划,zhi'liang'gui'hua
质量检测,zhi'liang'jian'ce
质量检查,zhi'liang'jian'cha
质量监督,zhi'liang'jian'du
质量监督站,zhi'liang'jian'du'zhan
质量检验,zhi'liang'jian'yan
质量控制,zhi'liang'kong'zhi
质量密度,zhi'liang'mi'du
质量评定,zhi'liang'ping'ding
质量审计,zhi'liang'shen'ji
质量事故,zhi'liang'shi'gu
质量体系,zhi'liang'ti'xi
质量问题,zhi'liang'wen'ti
质量证明书,zhi'liang'zheng'ming'shu
支路,zhi'lu
指路标志,zhi'lu'biao'zhi
致密状,zhi'mi'zhuang
支模,zhi'mo
智能交通,zhi'neng'jiao'tong
智能交通系统,zhi'neng'jiao'tong'xi'tong
直倾铲,zhi'qing'chan
知情权,zhi'qing'quan
直曲表,zhi'qu'biao
制砂,zhi'sha
纸上定线,zhi'shang'ding'xian
植生袋植草,zhi'sheng'dai'zhi'cao
蛭石,zhi'shi
指示标志,zhi'shi'biao'zhi
肢数,zhi'shu
指数,zhi'shu
滞水,zhi'shui
止水带,zhi'shui'dai
止水条,zhi'shui'tiao
直通人孔,zhi'tong'ren'kong
制图,zhi'tu
止退垫,zhi'tui'dian
支线,zhi'xian
支线公路,zhi'xian'gong'lu
支线上跨,zhi'xian'shang'kua
执行团队,zhi'xing'tuan'dui
职业危害,zhi'ye'wei'hai
直桩,zhi'zhuang
支座,zhi'zuo
支座安装,zhi'zuo'an'zhuang
支座变形,zhi'zuo'bian'xing
支座垫层,zhi'zuo'dian'ceng
支座垫石,zhi'zuo'dian'shi
支座更换,zhi'zuo'geng'huan
支座剪切,zhi'zuo'jian'qie
支座偏位,zhi'zuo'pian'wei
支座脱空,zhi'zuo'tuo'kong
支座压缩,zhi'zuo'ya'suo
中板,zhong'ban
中标,zhong'biao
中标价,zhong'biao'jia
中标通知书,zhong'biao'tong'zhi'shu
中部筋,zhong'bu'jin
中部填料,zhong'bu'tian'liao
中部填土,zhong'bu'tian'tu
中承式,zhong'cheng'shi
中承式拱桥,zhong'cheng'shi'gong'qiao
中承式桥,zhong'cheng'shi'qiao
中粗砂,zhong'cu'sha
重大安全生产事故,zhong'da'an'quan'sheng'chan'shi'gu
重大飞行事故罪,zhong'da'fei'xing'shi'gu'zui
重大危险源,zhong'da'wei'xian'yuan
重大危险源辨识,zhong'da'wei'xian'yuan'bian'shi
重大责任事故罪,zhong'da'ze'ren'shi'gu'zui
终点,zhong'dian
中方人员,zhong'fang'ren'yuan
中方员工,zhong'fang'yuan'gong
中分带,zhong'fen'dai
中港二航,zhong'gang'er'hang
中港集团,zhong'gang'ji'tuan
中港三航,zhong'gang'san'hang
中国港湾,zhong'guo'gang'wan
中国公共安全,zhong'guo'gong'gong'an'quan
中国公路人网,zhong'guo'gong'lu'ren'wang
中国交通建设集团,zhong'guo'jiao'tong'jian'she'ji'tuan
中国交通资料网,zhong'guo'jiao'tong'zi'liao'wang
中国灾害防御协会,zhong'guo'zai'hai'fang'yu'xie'hui
中和轴,zhong'he'zhou
中华人民共和国安全生产法,zhong'hua'ren'min'gong'he'guo'an'quan'sheng'chan'fa
中华人民共和国电力法,zhong'hua'ren'min'gong'he'guo'dian'li'fa
中华人民共和国劳动法,zhong'hua'ren'min'gong'he'guo'lao'dong'fa
中华人民共和国职业病防治法,zhong'hua'ren'min'gong'he'guo'zhi'ye'bing'fang'zhi'fa
中级路面,zhong'ji'lu'mian
终检,zhong'jian
中间车道,zhong'jian'che'dao
中间分隔带,zhong'jian'fen'ge'dai
中间检验,zhong'jian'jian'yan
中间检验申请单,zhong'jian'jian'yan'shen'qing'dan
中间交工,zhong'jian'jiao'gong
中间节点,zhong'jian'jie'dian
中间支座,zhong'jian'zhi'zuo
中交第一公路工程局,zhong'jiao'di'yi'gong'lu'gong'cheng'ju
中交建,zhong'jiao'jian
重交通,zhong'jiao'tong
重交通道路石油沥青,zhong'jiao'tong'dao'lu'shi'you'li'qing
中交一公局海外分公司,zhong'jiao'yi'gong'ju'hai'wai'fen'gong'si
终结点,zhong'jie'dian
中介机构,zhong'jie'ji'gou
终孔,zhong'kong
重力,zhong'li
重力流,zhong'li'liu
重力密度,zhong'li'mi'du
重力式,zhong'li'shi
中粒式,zhong'li'shi
重力式挡土墙,zhong'li'shi'dang'tu'qiang
重力式墩,zhong'li'shi'dun
重力式台,zhong'li'shi'tai
中粒土,zhong'li'tu
中面层,zhong'mian'ceng
终凝,zhong'ning
终凝时间,zhong'ning'shi'jian
中桥,zhong'qiao
重丘,zhong'qiu
重丘区,zhong'qiu'qu
中砂,zhong'sha
中误差,zhong'wu'cha
中线,zhong'xian
中线测量,zhong'xian'ce'liang
中心岛,zhong'xin'dao
中心试验室,zhong'xin'shi'yan'shi
中心线,zhong'xin'xian
中心桩号,zhong'xin'zhuang'hao
重型击实,zhong'xing'ji'shi
重型击实试验,zhong'xing'ji'shi'shi'yan
中型载重,zhong'xing'zai'zhong
中修,zhong'xiu
重压,zhong'ya
终压,zhong'ya
中央分隔带,zhong'yang'fen'ge'dai
中央分隔带护栏,zhong'yang'fen'ge'dai'hu'lan
中央纵距,zhong'yang'zong'ju
中央纵距法,zhong'yang'zong'ju'fa
中液限土,zhong'ye'xian'tu
重于泰山,zhong'yu'tai'shan
终止,zhong'zhi
中柱,zhong'zhu
中桩,zhong'zhuang
中桩偏位,zhong'zhuang'pian'wei
中桩填挖高度,zhong'zhuang'tian'wa'gao'du
轴侧,zhou'ce
周家井,zhou'jia'jing
轴力,zhou'li
周期比,zhou'qi'bi
周期寿命,zhou'qi'shou'ming
轴套,zhou'tao
轴网,zhou'wang
轴线,zhou'xian
轴线偏位,zhou'xian'pian'wei
轴向力,zhou'xiang'li
轴向疲劳试验,zhou'xiang'pi'lao'shi'yan
轴压,zhou'ya
轴压比,zhou'ya'bi
轴载,zhou'zai
周转,zhou'zhuan
柱表,zhu'biao
注册监理工程师,zhu'ce'jian'li'gong'cheng'shi
注册建造师,zhu'ce'jian'zao'shi
注册建筑师,zhu'ce'jian'zhu'shi
注册结构工程师,zhu'ce'jie'gou'gong'cheng'shi
注册造价师,zhu'ce'zao'jia'shi
注册章,zhu'ce'zhang
筑岛,zhu'dao
驻地建设,zhu'de'jian'she
驻地,zhu'di
柱底,zhu'di
驻地办,zhu'di'ban
驻地监理,zhu'di'jian'li
驻地监理处,zhu'di'jian'li'chu
驻地监理工程师,zhu'di'jian'li'gong'cheng'shi
驻地监理组,zhu'di'jian'li'zu
柱顶,zhu'ding
主动土压力,zhu'dong'tu'ya'li
柱墩,zhu'dun
主干路,zhu'gan'lu
助工,zhu'gong
主拱圈,zhu'gong'quan
注浆,zhu'jiang
注浆泵,zhu'jiang'beng
注浆管,zhu'jiang'guan
注浆量,zhu'jiang'liang
注浆压力,zhu'jiang'ya'li
柱脚,zhu'jiao
竹胶板,zhu'jiao'ban
柱截面,zhu'jie'mian
主筋,zhu'jin
柱距,zhu'ju
逐孔,zhu'kong
逐孔浇注,zhu'kong'jiao'zhu
逐孔浇筑,zhu'kong'jiao'zhu
主控弹簧,zhu'kong'tan'huang
主跨,zhu'kua
柱宽,zhu'kuan
助理工程师,zhu'li'gong'cheng'shi
主梁,zhu'liang
筑龙网,zhu'long'wang
柱帽,zhu'mao
助凝剂,zhu'ning'ji
主桥,zhu'qiao
柱式墩,zhu'shi'dun
柱式桥墩,zhu'shi'qiao'dun
铸铁,zhu'tie
铸铁管,zhu'tie'guan
主通气立管,zhu'tong'qi'li'guan
主线,zhu'xian
主线上跨,zhu'xian'shang'kua
柱肢,zhu'zhi
逐桩,zhu'zhuang
柱状图,zhu'zhuang'tu
逐桩坐标表,zhu'zhuang'zuo'biao'biao
转包,zhuan'bao
转点,zhuan'dian
转换梁,zhuan'huan'liang
专家判断,zhuan'jia'pan'duan
专家权力,zhuan'jia'quan'li
转角,zhuan'jiao
转角表,zhuan'jiao'biao
转角值,zhuan'jiao'zhi
转角柱,zhuan'jiao'zhu
转体,zhuan'ti
转体施工,zhuan'ti'shi'gong
转弯半径,zhuan'wan'ban'jing
转弯曲度,zhuan'wan'qu'du
专项安全方案,zhuan'xiang'an'quan'fang'an
专项安全技术方案,zhuan'xiang'an'quan'ji'shu'fang'an
转向泵,zhuan'xiang'beng
专项方案,zhuan'xiang'fang'an
专项技术,zhuan'xiang'ji'shu
专项技术方案,zhuan'xiang'ji'shu'fang'an
转向拉杆,zhuan'xiang'la'gan
专项研究,zhuan'xiang'yan'jiu
专项研究工作,zhuan'xiang'yan'jiu'gong'zuo
专项暂定金额,zhuan'xiang'zan'ding'jin'e
专业工程师,zhuan'ye'gong'cheng'shi
专业技术,zhuan'ye'ji'shu
专业技术水平,zhuan'ye'ji'shu'shui'ping
专业监理,zhuan'ye'jian'li
专业监理工程师,zhuan'ye'jian'li'gong'cheng'shi
专业课程,zhuan'ye'ke'cheng
专业水准,zhuan'ye'shui'zhun
专业英语,zhuan'ye'ying'yu
专用车道,zhuan'yong'che'dao
专用条件,zhuan'yong'tiao'jian
专用条款,zhuan'yong'tiao'kuan
专职安全生产管理人员,zhuan'zhi'an'quan'sheng'chan'guan'li'ren'yuan
专职安全员,zhuan'zhi'an'quan'yuan
桩板式挡土墙,zhuang'ban'shi'dang'tu'qiang
桩长,zhuang'chang
桩底沉渣,zhuang'di'chen'zha
桩顶,zhuang'ding
桩顶标高,zhuang'ding'biao'gao
桩号,zhuang'hao
桩号笔,zhuang'hao'bi
桩基,zhuang'ji
桩基础,zhuang'ji'chu
桩径,zhuang'jing
桩径比,zhuang'jing'bi
桩距,zhuang'ju
装配式,zhuang'pei'shi
装配式钢桥,zhuang'pei'shi'gang'qiao
装配式梁桥,zhuang'pei'shi'liang'qiao
装配图,zhuang'pei'tu
装配整体式,zhuang'pei'zheng'ti'shi
桩身,zhuang'shen
桩深,zhuang'shen
装饰工程,zhuang'shi'gong'cheng
桩头,zhuang'tou
桩位偏差,zhuang'wei'pian'cha
装箱单,zhuang'xiang'dan
装卸费,zhuang'xie'fei
装载机,zhuang'zai'ji
锥螺纹连接,zhui'luo'wen'lian'jie
锥坡,zhui'po
锥坡护坡,zhui'po'hu'po
锥坡填筑,zhui'po'tian'zhu
锥形块石,zhui'xing'kuai'shi
准备阶段,zhun'bei'jie'duan
自拌混凝土,zi'ban'hun'ning'tu
自动安平,zi'dong'an'ping
自动收费,zi'dong'shou'fei
自动收费系统,zi'dong'shou'fei'xi'tong
子筏板,zi'fa'ban
资格后审,zi'ge'hou'shen
资格预审,zi'ge'yu'shen
自攻螺钉,zi'gong'luo'ding
自检,zi'jian
自检记录,zi'jian'ji'lu
自检体系,zi'jian'ti'xi
资料归档,zi'liao'gui'dang
自落式,zi'luo'shi
自落式拌和机,zi'luo'shi'ban'huo'ji
自落式搅拌机,zi'luo'shi'jiao'ban'ji
自然沉淀,zi'ran'chen'dian
自然排水,zi'ran'pai'shui
自然排水系统,zi'ran'pai'shui'xi'tong
自燃物品,zi'ran'wu'pin
自然循环,zi'ran'xun'huan
自然灾害,zi'ran'zai'hai
自我保护,zi'wo'bao'hu
子午线,zi'wu'xian
自下而上,zi'xia'er'shang
自卸车,zi'xie'che
自行车道,zi'xing'che'dao
自行选址,zi'xing'xuan'zhi
咨询公司,zi'xun'gong'si
自由车速,zi'you'che'su
自由式道路系统,zi'you'shi'dao'lu'xi'tong
资源分配,zi'yuan'fen'pei
资源换项目,zi'yuan'huan'xiang'mu
资源平衡,zi'yuan'ping'heng
资源时间,zi'yuan'shi'jian
资源时间优化,zi'yuan'shi'jian'you'hua
资源优化,zi'yuan'you'hua
自振频率,zi'zhen'pin'lv
自振特性测试,zi'zhen'te'xing'ce'shi
自振周期,zi'zhen'zhou'qi
资质审查,zi'zhi'shen'cha
总成,zong'cheng
纵断,zong'duan
纵断面,zong'duan'mian
纵断面高程,zong'duan'mian'gao'cheng
纵断面设计,zong'duan'mian'she'ji
纵断面图,zong'duan'mian'tu
纵缝,zong'feng
总工,zong'gong
总工程师,zong'gong'cheng'shi
综合管道,zong'he'guan'dao
综合管廊,zong'he'guan'lang
综合考试,zong'he'kao'shi
总监,zong'jian
总监办,zong'jian'ban
总监代表,zong'jian'dai'biao
总监代表处,zong'jian'dai'biao'chu
总监理工程师,zong'jian'li'gong'cheng'shi
总监理工程师代表,zong'jian'li'gong'cheng'shi'dai'biao
总监助理,zong'jian'zhu'li
纵筋,zong'jin
总经,zong'jing
总经济师,zong'jing'ji'shi
总经理,zong'jing'li
纵肋,zong'lei
总里程,zong'li'cheng
纵梁,zong'liang
纵面线形,zong'mian'xian'xing
纵坡,zong'po
纵坡折减,zong'po'zhe'jian
总时差,zong'shi'cha
总体规划,zong'ti'gui'hua
总体计划,zong'ti'ji'hua
总体施工,zong'ti'shi'gong
纵向变形,zong'xiang'bian'xing
纵向标线,zong'xiang'biao'xian
纵向间距,zong'xiang'jian'ju
纵坐标,zong'zuo'biao
阻车堤,zu'che'di
阻垢剂,zu'gou'ji
组合钢模,zu'he'gang'mo
组合钢模板,zu'he'gang'mu'ban
组合梁,zu'he'liang
组合箱梁,zu'he'xiang'liang
组合值,zu'he'zhi
组合值系数,zu'he'zhi'xi'shu
组建试验室,zu'jian'shi'yan'shi
组建中心试验室,zu'jian'zhong'xin'shi'yan'shi
租赁,zu'lin
租赁费,zu'lin'fei
租赁合同,zu'lin'he'tong
租赁期,zu'lin'qi
阻尼系数,zu'ni'xi'shu
阻水面积,zu'shui'mian'ji
阻锈剂,zu'xiu'ji
租用,zu'yong
租用方,zu'yong'fang
阻滞,zu'zhi
组织管理,zu'zhi'guan'li
组织机构,zu'zhi'ji'gou
组织计划,zu'zhi'ji'hua
组织架构,zu'zhi'jia'gou
钻爆法,zuan'bao'fa
钻锤,zuan'chui
钻杆,zuan'gan
钻杆拆除,zuan'gan'chai'chu
钻机,zuan'ji
钻机就位,zuan'ji'jiu'wei
钻进速度,zuan'jin'su'du
钻孔,zuan'kong
钻孔灌注,zuan'kong'guan'zhu
钻孔灌注桩,zuan'kong'guan'zhu'zhuang
钻孔灌注桩基础,zuan'kong'guan'zhu'zhuang'ji'chu
钻孔机,zuan'kong'ji
钻孔深度,zuan'kong'shen'du
钻孔桩,zuan'kong'zhuang
钻台,zuan'tai
钻探,zuan'tan
钻头,zuan'tou
钻渣,zuan'zha
钻锥,zuan'zhui
最不利季节,zui'bu'li'ji'jie
最迟开工,zui'chi'kai'gong
最迟开工时间,zui'chi'kai'gong'shi'jian
最迟开始,zui'chi'kai'shi
最迟开始时间,zui'chi'kai'shi'shi'jian
最迟时间,zui'chi'shi'jian
最大干密度,zui'da'gan'mi'du
最大剪力,zui'da'jian'li
最大间隙,zui'da'jian'xi
最大粒径,zui'da'li'jing
最大内力,zui'da'nei'li
最大水灰比,zui'da'shui'hui'bi
最大弯矩,zui'da'wan'ju
最大纵坡,zui'da'zong'po
最佳含水量,zui'jia'han'shui'liang
最小配筋率,zui'xiao'pei'jin'lv
最小平曲线半径,zui'xiao'ping'qu'xian'ban'jing
最小水泥用量,zui'xiao'shui'ni'yong'liang
最小压实厚度,zui'xiao'ya'shi'hou'du
最小纵坡,zui'xiao'zong'po
最早开工,zui'zao'kai'gong
最早开工时间,zui'zao'kai'gong'shi'jian
最早开始,zui'zao'kai'shi
最早开始时间,zui'zao'kai'shi'shi'jian
最早时间,zui'zao'shi'jian
左半幅,zuo'ban'fu
左边,zuo'bian
左边桩,zuo'bian'zhuang
坐标,zuo'biao
坐标表,zuo'biao'biao
坐标方位角,zuo'biao'fang'wei'jiao
坐标换带,zuo'biao'huan'dai
坐标增量,zuo'biao'zeng'liang
坐浆,zuo'jiang
左平衡箱体,zuo'ping'heng'xiang'ti
作业段,zuo'ye'duan
作业时间,zuo'ye'shi'jian
作用标准值,zuo'yong'biao'zhun'zhi
作用频遇值,zuo'yong'pin'yu'zhi
作用设计值,zuo'yong'she'ji'zhi
作用效应,zuo'yong'xiao'ying
作用效应组合,zuo'yong'xiao'ying'zu'he
左闸室,zuo'zha'shi
