阿宝,a'bao
造谶语张衡危李渊,zao'chen'yu'zhang'heng'wei'li'yuan
造畜,zao'chu
遭大厄灵鱼报恩,zao'da'e'ling'yu'bao'en
遭妒忌哥舒翰丧师,zao'du'ji'ge'shu'han'sang'shi
皂角林财物露遭殃,zao'jiao'lin'cai'wu'lu'zao'yang
皂角林大王假形,zao'jiao'lin'da'wang'jia'xing
遭雷击元霸归天,zao'lei'ji'yuan'ba'gui'tian
皂隶,zao'li
造离宫袁李筹谋,zao'li'gong'yuan'li'chou'mou
造流言李渊避祸,zao'liu'yan'li'yuan'bi'huo
枣木林卧山虎丧身,zao'mu'lin'wo'shan'hu'sang'shen
遭屈陷叔侄下狱,zao'qu'xian'shu'zhi'xia'yu
遭速报得长大头瓮,zao'su'bao'de'zhang'da'tou'weng
造谣言徒遭冷眼,zao'yao'yan'tu'zao'leng'yan
遭遇际会,zao'yu'ji'hui
造御刑查赈赴陈州,zao'yu'xing'cha'zhen'fu'chen'zhou
责赵盾董狐直笔,ze'zhao'dun'dong'hu'zhi'bi
贼道智激灵猿化,zei'dao'zhi'ji'ling'yuan'hua
赠赤兔关铃结义兄,zeng'chi'tu'guan'ling'jie'yi'xiong
曾静师化缘雪涧洞,zeng'jing'shi'hua'yuan'xue'jian'dong
赠囊和尚泄天机,zeng'nang'he'shang'xie'tian'ji
赠芝麻识破假形,zeng'zhi'ma'shi'po'jia'xing
铡斩君衡书生开罪,zha'zhan'jun'heng'shu'sheng'kai'zui
翟管家寄书寻女子,zhai'guan'jia'ji'shu'xun'nv'zi
翟管家寄书致赙,zhai'guan'jia'ji'shu'zhi'fu
摘星楼纣王自焚,zhai'xing'lou'zhou'wang'zi'fen
宅妖,zhai'yao
寨中徐庆酒后反桌,zhai'zhong'xu'qing'jiu'hou'fan'zhuo
寨主回山重整军务,zhai'zhu'hui'shan'chong'zheng'jun'wu
寨主受重伤不肯回头,zhai'zhu'shou'zhong'shang'bu'ken'hui'tou
斩鳌鱼叔宝建功,zhan'ao'yu'shu'bao'jian'gong
斩蔡阳兄弟释疑,zhan'cai'yang'xiong'di'shi'yi
战长江孙氏报仇,zhan'chang'jiang'sun'shi'bao'chou
战长勺曹刿败齐,zhan'chang'shao'cao'gui'bai'qi
斩大盗济禅师护决,zhan'da'dao'ji'chan'shi'hu'jue
占对山黄忠逸待劳,zhan'dui'shan'huang'zhong'yi'dai'lao
战官渡本初败绩,zhan'guan'du'ben'chu'bai'ji
斩侯虎文王托孤,zhan'hou'hu'wen'wang'tuo'gu
斩黄巾英雄首立功,zhan'huang'jin'ying'xiong'shou'li'gong
战济南秦彝托孤,zhan'ji'nan'qin'yi'tuo'gu
斩金花千冰归泰岳,zhan'jin'hua'qian'bing'gui'tai'yue
战魔王四友失丹炉,zhan'mo'wang'si'you'shi'dan'lu
展南侠初到陷空岛,zhan'nan'xia'chu'dao'xian'kong'dao
斩逆后大快人心,zhan'ni'hou'da'kuai'ren'xin
斩文华四海庆升平,zhan'wen'hua'si'hai'qing'sheng'ping
展熊飞,zhan'xiong'fei
展熊飞比剑定良姻,zhan'xiong'fei'bi'jian'ding'liang'yin
展熊飞湖亭会周老,zhan'xiong'fei'hu'ting'hui'zhou'lao
斩妖鼋川江救客商,zhan'yao'yuan'chuan'jiang'jiu'ke'shang
展义士巧换藏春酒,zhan'yi'shi'qiao'huan'cang'chun'jiu
斩贼人雷陈谢济公,zhan'zei'ren'lei'chen'xie'ji'gong
展昭,zhan'zhao
展昭遇黑影暗追贼,zhan'zhao'yu'hei'ying'an'zhui'zei
战朱登咬金逞斧,zhan'zhu'deng'yao'jin'cheng'fu
章阿端,zhang'a'duan
张邦昌奸谋倾社稷,zhang'bang'chang'jian'mou'qing'she'ji
张不量,zhang'bu'liang
张昌宗行傩幸太后,zhang'chang'zong'xing'nuo'xing'tai'hou
张诚,zhang'cheng
张道陵七试赵升,zhang'dao'ling'qi'shi'zhao'sheng
张都监血溅鸳鸯楼,zhang'dou'jian'xue'jian'yuan'yang'lou
丈夫邦岭下遇山精,zhang'fu'bang'ling'xia'yu'shan'jing
张福娘一心贞守,zhang'fu'niang'yi'xin'zhen'shou
张公谨仗义全朋友,zhang'gong'jin'zhang'yi'quan'peng'you
张贡士,zhang'gong'shi
张古老种瓜娶文女,zhang'gu'lao'zhong'gua'qu'wen'nv
张管营因妾弟丧身,zhang'guan'ying'yin'qie'di'sang'shen
张桂芳奉诏西征,zhang'gui'fang'feng'zhao'xi'zheng
张果骑驴应召,zhang'guo'qi'lv'ying'zhao
张鸿渐,zhang'hong'jian
张家堡厮打成相识,zhang'jia'bao'si'da'cheng'xiang'shi
张家庄三人重结拜,zhang'jia'zhuang'san'ren'zhong'jie'bai
长老借宿擒怪物,zhang'lao'jie'su'qin'guai'wu
张老相公,zhang'lao'xiang'gong
张老庄伏邪皈正,zhang'lao'zhuang'fu'xie'gui'zheng
张辽威震逍遥津,zhang'liao'wei'zhen'xiao'yao'jin
张清琼英双建功,zhang'qing'qiong'ying'shuang'jian'gong
张清缘配琼英,zhang'qing'yuan'pei'qiong'ying
张山李锦伐西岐,zhang'shan'li'jin'fa'xi'qi
张善相梦中配偶,zhang'shan'xiang'meng'zhong'pei'ou
张胜窃听张敬济,zhang'sheng'qie'ting'zhang'jing'ji
张士芳奸心诓八字,zhang'shi'fang'jian'xin'kuang'ba'zi
张氏妇,zhang'shi'fu
张氏园中三义侠,zhang'shi'yuan'zhong'san'yi'xia
张淑儿巧智脱杨生,zhang'shu'er'qiao'zhi'tuo'yang'sheng
张叔夜假降保河间,zhang'shu'ye'jia'jiang'bao'he'jian
张顺魂捉方天定,zhang'shun'hun'zhuo'fang'tian'ding
张顺活捉黄文炳,zhang'shun'huo'zhuo'huang'wen'bing
张舜美灯宵得丽女,zhang'shun'mei'deng'xiao'de'li'nv
张顺夜闹金沙渡,zhang'shun'ye'nao'jin'sha'du
张顺凿漏海鳅船,zhang'shun'zao'lou'hai'qiu'chuan
张太监落水庆重生,zhang'tai'jian'luo'shui'qing'chong'sheng
张太守派班头拿人,zhang'tai'shou'pai'ban'tou'na'ren
张天师祈禳瘟疫,zhang'tian'shi'qi'rang'wen'yi
张廷秀逃生救父,zhang'ting'xiu'tao'sheng'jiu'fu
张孝基陈留认舅,zhang'xiao'ji'chen'liu'ren'jiu
杖邪术二次败官军,zhang'xie'shu'er'ci'bai'guan'jun
仗邪术非幻败王师,zhang'xie'shu'fei'huan'bai'wang'shi
张须陀具疏救秦琼,zhang'xu'tuo'ju'shu'jiu'qin'qiong
仗妖术炼剑害妇人,zhang'yao'shu'lian'jian'hai'fu'ren
张仪被激往秦邦,zhang'yi'bei'ji'wang'qin'bang
张翼德大闹长坂桥,zhang'yi'de'da'nao'chang'ban'qiao
张翼德义释严颜,zhang'yi'de'yi'shi'yan'yan
张尹二妃重贬谪,zhang'yin'er'fei'zhong'bian'zhe
张英被哄错磕头,zhang'ying'bei'hong'cuo'ke'tou
张永年反难杨修,zhang'yong'nian'fan'nan'yang'xiu
诏班师后主信谗,zhao'ban'shi'hou'zhu'xin'chan
赵斌夜探阁天楼,zhao'bin'ye'tan'ge'tian'lou
赵斌夜探秦相府,zhao'bin'ye'tan'qin'xiang'fu
赵城虎,zhao'cheng'hu
赵春儿重旺曹家庄,zhao'chun'er'zhong'wang'cao'jia'zhuang
赵盾背秦立灵公,zhao'dun'bei'qin'li'ling'gong
赵凤鸣款留圣僧,zhao'feng'ming'kuan'liu'sheng'seng
昭丰镇王贵染病,zhao'feng'zhen'wang'gui'ran'bing
赵福贪财买巨石,zhao'fu'tan'cai'mai'ju'shi
召回兵矫诏发金牌,zhao'hui'bing'jiao'zhao'fa'jin'pai
赵家庄英雄见怪事,zhao'jia'zhuang'ying'xiong'jian'guai'shi
召良帅贤后赐旗,zhao'liang'shuai'xian'hou'ci'qi
找妙药耍笑众家丁,zhao'miao'yao'shua'xiao'zhong'jia'ding
招商店宗留守赐宴,zhao'shang'dian'zong'liu'shou'ci'yan
召士会寿余绐秦,zhao'shi'hui'shou'yu'dai'qin
赵太守奉命捉贼,zhao'tai'shou'feng'ming'zhuo'zei
赵太守明断奇巧案,zhao'tai'shou'ming'duan'qi'qiao'an
赵太祖千里送京娘,zhao'tai'zu'qian'li'song'jing'niang
赵王府莽汉闹新房,zhao'wang'fu'mang'han'nao'xin'fang
赵王雄踞龙虎关,zhao'wang'xiong'ju'long'hu'guan
赵王庄歃血练兵,zhao'wang'zhuang'sha'xue'lian'bing
赵文会见诗施恻隐,zhao'wen'hui'jian'shi'shi'ce'yin
赵文会西湖访济公,zhao'wen'hui'xi'hu'fang'ji'gong
赵五虎合计挑家衅,zhao'wu'hu'he'ji'tiao'jia'xin
赵瞎子骗钱愚何氏,zhao'xia'zi'pian'qian'yu'he'shi
赵县君乔送黄柑,zhao'xian'jun'qiao'song'huang'gan
招贤纳士准其投诚,zhao'xian'na'shi'zhun'qi'tou'cheng
招宣府初调林太太,zhao'xuan'fu'chu'diao'lin'tai'tai
赵宣子桃园强谏,zhao'xuan'zi'tao'yuan'qiang'jian
赵医生高踞诗坛,zhao'yi'sheng'gao'ju'shi'tan
找医生鸣冤常山县,zhao'yi'sheng'ming'yuan'chang'shan'xian
赵玉贞守节被人欺,zhao'yu'zhen'shou'jie'bei'ren'qi
赵员外重修文殊院,zhao'yuan'wai'chong'xiu'wen'shu'yuan
赵云截江夺阿斗,zhao'yun'jie'jiang'duo'a'dou
赵主父饿死沙邱宫,zhao'zhu'fu'e'si'sha'qiu'gong
赵子龙单骑救主,zhao'zi'long'dan'qi'jiu'zhu
赵子龙计取桂阳,zhao'zi'long'ji'qu'gui'yang
赵子龙力斩五将,zhao'zi'long'li'zhan'wu'jiang
浙东生,zhe'dong'sheng
折将损兵逆贼请罪,zhe'jiang'sun'bing'ni'zei'qing'zui
蛰龙,zhe'long
折妙字换柱抽梁,zhe'miao'zi'huan'zhu'chou'liang
折狱,zhe'yu
镇八方赌气找张荣,zhen'ba'fang'du'qi'zhao'zhang'rong
镇八方义结英雄,zhen'ba'fang'yi'jie'ying'xiong
真定女,zhen'ding'nv
真夫妇明谐花烛,zhen'fu'fu'ming'xie'hua'zhu
镇海寺心猿知怪,zhen'hai'si'xin'yuan'zhi'guai
甄后,zhen'hou
鸩昏主竟同儿戏,zhen'hun'zhu'jing'tong'er'xi
真假僧会面马神庙,zhen'jia'seng'hui'mian'ma'shen'miao
甄监生浪吞秘药,zhen'jian'sheng'lang'tun'mi'yao
真蒋平游戏死中活,zhen'jiang'ping'you'xi'si'zhong'huo
贞节妇含冤寻县主,zhen'jie'fu'han'yuan'xun'xian'zhu
振军威小李广神箭,zhen'jun'wei'xiao'li'guang'shen'jian
真罗汉降世投胎,zhen'luo'han'jiang'shi'tou'tai
真名士初交白玉堂,zhen'ming'shi'chu'jiao'bai'yu'tang
真命主南牢身陷,zhen'ming'zhu'nan'lao'shen'xian
真人赠药救好修缘,zhen'ren'zeng'yao'jiu'hao'xiu'yuan
镇三山大闹青州道,zhen'san'shan'da'nao'qing'zhou'dao
真生,zhen'sheng
真顺从村民献密计,zhen'shun'cong'cun'min'xian'mi'ji
阵图画全商量破网,zhen'tu'hua'quan'shang'liang'po'wang
真行者落伽山诉苦,zhen'xing'zhe'luo'jia'shan'su'ku
真义气代友求名,zhen'yi'qi'dai'you'qiu'ming
真阴归正会灵元,zhen'yin'gui'zheng'hui'ling'yuan
镇元仙赶捉取经僧,zhen'yuan'xian'gan'zhuo'qu'jing'seng
真赃实犯理短情屈,zhen'zang'shi'fan'li'duan'qing'qu
真宗出榜募医人,zhen'zong'chu'bang'mu'yi'ren
真宗筑坛封将帅,zhen'zong'zhu'tan'feng'jiang'shuai
争宠爱金莲惹气,zheng'chong'ai'jin'lian're'qi
正夫纲义激沈全,zheng'fu'gang'yi'ji'shen'quan
郑龟婆闻唆拼性命,zheng'gui'po'wen'suo'pin'xing'ming
郑祭足被胁立庶,zheng'ji'zu'bei'xie'li'shu
郑祭足杀婿逐主,zheng'ji'zu'sha'xu'zhu'zhu
郑节使立功神臂弓,zheng'jie'shi'li'gong'shen'bi'gong
拯救驼罗禅性稳,zheng'jiu'tuo'luo'chan'xing'wen
郑伦捉将取汜水,zheng'lun'zhuo'jiang'qu'si'shui
征南寇丞相大兴师,zheng'nan'kou'cheng'xiang'da'xing'shi
郑婆子激起出首事,zheng'po'zi'ji'qi'chu'shou'shi
证前盟阴司定案,zheng'qian'meng'yin'si'ding'an
郑蕊珠鸣冤完旧案,zheng'rui'zhu'ming'yuan'wan'jiu'an
郑雄途中见济公,zheng'xiong'tu'zhong'jian'ji'gong
郑雄为母求圣僧,zheng'xiong'wei'mu'qiu'sheng'seng
郑玄修酒馆逢和尚,zheng'xuan'xiu'jiu'guan'feng'he'shang
证因果大鹏归位,zheng'yin'guo'da'peng'gui'wei
郑元龙走马报信,zheng'yuan'long'zou'ma'bao'xin
郑庄公假命伐宋,zheng'zhuang'gong'jia'ming'fa'song
郑庄公掘地见母,zheng'zhuang'gong'jue'di'jian'mu
郑子銮君臣为戮,zheng'zi'luan'jun'chen'wei'lu
智伯决水灌晋阳,zhi'bo'jue'shui'guan'jin'yang
织成,zhi'cheng
知恩店主犯官刑,zhi'en'dian'zhu'fan'guan'xing
掷飞针刺瞎妖鱼目,zhi'fei'zhen'ci'xia'yao'yu'mu
治风疾神医身死,zhi'feng'ji'shen'yi'shen'si
知府定计拜贼人,zhi'fu'ding'ji'bai'zei'ren
知府尽忠参戎死节,zhi'fu'jin'zhong'can'rong'si'jie
知府衙悟禅施妙法,zhi'fu'ya'wu'chan'shi'miao'fa
智公子定计盗珠冠,zhi'gong'zi'ding'ji'dao'zhu'guan
智公子负伤追儿女,zhi'gong'zi'fu'shang'zhui'er'nv
智化二友假投降,zhi'hua'er'you'jia'tou'xiang
智化放火烧大寨,zhi'hua'fang'huo'shao'da'zhai
智化苦口劝钟雄,zhi'hua'ku'kou'quan'zhong'xiong
智化讨书信求情,zhi'hua'tao'shu'xin'qiu'qing
智化夜深铜网阵,zhi'hua'ye'shen'tong'wang'zhen
智化遇魏真奋勇伤刀,zhi'hua'yu'wei'zhen'fen'yong'shang'dao
智化运筹弟兄奋勇,zhi'hua'yun'chou'di'xiong'fen'yong
知觉罗汉会昆仑,zhi'jue'luo'han'hui'kun'lun
知恋新思秀英盗扇,zhi'lian'xin'si'xiu'ying'dao'shan
指迷团灵心讲射,zhi'mi'tuan'ling'xin'jiang'she
智宁俞假鸩复卫,zhi'ning'yu'jia'zhen'fu'wei
质平原秦王索魏齐,zhi'ping'yuan'qin'wang'suo'wei'qi
治奇病济公戏首相,zhi'qi'bing'ji'gong'xi'shou'xiang
掷人头南侠惊佞党,zhi'ren'tou'nan'xia'jing'ning'dang
植树岗唐公遇盗,zhi'shu'gang'tang'gong'yu'dao
智武子分军肆敌,zhi'wu'zi'fen'jun'si'di
知县公堂问口供,zhi'xian'gong'tang'wen'kou'gong
知县临险地遇救,zhi'xian'lin'xian'di'yu'jiu
侄陷叔刘封伏法,zhi'xian'shu'liu'feng'fu'fa
智荀息假途灭虢,zhi'xun'xi'jia'tu'mie'guo
治哑巴圣僧结善缘,zhi'ya'ba'sheng'seng'jie'shan'yuan
钟爱儿圆慧出家,zhong'ai'er'yuan'hui'chu'jia
众安桥行刺义士捐躯,zhong'an'qiao'xing'ci'yi'shi'juan'qu
众百姓公告田国本,zhong'bai'xing'gong'gao'tian'guo'ben
众才女尽欢结酒令,zhong'cai'nv'jin'huan'jie'jiu'ling
众匪棍练艺请英雄,zhong'fei'gun'lian'yi'qing'ying'xiong
众夫人题诗邀宠,zhong'fu'ren'ti'shi'yao'chong
众夫人同舟游海,zhong'fu'ren'tong'zhou'you'hai
众官兵巧获宜春王,zhong'guan'bing'qiao'huo'yi'chun'wang
众官军黑夜劫贼寨,zhong'guan'jun'hei'ye'jie'zei'zhai
众官人奋勇捉贼,zhong'guan'ren'fen'yong'zhuo'zei
重国色华府购名花,zhong'guo'se'hua'fu'gou'ming'hua
众好汉分手岔路,zhong'hao'han'fen'shou'cha'lu
众豪杰坠落铜网阵,zhong'hao'jie'zhui'luo'tong'wang'zhen
众虎同心归水泊,zhong'hu'tong'xin'gui'shui'po
钟会分兵汉中道,zhong'hui'fen'bing'han'zhong'dao
众佳人绣阁陪新,zhong'jia'ren'xiu'ge'pei'xin
众家人忠心护主,zhong'jia'ren'zhong'xin'hu'zhu
中奸计奋身碎玉镯,zhong'jian'ji'fen'shen'sui'yu'zhuo
中奸计误入合欢楼,zhong'jian'ji'wu'ru'he'huan'lou
众剑客齐攻逆贼营,zhong'jian'ke'qi'gong'ni'zei'ying
众剑客齐会赵王庄,zhong'jian'ke'qi'hui'zhao'wang'zhuang
众将攻打临阳关,zhong'jiang'gong'da'lin'yang'guan
众娇娃剪彩为花,zhong'jiao'wa'jian'cai'wei'hua
众娇娃全名全美,zhong'jiao'wa'quan'ming'quan'mei
种梨,zhong'li
钟离败逃山谷,zhong'li'bai'tao'shan'gu
钟离不聿交兵,zhong'li'bu'yu'jiao'bing
钟离大败蕃阵,zhong'li'da'bai'fan'zhen
钟离将兵伐寇,zhong'li'jiang'bing'fa'kou
钟离令破白虎阵,zhong'li'ling'po'bai'hu'zhen
钟离令破玉皇阵,zhong'li'ling'po'yu'huang'zhen
钟离医疾调兵,zhong'li'yi'ji'diao'bing
忠烈题诗郭安丧命,zhong'lie'ti'shi'guo'an'sang'ming
忠烈侠义传,zhong'lie'xia'yi'chuan
众喽兵拨云见日,zhong'lou'bing'bo'yun'jian'ri
钟吕对阵回天,zhong'lv'dui'zhen'hui'tian
钟吕鹤岭传道,zhong'lv'he'ling'chuan'dao
钟吕弈棋斗气,zhong'lv'yi'qi'dou'qi
众马快荐举叔宝,zhong'ma'kuai'jian'ju'shu'bao
众美初临晚芳园,zhong'mei'chu'lin'wan'fang'yuan
众名姬春风吊柳七,zhong'ming'ji'chun'feng'diao'liu'qi
众名士萧斋等报捷,zhong'ming'shi'xiao'zhai'deng'bao'jie
众人议论舍命劝寨主,zhong'ren'yi'lun'she'ming'quan'zhai'zhu
终身谁托刻不忘心,zhong'shen'shui'tuo'ke'bu'wang'xin
钟生,zhong'sheng
众守军昏倒落魂亭,zhong'shou'jun'hun'dao'luo'hun'ting
中书冒占凤凰池,zhong'shu'mao'zhan'feng'huang'chi
钟太保贻书招贤士,zhong'tai'bao'yi'shu'zhao'xian'shi
众王盟会四明山,zhong'wang'meng'hui'si'ming'shan
众侠同心归齐国,zhong'xia'tong'xin'gui'qi'guo
众降将金殿封官,zhong'xiang'jiang'jin'dian'feng'guan
众乡绅奉请颜按院,zhong'xiang'shen'feng'qing'yan'an'yuan
众妖道聚会藏珍坞,zhong'yao'dao'ju'hui'cang'zhen'wu
众妖道灵隐放火,zhong'yao'dao'ling'yin'fang'huo
众义士大闹勾栏院,zhong'yi'shi'da'nao'gou'lan'yuan
忠义水浒传,zhong'yi'shui'hu'zhuan
忠义堂石碣受天文,zhong'yi'tang'shi'jie'shou'tian'wen
众英才分题联集锦,zhong'ying'cai'fen'ti'lian'ji'jin
众英雄大破非幻寨,zhong'ying'xiong'da'po'fei'huan'zhai
众英雄黑店灭强人,zhong'ying'xiong'hei'dian'mie'qiang'ren
众英雄假作送亲人,zhong'ying'xiong'jia'zuo'song'qin'ren
众英雄九龙斗武,zhong'ying'xiong'jiu'long'dou'wu
众英雄一同陷地穴,zhong'ying'xiong'yi'tong'xian'di'xue
仲禹抡元熊飞祭祖,zhong'yu'lun'yuan'xiong'fei'ji'zu
众宰承宣游上苑,zhong'zai'cheng'xuan'you'shang'yuan
周得山穷困被人欺,zhou'de'shan'qiong'kun'bei'ren'qi
周夫人力主救兵,zhou'fu'ren'li'zhu'jiu'bing
周纪激反武成王,zhou'ji'ji'fan'wu'cheng'wang
周经历因奸破贼乔兑换胡子宣淫,zhou'jing'li'yin'jian'po'zei'qiao'dui'huan'hu'zi'xuan'yin
周克昌,zhou'ke'chang
诌梅香认合玉蟾蜍,zhou'mei'xiang'ren'he'yu'chan'chu
周蒙师暮年登上第,zhou'meng'shi'mu'nian'deng'shang'di
周平王东迁洛邑,zhou'ping'wang'dong'qian'luo'yi
周三,zhou'san
周三畏遵训赠宝剑,zhou'san'wei'zun'xun'zeng'bao'jian
周生,zhou'sheng
周望廉细说见妖事,zhou'wang'lian'xi'shuo'jian'yao'shi
纣王女娲宫进香,zhou'wang'nv'wa'gong'jin'xiang
纣王敲骨剖孕妇,zhou'wang'qiao'gu'pou'yun'fu
纣王无道造虿盆,zhou'wang'wu'dao'zao'chai'pen
纣王无道造炮烙,zhou'wang'wu'dao'zao'pao'luo
周武王鹿台散财,zhou'wu'wang'lu'tai'san'cai
周喜霸占鸳鸯镇,zhou'xi'ba'zhan'yuan'yang'zhen
周先生设帐授徒,zhou'xian'sheng'she'zhang'shou'tu
周湘帆好侠结金兰,zhou'xiang'fan'hao'xia'jie'jin'lan
周湘帆中弹昏沉,zhou'xiang'fan'zhong'dan'hun'chen
周襄王避乱居郑,zhou'xiang'wang'bi'luan'ju'zheng
周襄王河阳受觐,zhou'xiang'wang'he'yang'shou'jin
周小官窗下戏娇娘,zhou'xiao'guan'chuang'xia'xi'jiao'niang
周宣王闻谣轻杀,zhou'xuan'wang'wen'yao'qing'sha
周学道校士拔真才,zhou'xue'dao'xiao'shi'ba'zhen'cai
周员外花园见妖,zhou'yuan'wai'hua'yuan'jian'yao
周员外派人请圣僧,zhou'yuan'wai'pai'ren'qing'sheng'seng
舟中歌词句敌国暂许君臣,zhou'zhong'ge'ci'ju'di'guo'zan'xu'jun'chen
诛岸贾赵氏复兴,zhu'an'jia'zhao'shi'fu'xing
诛鳌鱼姑丈回书字,zhu'ao'yu'gu'zhang'hui'shu'zi
猪八戒义激猴王,zhu'ba'jie'yi'ji'hou'wang
猪八戒助力败魔王,zhu'ba'jie'zhu'li'bai'mo'wang
朱宸淳割舌敲牙,zhu'chen'chun'ge'she'qiao'ya
朱宸濠暗遣刺客,zhu'chen'hao'an'qian'ci'ke
朱宸濠逼走盘螺谷,zhu'chen'hao'bi'zou'pan'luo'gu
朱宸濠传檄江南,zhu'chen'hao'chuan'xi'jiang'nan
朱宸濠叛逆动刀兵,zhu'chen'hao'pan'ni'dong'dao'bing
朱宸濠疏劾俞巡抚,zhu'chen'hao'shu'he'yu'xun'fu
朱宸濠退保樵舍,zhu'chen'hao'tui'bao'qiao'she
朱宸濠献美人巧计,zhu'chen'hao'xian'mei'ren'qiao'ji
朱宸濠夜遁小安山,zhu'chen'hao'ye'dun'xiao'an'shan
朱宸濠议救二郡,zhu'chen'hao'yi'jiu'er'jun
诸城克复元帅班师,zhu'cheng'ke'fu'yuan'shuai'ban'shi
诸城某甲,zhu'cheng'mou'jia
诛大虫佳人施药箭,zhu'da'chong'jia'ren'shi'yao'jian
祝聃射周王中肩,zhu'dan'she'zhou'wang'zhong'jian
诛斗椒绝缨大会,zhu'dou'jiao'jue'ying'da'hui
珠儿,zhu'er
祝芳年琼筵集词客,zhu'fang'nian'qiong'yan'ji'ci'ke
诸葛诞义讨司马昭,zhu'ge'dan'yi'tao'si'ma'zhao
诸葛锦火箭破驼龙,zhu'ge'jin'huo'jian'po'tuo'long
诸葛亮安居平五路,zhu'ge'liang'an'ju'ping'wu'lu
诸葛亮乘雪破羌兵,zhu'ge'liang'cheng'xue'po'qiang'bing
诸葛亮大破魏兵,zhu'ge'liang'da'po'wei'bing
诸葛亮火烧新野,zhu'ge'liang'huo'shao'xin'ye
诸葛亮舌战群儒,zhu'ge'liang'she'zhan'qun'ru
诸葛亮痛哭庞统,zhu'ge'liang'tong'ku'pang'tong
诸葛亮造木牛流马,zhu'ge'liang'zao'mu'niu'liu'ma
诸葛亮智辞鲁肃,zhu'ge'liang'zhi'ci'lu'su
诸葛亮智取汉中,zhu'ge'liang'zhi'qu'han'zhong
诸葛亮智取三城,zhu'ge'liang'zhi'qu'san'cheng
诸葛亮智算华容,zhu'ge'liang'zhi'suan'hua'rong
诸葛梦里授兵书,zhu'ge'meng'li'shou'bing'shu
诸葛佑僧寮遇友,zhu'ge'you'seng'liao'yu'you
诸葛瞻战死绵竹,zhu'ge'zhan'zhan'si'mian'zhu
朱贵水亭施号箭,zhu'gui'shui'ting'shi'hao'jian
诸侯同心围齐国,zhu'hou'tong'xin'wei'qi'guo
诛芈胜叶公定楚,zhu'mi'sheng'ye'gong'ding'chu
猪婆龙,zhu'po'long
助破阵傀儡生重来,zhu'po'zhen'kui'lei'sheng'chong'lai
主仆逃难暂寄李宅,zhu'pu'tao'nan'zan'ji'li'zhai
嘱妻子割断恋家心,zhu'qi'zi'ge'duan'lian'jia'xin
竹青,zhu'qing
珠情琴思一面缘悭,zhu'qing'qin'si'yi'mian'yuan'qian
诸神遭毒手,zhu'shen'zao'du'shou
朱天锡万里符名,zhu'tian'xi'wan'li'fu'ming
朱仝义释宋公明,zhu'tong'yi'shi'song'gong'ming
助卫逆鲁宋兴兵,zhu'wei'ni'lu'song'xing'bing
朱文炜催战失佥都,zhu'wen'wei'cui'zhan'shi'qian'du
朱文朱德逢恶霸,zhu'wen'zhu'de'feng'e'ba
祝翁,zhu'weng
朱武打破六花阵,zhu'wu'da'po'liu'hua'zhen
朱仙镇邓九如审鬼,zhu'xian'zhen'deng'jiu'ru'shen'gui
朱一套审断个中由,zhu'yi'tao'shen'duan'ge'zhong'you
朱紫国唐僧论前世,zhu'zi'guo'tang'seng'lun'qian'shi
转运汉遇巧洞庭红,zhuan'yun'han'yu'qiao'dong'ting'hong
专诸进炙刺王僚,zhuan'zhu'jin'zhi'ci'wang'liao
装假发白首变红颜,zhuang'jia'fa'bai'shou'bian'hong'yan
壮士愁为学桉妻,zhuang'shi'chou'wei'xue'an'qi
壮士高兴试官刑,zhuang'shi'gao'xing'shi'guan'xing
妆丫鬟金莲市爱,zhuang'ya'huan'jin'lian'shi'ai
庄征君辞爵还家,zhuang'zheng'jun'ci'jue'huan'jia
庄濯江话旧秦淮河,zhuang'zhuo'jiang'hua'jiu'qin'huai'he
庄子休鼓盆成大道,zhuang'zi'xiu'gu'pen'cheng'da'dao
追汉军王双受诛,zhui'han'jun'wang'shuang'shou'zhu
追尸身路遇班头,zhui'shi'shen'lu'yu'ban'tou
追周瑞苇塘用计,zhui'zhou'rui'wei'tang'yong'ji
准提道人收孔宣,zhun'ti'dao'ren'shou'kong'xuan
捉法雷细讯从前事,zhuo'fa'lei'xi'xun'cong'qian'shi
濯垢泉八戒忘形,zhuo'gou'quan'ba'jie'wang'xing
捉狐,zhuo'hu
捉奸情郓哥定计,zhuo'jian'qing'yun'ge'ding'ji
捉奸情贼母教淫女,zhuo'jian'qing'zei'mu'jiao'yin'nv
斫蟒,zhuo'mang
捉妖怪法宝成奇功,zhuo'yao'guai'fa'bao'cheng'qi'gong
捉贼人班头各奋勇,zhuo'zei'ren'ban'tou'ge'fen'yong
紫花和尚,zi'hua'he'shang
紫金关二王设计,zi'jin'guan'er'wang'she'ji
姊妹易嫁,zi'mei'yi'jia
紫髯伯,zi'ran'bo
紫髯伯庭前敌邓车,zi'ran'bo'ting'qian'di'deng'che
紫髯伯艺高服五鼠,zi'ran'bo'yi'gao'fu'wu'shu
紫髯伯有意除马刚,zi'ran'bo'you'yi'chu'ma'gang
自然遁出南昌府,zi'ran'dun'chu'nan'chang'fu
自然和尚被捉,zi'ran'he'shang'bei'zhuo
自然建议请鸿儒,zi'ran'jian'yi'qing'hong'ru
梓橦令,zi'tong'ling
子牙暴纣王十罪,zi'ya'bao'zhou'wang'shi'zui
子牙兵伐崇侯虎,zi'ya'bing'fa'chong'hou'hu
子牙兵取临潼关,zi'ya'bing'qu'lin'tong'guan
