阿道,a'dao
瑞岩师彦,rui'yan'shi'yan
瑞云寺,rui'yun'si
若芬,ruo'fen
若观,ruo'guan
若讷,ruo'ne
若讷法师,ruo'ne'fa'shi
若喜饶峨,ruo'xi'rao'e
若虚,ruo'xu
若愚,ruo'yu
萨班贡噶坚赞,sa'ban'gong'ga'jian'zan
萨钦耿噶宁波,sa'qin'geng'ga'ning'bo
赛赤洛桑图丹嘉措,sai'chi'luo'sang'tu'dan'jia'cuo
赛多罗桑楚臣嘉措,sai'duo'luo'sang'chu'chen'jia'cuo
三刀法师,san'dao'fa'shi
三慧,san'hui
三界智尊者和向智尊者,san'jie'zhi'zun'zhe'he'xiang'zhi'zun'zhe
三空道人,san'kong'dao'ren
三平,san'ping
三世阿柔仓活佛阿柔仓洛桑隆多丹贝坚赞,san'shi'a'rou'cang'huo'fo'a'rou'cang'luo'sang'long'duo'dan'bei'jian'zan
三十二祖弘忍大满禅师,san'shi'er'zu'hong'ren'da'man'chan'shi
三十三祖慧能大鉴禅师,san'shi'san'zu'hui'neng'da'jian'chan'shi
三十一祖道信大医禅师,san'shi'yi'zu'dao'xin'da'yi'chan'shi
三十祖僧璨鉴智禅师,san'shi'zu'seng'can'jian'zhi'chan'shi
三义法师,san'yi'fa'shi
三藏不空,san'zang'bu'kong
三藏法师惠理,san'zang'fa'shi'hui'li
三藏法师玄奘,san'zang'fa'shi'xuan'zang
三藏金刚智,san'zang'jin'gang'zhi
三藏康僧会行化至吴,san'zang'kang'seng'hui'xing'hua'zhi'wu
三藏菩提流志,san'zang'pu'ti'liu'zhi
三藏僧会谏毁佛寺,san'zang'seng'hui'jian'hui'fo'si
三藏师,san'zang'shi
三藏无畏,san'zang'wu'wei
三藏玄奘,san'zang'xuan'zang
三藏玄奘法师,san'zang'xuan'zang'fa'shi
三藏佑圣国师达益巴,san'zang'you'sheng'guo'shi'da'yi'ba
三藏真谛,san'zang'zhen'di
三祖会禅师,san'zu'hui'chan'shi
三祖南岳尊者慧思,san'zu'nan'yue'zun'zhe'hui'si
三祖僧璨,san'zu'seng'can
三祖僧璨大师,san'zu'seng'can'da'shi
三祖僧璨大师尊者,san'zu'seng'can'da'shi'zun'zhe
三祖商那和修传法优波鞠多,san'zu'shang'na'he'xiu'chuan'fa'you'bo'ju'duo
三祖商那和修尊者,san'zu'shang'na'he'xiu'zun'zhe
桑杰温,sang'jie'wen
桑希,sang'xi
僧安,seng'an
僧苞,seng'bao
僧弼,seng'bi
僧辩,seng'bian
僧表,seng'biao
僧璨,seng'can
僧粲,seng'can
僧粲禅师,seng'can'chan'shi
僧璨法师,seng'can'fa'shi
僧藏,seng'cang
僧彻,seng'che
僧稠,seng'chou
僧稠禅师,seng'chou'chan'shi
僧从,seng'cong
僧达,seng'da
僧达禅师,seng'da'chan'shi
僧导,seng'dao
僧道演,seng'dao'yan
僧德法,seng'de'fa
僧德光,seng'de'guang
僧德鉴,seng'de'jian
僧德圆,seng'de'yuan
僧德宗,seng'de'zong
僧定,seng'ding
僧度,seng'du
僧端,seng'duan
僧法朗,seng'fa'lang
僧法明,seng'fa'ming
僧法庆,seng'fa'qing
僧范,seng'fan
僧凤,seng'feng
僧覆,seng'fu
僧副,seng'fu
僧富,seng'fu
僧伽,seng'ga
僧伽跋澄,seng'ga'ba'cheng
僧伽跋摩,seng'ga'ba'mo
僧伽大士,seng'ga'da'shi
僧伽罗多哆,seng'ga'luo'duo'duo
僧伽难提,seng'ga'nan'ti
僧伽婆罗,seng'ga'po'luo
僧伽提婆,seng'ga'ti'po
僧伽提婆大师,seng'ga'ti'po'da'shi
僧盖,seng'gai
僧感,seng'gan
僧供,seng'gong
僧果,seng'guo
僧果澄,seng'guo'cheng
僧果聪,seng'guo'cong
僧果涧,seng'guo'jian
僧果逵,seng'guo'kui
僧果满,seng'guo'man
僧果明,seng'guo'ming
僧果清,seng'guo'qing
僧果润,seng'guo'run
僧果通,seng'guo'tong
僧果现,seng'guo'xian
僧果延,seng'guo'yan
僧果增,seng'guo'zeng
僧含,seng'han
僧洪,seng'hong
僧侯,seng'hou
僧护,seng'hu
僧晃,seng'huang
僧会,seng'hui
僧慧,seng'hui
僧慧范,seng'hui'fan
僧惠生,seng'hui'sheng
僧基,seng'ji
僧济,seng'ji
僧缄,seng'jian
僧竭,seng'jie
僧瑾,seng'jin
僧镜,seng'jing
僧敬,seng'jing
僧可,seng'ke
僧朗,seng'lang
僧乐住,seng'le'zhu
僧亮,seng'liang
僧林,seng'lin
僧录赞宁,seng'lu'zan'ning
僧伦,seng'lun
僧猛,seng'meng
僧密,seng'mi
僧妙,seng'miao
僧旻,seng'min
僧旻法师,seng'min'fa'shi
僧明,seng'ming
僧明桂,seng'ming'gui
僧明解,seng'ming'jie
僧明直,seng'ming'zhi
僧那,seng'na
僧念,seng'nian
僧衄,seng'nv
僧溥满,seng'pu'man
僧迁,seng'qian
僧乔,seng'qiao
僧庆,seng'qing
僧清顺,seng'qing'shun
僧璩,seng'qu
僧佉难提,seng'qu'nan'ti
僧佉耶舍,seng'qu'ye'she
僧诠,seng'quan
僧群,seng'qun
僧饶,seng'rao
僧仁槐,seng'ren'huai
僧融,seng'rong
僧柔,seng'rou
僧如果,seng'ru'guo
僧睿,seng'rui
僧若,seng'ruo
僧善,seng'shan
僧韶,seng'shao
僧审,seng'shen
僧神光,seng'shen'guang
僧生,seng'sheng
僧盛,seng'sheng
僧世,seng'shi
僧实,seng'shi
僧实禅师,seng'shi'chan'shi
僧述,seng'shu
僧顺,seng'shun
僧昙,seng'tan
僧统大师,seng'tong'da'shi
僧统义天,seng'tong'yi'tian
僧玮,seng'wei
僧无漏,seng'wu'lou
僧先,seng'xian
僧显,seng'xian
僧祥峰,seng'xiang'feng
僧昕,seng'xin
僧岫,seng'xiu
僧修会,seng'xiu'hui
僧炫,seng'xuan
僧询,seng'xun
僧崖,seng'ya
僧业,seng'ye
僧意,seng'yi
僧翼,seng'yi
僧隐,seng'yin
僧印,seng'yin
僧印禅师,seng'yin'chan'shi
僧邕,seng'yong
僧祐,seng'you
僧祐大师,seng'you'da'shi
僧祐律师,seng'you'lv'shi
僧瑜,seng'yu
僧远,seng'yuan
僧渊,seng'yuan
僧瑗,seng'yuan
僧圆金,seng'yuan'jin
僧圆净,seng'yuan'jing
僧圆寿,seng'yuan'shou
僧圆滔,seng'yuan'tao
僧圆现,seng'yuan'xian
僧圆应,seng'yuan'ying
僧云,seng'yun
僧肇,seng'zhao
僧照,seng'zhao
僧肇大师,seng'zhao'da'shi
僧哲,seng'zhe
僧真智,seng'zhen'zhi
僧正亨,seng'zheng'heng
僧正慧超,seng'zheng'hui'chao
僧正泰,seng'zheng'tai
僧正瀛,seng'zheng'ying
僧正圆,seng'zheng'yuan
僧正志,seng'zheng'zhi
僧志常,seng'zhi'chang
僧志彻,seng'zhi'che
僧智通,seng'zhi'tong
僧钟,seng'zhong
僧周,seng'zhou
僧宗,seng'zong
僧祖琇,seng'zu'xiu
沙嘎拉,sha'ga'la
沙拉哈巴,sha'la'ha'ba
沙啰巴,sha'luo'ba
沙门安巨高,sha'men'an'ju'gao
沙门安世高,sha'men'an'shi'gao
沙门宝贵,sha'men'bao'gui
沙门道安,sha'men'dao'an
沙门道猷,sha'men'dao'you
沙门德洪,sha'men'de'hong
沙门法藏,sha'men'fa'cang
沙门法果,sha'men'fa'guo
沙门法献,sha'men'fa'xian
沙门法秀,sha'men'fa'xiu
沙门福运,sha'men'fu'yun
沙门慧安,sha'men'hui'an
沙门慧观,sha'men'hui'guan
沙门慧光,sha'men'hui'guang
沙门惠琳,sha'men'hui'lin
沙门慧琳,sha'men'hui'lin
沙门惠始,sha'men'hui'shi
沙门惠则,sha'men'hui'ze
沙门康渊,sha'men'kang'yuan
沙门可观,sha'men'ke'guan
沙门明赡,sha'men'ming'shan
沙门牛云不慧,sha'men'niu'yun'bu'hui
沙门僧标,sha'men'seng'biao
沙门僧会,sha'men'seng'hui
沙门邵硕,sha'men'shao'shuo
沙门师贤,sha'men'shi'xian
沙门嵩公,sha'men'song'gong
沙门昙超,sha'men'tan'chao
沙门昙始,sha'men'tan'shi
沙门昙彦,sha'men'tan'yan
沙门彦悰,sha'men'yan'cong
沙门于法开,sha'men'yu'fa'kai
沙门于法兰,sha'men'yu'fa'lan
沙门元畅,sha'men'yuan'chang
沙门圆泽,sha'men'yuan'ze
沙门云始,sha'men'yun'shi
沙门赞宁,sha'men'zan'ning
沙门智升,sha'men'zhi'sheng
沙门支孝龙,sha'men'zhi'xiao'long
沙门智严,sha'men'zhi'yan
沙门竺道猷,sha'men'zhu'dao'you
沙门竺法崇,sha'men'zhu'fa'chong
沙门竺潜,sha'men'zhu'qian
沙门竺僧度,sha'men'zhu'seng'du
沙母达,sha'mu'da
沙瓦巴噶,sha'wa'ba'ga
沙瓦力巴,sha'wa'li'ba
善本,shan'ben
善本禅师,shan'ben'chan'shi
善道,shan'dao
善导,shan'dao
善道禅师,shan'dao'chan'shi
善导大师,shan'dao'da'shi
扇底波,shan'di'bo
善伏,shan'fu
山谷,shan'gu
善怙,shan'hu
善慧,shan'hui
善会禅师,shan'hui'chan'shi
善慧法师,shan'hui'fa'shi
善继,shan'ji
善继法师,shan'ji'fa'shi
善静,shan'jing
善静禅师,shan'jing'chan'shi
善静三,shan'jing'san
山卡札,shan'ka'zha
善良,shan'liang
山门记主荆溪尊者湛然,shan'men'ji'zhu'jing'xi'zun'zhe'zhan'ran
山门结集祖师章安尊者释灌顶,shan'men'jie'ji'zu'shi'zhang'an'zun'zhe'shi'guan'ding
善妙,shan'miao
善启,shan'qi
善契法师,shan'qi'fa'shi
善权,shan'quan
善荣,shan'rong
善柔,shan'rou
善入,shan'ru
杉山,shan'shan
山叟慧云,shan'sou'hui'yun
山堂洵禅师,shan'tang'xun'chan'shi
善悟,shan'wu
善无畏,shan'wu'wei
善无畏大士,shan'wu'wei'da'shi
善暹,shan'xian
善信禅师,shan'xin'chan'shi
善信大云,shan'xin'da'yun
善行,shan'xing
善学,shan'xue
善因法师,shan'yin'fa'shi
善月,shan'yue
善昭禅师,shan'zhao'chan'shi
善昭法师,shan'zhao'fa'shi
善真,shan'zhen
善珍禅师,shan'zhen'chan'shi
善胄,shan'zhou
上都华严全一至温禅师,shang'dou'hua'yan'quan'yi'zhi'wen'chan'shi
上法师,shang'fa'shi
上海蒋氏女,shang'hai'jiang'shi'nv
上恒,shang'heng
商居士,shang'ju'shi
上蓝,shang'lan
上蓝漙泐,shang'lan'tuan'le
商那和修,shang'na'he'xiu
尚书白居易,shang'shu'bai'ju'yi
尚书莫将,shang'shu'mo'jiang
上天竺僧道翊,shang'tian'zhu'seng'dao'yi
尚贤,shang'xian
尚圆,shang'yuan
上濽布袋和尚,shang'zan'bu'dai'he'shang
上竺僧道端,shang'zhu'seng'dao'duan
烧庵婆,shao'an'po
绍大禅师,shao'da'chan'shi
绍阇梨,shao'du'li
韶国师,shao'guo'shi
绍觉法师,shao'jue'fa'shi
少康,shao'kang
邵康节,shao'kang'jie
少林松禅师,shao'lin'song'chan'shi
绍隆,shao'long
绍隆禅师,shao'long'chan'shi
韶山,shao'shan
邵硕,shao'shuo
邵武龙湖闻禅师,shao'wu'long'hu'wen'chan'shi
邵武吴学士,shao'wu'wu'xue'shi
绍铣,shao'xi
绍修,shao'xiu
绍岩,shao'yan
邵雍,shao'yong
韶州云门大慈云弘明禅师,shao'zhou'yun'men'da'ci'yun'hong'ming'chan'shi
绍宗,shao'zong
绍宗法师,shao'zong'fa'shi
涉公,she'gong
摄摩腾,she'mo'teng
舍婆黎大师,she'po'li'da'shi
沈春郊妻费氏,shen'chun'jiao'qi'fei'shi
神凑,shen'cou
沈道婆,shen'dao'po
神鼎,shen'ding
神鼎洪諲,shen'ding'hong'yin
神鼎諲,shen'ding'yin
神鼎諲禅师,shen'ding'yin'chan'shi
神光,shen'guang
神光法师,shen'guang'fa'shi
神皓,shen'hao
神焕,shen'huan
神会,shen'hui
神会大师,shen'hui'da'shi
沈家桢居士,shen'jia'zhen'ju'shi
神鉴,shen'jian
神迥,shen'jiong
神楷,shen'kai
沈妙智,shen'miao'zhi
神清,shen'qing
沈铨妻施氏,shen'quan'qi'shi'shi
神僧杯度,shen'seng'bei'du
神僧法喜,shen'seng'fa'xi
神僧万回,shen'seng'wan'hui
神山,shen'shan
肾树,shen'shu
神素,shen'su
神悟,shen'wu
神秀,shen'xiu
神秀禅师,shen'xiu'chan'shi
神秀大师,shen'xiu'da'shi
沈休文,shen'xiu'wen
神暄,shen'xuan
神晏禅师,shen'yan'chan'shi
神英,shen'ying
神英和尚入化法华院,shen'ying'he'shang'ru'hua'fa'hua'yuan
神邕,shen'yong
神邕法师,shen'yong'fa'shi
神赞禅师,shen'zan'chan'shi
神照,shen'zhao
神智,shen'zhi
盛禅洞奭,sheng'chan'dong'shi
晟禅师,sheng'chan'shi
省常法师,sheng'chang'fa'shi
省聪,sheng'cong
胜德钟毗波,sheng'de'zhong'pi'bo
圣噶丹嘉措,sheng'ga'dan'jia'cuo
省躬,sheng'gong
胜光,sheng'guang
圣辉法师,sheng'hui'fa'shi
省念禅师,sheng'nian'chan'shi
省念法师,sheng'nian'fa'shi
圣泉绍灯,sheng'quan'shao'deng
圣善寺大师凝公,sheng'shan'si'da'shi'ning'gong
圣天菩萨,sheng'tian'pu'sa
圣严法师,sheng'yan'fa'shi
圣一法师,sheng'yi'fa'shi
圣印法师,sheng'yin'fa'shi
生遮移喜,sheng'zhe'yi'xi
史阿誓,shi'a'shi
师安,shi'an
实庵禅师,shi'an'chan'shi
释安民,shi'an'min
释安清,shi'an'qing
十八祖伽耶舍多传法鸠摩罗多,shi'ba'zu'ga'ye'she'duo'chuan'fa'jiu'mo'luo'duo
十八祖伽耶舍多大士,shi'ba'zu'ga'ye'she'duo'da'shi
十八祖伽耶舍多尊者,shi'ba'zu'ga'ye'she'duo'zun'zhe
十八祖鸠摩罗驮尊者,shi'ba'zu'jiu'mo'luo'tuo'zun'zhe
释宝唱,shi'bao'chang
释宝亮,shi'bao'liang
释宝琼,shi'bao'qiong
释宝印,shi'bao'yin
释宝云,shi'bao'yun
师备,shi'bei
师备禅师,shi'bei'chan'shi
师备法师,shi'bei'fa'shi
师备三,shi'bei'san
师鞭,shi'bian
石藏,shi'cang
实叉难陀,shi'cha'nan'tuo
实叉难陀译师,shi'cha'nan'tuo'yi'shi
释常遇,shi'chang'yu
释超辨,shi'chao'bian
释超进,shi'chao'jin
释澄观,shi'cheng'guan
释崇惠,shi'chong'hui
释纯陀,shi'chun'tuo
释慈藏,shi'ci'cang
释从谂,shi'cong'shen
十大佛弟子,shi'da'fo'di'zi
释达观,shi'da'guan
释大同,shi'da'tong
释道安,shi'dao'an
释道安法师,shi'dao'an'fa'shi
释道昂,shi'dao'ang
释道辨,shi'dao'bian
释道昺法师,shi'dao'bing'fa'shi
释道宠,shi'dao'chong
释道积,shi'dao'ji
释道杰,shi'dao'jie
释道进,shi'dao'jin
释道敬法师,shi'dao'jing'fa'shi
释道冏,shi'dao'jiong
释道琳,shi'dao'lin
释道猛,shi'dao'meng
释道密,shi'dao'mi
释道忞,shi'dao'min
释道穆,shi'dao'mu
释道判,shi'dao'pan
释道谦,shi'dao'qian
释道融,shi'dao'rong
释道生,shi'dao'sheng
释道盛,shi'dao'sheng
释道枢,shi'dao'shu
释道舜,shi'dao'shun
释道汪,shi'dao'wang
释道温,shi'dao'wen
释道悟,shi'dao'wu
释道仙,shi'dao'xian
释道兴,shi'dao'xing
释道宣,shi'dao'xuan
释道宣律师,shi'dao'xuan'lv'shi
释道愻,shi'dao'xun
释道英,shi'dao'ying
释道幽,shi'dao'you
释道臻,shi'dao'zhen
拾得,shi'de
释鼎需,shi'ding'xu
释端甫,shi'duan'fu
十二祖迦毗摩罗尊者,shi'er'zu'jia'pi'mo'luo'zun'zhe
十二祖马鸣传法迦毗摩罗,shi'er'zu'ma'ming'chuan'fa'jia'pi'mo'luo
十二祖马鸣大士,shi'er'zu'ma'ming'da'shi
十二祖马鸣大士者,shi'er'zu'ma'ming'da'shi'zhe
十二祖马鸣尊者,shi'er'zu'ma'ming'zun'zhe
十二祖正定尊者物外,shi'er'zu'zheng'ding'zun'zhe'wu'wai
释法安,shi'fa'an
释法藏,shi'fa'cang
释法常,shi'fa'chang
释法充,shi'fa'chong
释法冲,shi'fa'chong
释法纯,shi'fa'chun
释法聪,shi'fa'cong
释法道,shi'fa'dao
释法度,shi'fa'du
释法济,shi'fa'ji
释法建,shi'fa'jian
释法进,shi'fa'jin
释法旷,shi'fa'kuang
释法匮,shi'fa'kui
释法朗,shi'fa'lang
释法琳,shi'fa'lin
释法明,shi'fa'ming
释法融,shi'fa'rong
释法通,shi'fa'tong
释法显,shi'fa'xian
释法向,shi'fa'xiang
释法兴,shi'fa'xing
释法秀,shi'fa'xiu
释法瑶,shi'fa'yao
释法愿,shi'fa'yuan
释法瑗,shi'fa'yuan
释法悦,shi'fa'yue
释法运,shi'fa'yun
释法照,shi'fa'zhao
释法珍,shi'fa'zhen
释法忠,shi'fa'zhong
释法总,shi'fa'zong
师范,shi'fan
师范禅师,shi'fan'chan'shi
师范法师,shi'fan'fa'shi
释梵琦,shi'fan'qi
释丰干,shi'feng'gan
士峰宋山,shi'feng'song'shan
释佛图澄,shi'fo'tu'cheng
世高,shi'gao
石巩,shi'gong
示瞽庵,shi'gu'an
释灌顶,shi'guan'ding
释光仪,shi'guang'yi
士圭,shi'gui
士圭禅师,shi'gui'chan'shi
释桂琛,shi'gui'chen
士果融,shi'guo'rong
释海明,shi'hai'ming
释憨山德清,shi'han'shan'de'qing
释恒超,shi'heng'chao
释恒政,shi'heng'zheng
释弘充,shi'hong'chong
释弘济,shi'hong'ji
释洪满,shi'hong'man
释弘明,shi'hong'ming
施护,shi'hu
施护译师,shi'hu'yi'shi
师会,shi'hui
释慧安,shi'hui'an
释慧超,shi'hui'chao
释惠乘,shi'hui'cheng
释慧乘,shi'hui'cheng
释慧持,shi'hui'chi
释慧持法师,shi'hui'chi'fa'shi
释慧次,shi'hui'ci
释惠达,shi'hui'da
释慧达十八,shi'hui'da'shi'ba
释惠恭,shi'hui'gong
释慧恭,shi'hui'gong
释慧观,shi'hui'guan
释慧果,shi'hui'guo
释惠基,shi'hui'ji
释慧寂,shi'hui'ji
释慧静,shi'hui'jing
释慧侃,shi'hui'kan
释慧棱,shi'hui'leng
释慧亮,shi'hui'liang
释慧琳,shi'hui'lin
释惠龙,shi'hui'long
释慧隆,shi'hui'long
释慧明,shi'hui'ming
释慧南,shi'hui'nan
释慧能,shi'hui'neng
释慧虔,shi'hui'qian
释慧日,shi'hui'ri
释慧睿,shi'hui'rui
释慧睿法师,shi'hui'rui'fa'shi
释慧善,shi'hui'shan
释惠绍,shi'hui'shao
释慧韶,shi'hui'shao
释慧实,shi'hui'shi
释慧思,shi'hui'si
释慧嵬,shi'hui'wei
释慧巍,shi'hui'wei
释慧祥,shi'hui'xiang
释慧严,shi'hui'yan
释慧义,shi'hui'yi
释慧益,shi'hui'yi
释慧因,shi'hui'yin
释慧永,shi'hui'yong
释慧瑜,shi'hui'yu
释慧远,shi'hui'yuan
释慧远法师,shi'hui'yuan'fa'shi
释慧越,shi'hui'yue
释慧约,shi'hui'yue
释嘉福,shi'jia'fu
释迦蜜多罗,shi'jia'mi'duo'luo
释迦牟尼佛,shi'jia'mou'ni'fo
释迦牟尼佛传法大迦叶,shi'jia'mou'ni'fo'chuan'fa'da'jia'ye
释迦牟尼佛机缘,shi'jia'mou'ni'fo'ji'yuan
释迦牟尼佛示现成道,shi'jia'mou'ni'fo'shi'xian'cheng'dao
释迦牟尼佛示现出家,shi'jia'mou'ni'fo'shi'xian'chu'jia
释迦牟尼佛示现涅槃,shi'jia'mou'ni'fo'shi'xian'nie'pan
释迦牟尼佛示现受生,shi'jia'mou'ni'fo'shi'xian'shou'sheng
释迦牟尼佛示现说法,shi'jia'mou'ni'fo'shi'xian'shuo'fa
释迦琼乃,shi'jia'qiong'nai
释迦文佛,shi'jia'wen'fo
师简,shi'jian
释鉴空,shi'jian'kong
释鉴元,shi'jian'yuan
释鉴真,shi'jian'zhen
释教亨,shi'jiao'heng
释皎然,shi'jiao'ran
石湫童知县,shi'jiao'tong'zhi'xian
师戒禅师,shi'jie'chan'shi
石晋张抗,shi'jin'zhang'kang
石晋志通,shi'jin'zhi'tong
师静,shi'jing
释净度,shi'jing'du
释静琳,shi'jing'lin
释净业,shi'jing'ye
释净真,shi'jing'zhen
石臼,shi'jiu
十九世章嘉大师,shi'jiu'shi'zhang'jia'da'shi
十九祖阇夜多尊者,shi'jiu'zu'du'ye'duo'zun'zhe
十九祖鸠摩罗多传法阇夜多,shi'jiu'zu'jiu'mo'luo'duo'chuan'fa'du'ye'duo
十九祖鸠摩罗多大士,shi'jiu'zu'jiu'mo'luo'duo'da'shi
十九祖鸠摩罗多尊者,shi'jiu'zu'jiu'mo'luo'duo'zun'zhe
释康僧会,shi'kang'seng'hui
释可真,shi'ke'zhen
师宽,shi'kuan
释窥基法师,shi'kui'ji'fa'shi
侍郎曾公吉甫,shi'lang'ceng'gong'ji'fu
侍郎李浩,shi'lang'li'hao
侍郎李弥逊,shi'lang'li'mi'xun
释了性,shi'le'xing
尸梨,shi'li
尸利禅师,shi'li'chan'shi
释利房,shi'li'fang
释莲池袾,shi'lian'chi'zhu
石莲实全,shi'lian'shi'quan
释良价,shi'liang'jia
释林野,shi'lin'ye
释灵彻,shi'ling'che
释灵坦,shi'ling'tan
释令休,shi'ling'xiu
十六世大宝法王嘉玛巴,shi'liu'shi'da'bao'fa'wang'jia'ma'ba
十六祖宝云尊者义通,shi'liu'zu'bao'yun'zun'zhe'yi'tong
十六祖罗睺罗多传法僧伽难提,shi'liu'zu'luo'hou'luo'duo'chuan'fa'seng'ga'nan'ti
十六祖罗睺罗多大士,shi'liu'zu'luo'hou'luo'duo'da'shi
十六祖罗睺罗多尊者,shi'liu'zu'luo'hou'luo'duo'zun'zhe
十六祖僧佉难提尊者,shi'liu'zu'seng'qu'nan'ti'zun'zhe
释隆琦,shi'long'qi
室罗筏城十六祖罗睺罗多尊者,shi'luo'fa'cheng'shi'liu'zu'luo'hou'luo'duo'zun'zhe
师律,shi'lv
石门聪禅师,shi'men'cong'chan'shi
石门蕴禅师,shi'men'yun'chan'shi
释蒙润,shi'meng'run
释弥光,shi'mi'guang
释妙普,shi'miao'pu
释明琛,shi'ming'chen
释明达,shi'ming'da
释明导,shi'ming'dao
释明德,shi'ming'de
释明恭,shi'ming'gong
释明净,shi'ming'jing
释明浚,shi'ming'jun
释明赡,shi'ming'shan
释明曜,shi'ming'yao
释明瞻,shi'ming'zhan
释尼智仙,shi'ni'zhi'xian
释普安,shi'pu'an
释普恒,shi'pu'heng
释普明,shi'pu'ming
世奇,shi'qi
释齐安,shi'qi'an
尸弃佛,shi'qi'fo
世奇首座,shi'qi'shou'zuo
释齐巳,shi'qi'si
释契嵩,shi'qi'song
十七祖法智尊者知礼,shi'qi'zu'fa'zhi'zun'zhe'zhi'li
十七祖僧伽难提传法伽耶舍多,shi'qi'zu'seng'ga'nan'ti'chuan'fa'ga'ye'she'duo
十七祖僧伽难提大士,shi'qi'zu'seng'ga'nan'ti'da'shi
十七祖僧伽难提尊者,shi'qi'zu'seng'ga'nan'ti'zun'zhe
十七祖僧佉耶舍尊者,shi'qi'zu'seng'qu'ye'she'zun'zhe
师虔,shi'qian
石桥宣公,shi'qiao'xuan'gong
世亲菩萨,shi'qin'pu'sa
释人远,shi'ren'yuan
释如学,shi'ru'xue
释睿谏,shi'rui'jian
十三祖迦毗摩罗传法龙树,shi'san'zu'jia'pi'mo'luo'chuan'fa'long'shu
十三祖迦毗摩罗大士,shi'san'zu'jia'pi'mo'luo'da'shi
十三祖迦毗摩罗尊者,shi'san'zu'jia'pi'mo'luo'zun'zhe
十三祖龙树尊者,shi'san'zu'long'shu'zun'zhe
十三祖妙说尊者元琇,shi'san'zu'miao'shuo'zun'zhe'yuan'xiu
释僧安,shi'seng'an
释僧道,shi'seng'dao
释僧导,shi'seng'dao
释僧范,shi'seng'fan
释僧副,shi'seng'fu
释僧壑,shi'seng'he
释僧侯,shi'seng'hou
释僧惠,shi'seng'hui
释僧慧,shi'seng'hui
释僧慧卒,shi'seng'hui'zu
释僧瑾,shi'seng'jin
释僧镜,shi'seng'jing
释僧朗,shi'seng'lang
释僧亮,shi'seng'liang
释僧林,shi'seng'lin
释僧勐,shi'seng'meng
释僧妙,shi'seng'miao
释僧明,shi'seng'ming
释僧诠,shi'seng'quan
释僧群,shi'seng'qun
释僧融,shi'seng'rong
释僧柔,shi'seng'rou
释僧善,shi'seng'shan
释僧实,shi'seng'shi
释僧倜,shi'seng'ti
释僧玮,shi'seng'wei
释僧印,shi'seng'yin
释僧瑜,shi'seng'yu
释僧远,shi'seng'yuan
释僧渊,shi'seng'yuan
释僧肇,shi'seng'zhao
释僧照,shi'seng'zhao
释僧钟,shi'seng'zhong
释僧宗,shi'seng'zong
释善继,shi'shan'ji
释尚圆,shi'shang'yuan
释摄摩腾,shi'she'mo'teng
释神赞,shi'shen'zan
石室,shi'shi
十世班禅确吉坚赞,shi'shi'ban'chan'que'ji'jian'zan
释师贤,shi'shi'xian
释史宗,shi'shi'zong
释守珣,shi'shou'xun
石霜,shi'shuang
石霜和尚,shi'shuang'he'shang
石霜清素侍,shi'shuang'qing'su'shi
石霜庆诸禅师,shi'shuang'qing'zhu'chan'shi
石霜山楚圆禅师,shi'shuang'shan'chu'yuan'chan'shi
石霜山庆诸禅师,shi'shuang'shan'qing'zhu'chan'shi
十四祖高论尊者清竦,shi'si'zu'gao'lun'zun'zhe'qing'song
十四祖迦那提婆尊者,shi'si'zu'jia'na'ti'po'zun'zhe
十四祖龙树传法迦那提婆,shi'si'zu'long'shu'chuan'fa'jia'na'ti'po
十四祖龙树大士,shi'si'zu'long'shu'da'shi
十四祖龙树尊者,shi'si'zu'long'shu'zun'zhe
释孙哲,shi'sun'zhe
石塔长老,shi'ta'zhang'lao
释昙超,shi'tan'chao
释昙崇,shi'tan'chong
释昙谛,shi'tan'di
释昙度,shi'tan'du
释昙恒法师,shi'tan'heng'fa'shi
释昙霍,shi'tan'huo
石潭戒首座,shi'tan'jie'shou'zuo
释昙觉,shi'tan'jue
释昙鸾,shi'tan'luan
释昙伦,shi'tan'lun
释昙荣,shi'tan'rong
释昙诜法师,shi'tan'shen'fa'shi
释昙顺法师,shi'tan'shun'fa'shi
释昙无竭,shi'tan'wu'jie
释昙无最,shi'tan'wu'zui
释昙询,shi'tan'xun
释昙翼,shi'tan'yi
释昙邕,shi'tan'yong
释昙韵,shi'tan'yun
石梯,shi'ti
释天然,shi'tian'ran
石田薰禅师,shi'tian'xun'chan'shi
释通乘,shi'tong'cheng
释通达,shi'tong'da
释通忍,shi'tong'ren
释通容,shi'tong'rong
释通贤,shi'tong'xian
释通琇,shi'tong'xiu
释通云,shi'tong'yun
释童真,shi'tong'zhen
石头,shi'tou
石头怀志上座,shi'tou'huai'zhi'shang'zuo
石头回禅师,shi'tou'hui'chan'shi
石头希迁禅师,shi'tou'xi'qian'chan'shi
石头自回,shi'tou'zi'hui
释亡名,shi'wang'ming
时蔚禅师,shi'wei'chan'shi
释威秀,shi'wei'xiu
释唯俨,shi'wei'yan
释惟则,shi'wei'ze
释文德,shi'wen'de
释文慧,shi'wen'hui
释文悦,shi'wen'yue
石屋禅师,shi'wu'chan'shi
石屋珙禅师,shi'wu'gong'chan'shi
释无明慧经,shi'wu'ming'hui'jing
释无念深有,shi'wu'nian'shen'you
释无染,shi'wu'ran
释无业,shi'wu'ye
释无异元来,shi'wu'yi'yuan'lai
