阿基米德巧计,a'ji'mi'de'qiao'ji
一二九师,yi'er'jiu'shi
义儿军,yi'er'jun
佚而劳之,yi'er'lao'zhi
一二零师,yi'er'ling'shi
一二师,yi'er'shi
依法传唤,yi'fa'chuan'huan
以法律为准绳,yi'fa'lv'wei'zhun'sheng
一方面,yi'fang'mian
一方面军,yi'fang'mian'jun
乙弗朗,yi'fu'lang
一个名叫,yi'ge'ming'jiao
一根针,yi'gen'zhen
以弓马矫捷,yi'gong'ma'jiao'jie
以攻隐退,yi'gong'yin'tui
以攻制攻,yi'gong'zhi'gong
遗光寺,yi'guang'si
乙瓌,yi'gui
翼后射,yi'hou'she
翼后射击,yi'hou'she'ji
以火炮为,yi'huo'pao'wei
一级保养,yi'ji'bao'yang
以及敌对,yi'ji'di'dui
一级机场,yi'ji'ji'chang
一级驾驶员,yi'ji'jia'shi'yuan
以击解围,yi'ji'jie'wei
一级军士长,yi'ji'jun'shi'zhang
一级上将,yi'ji'shang'jiang
一级射手,yi'ji'she'shou
一级士官,yi'ji'shi'guan
一级战备,yi'ji'zhan'bei
一级助推器,yi'ji'zhu'tui'qi
一级准尉,yi'ji'zhun'wei
以假致敌,yi'jia'zhi'di
以近待远,yi'jin'dai'yuan
已经合并,yi'jing'he'bing
已经取得胜利,yi'jing'qu'de'sheng'li
艺精者王,yi'jing'zhe'wang
以静镇乱,yi'jing'zhen'luan
以利诱敌,yi'li'you'di
医疗后送,yi'liao'hou'song
一路队形,yi'lu'dui'xing
以木为柄,yi'mu'wei'bing
逸能劳之,yi'neng'lao'zhi
以怒致敌,yi'nu'zhi'di
一炮手,yi'pao'shou
以牝诱牡,yi'pin'you'mu
以怯制敌,yi'qie'zhi'di
疫情调查,yi'qing'diao'cha
疫情侦察,yi'qing'zhen'cha
疫区管理,yi'qu'guan'li
以弱示强,yi'ruo'shi'qiang
以弱为弱,yi'ruo'wei'ruo
乙射线,yi'she'xian
一胜一负,yi'sheng'yi'fu
伊势号,yi'shi'hao
以狮制象,yi'shi'zhi'xiang
以守待攻,yi'shou'dai'gong
艺术装饰,yi'shu'zhuang'shi
一体化,yi'ti'hua
一万余人而英,yi'wan'yu'ren'er'ying
一往无前,yi'wang'wu'qian
异为己用,yi'wei'ji'yong
以威示和,yi'wei'shi'he
义务兵役制,yi'wu'bing'yi'zhi
贻误战机,yi'wu'zhan'ji
一线机场,yi'xian'ji'chang
一线配置,yi'xian'pei'zhi
翼形滑翔伞,yi'xing'hua'xiang'san
医学鉴定,yi'xue'jian'ding
一氧化碳,yi'yang'hua'tan
一氧化碳浓度,yi'yang'hua'tan'nong'du
一氧化碳中毒,yi'yang'hua'tan'zhong'du
一野,yi'ye
一翼卷击,yi'yi'juan'ji
一一五师,yi'yi'wu'shi
一营,yi'ying
已有载录,yi'you'zai'lu
以迂为直,yi'yu'wei'zhi
医院船,yi'yuan'chuan
一曰道,yi'yue'dao
易战,yi'zhan
以战代守,yi'zhan'dai'shou
仪仗队,yi'zhang'dui
依照本法,yi'zhao'ben'fa
以治待乱,yi'zhi'dai'luan
一直到美国,yi'zhi'dao'mei'guo
易制毒化学品,yi'zhi'du'hua'xue'pin
移帜破敌,yi'zhi'po'di
疑指西域,yi'zhi'xi'yu
以重待轻,yi'zhong'dai'qing
以中平,yi'zhong'ping
翼州,yi'zhou
一专多能,yi'zhuan'duo'neng
易装破敌,yi'zhuang'po'di
一字形,yi'zi'xing
一纵,yi'zong
以佐其外,yi'zuo'qi'wai
因败为胜,yin'bai'wei'sheng
引爆,yin'bao
引爆控制系统,yin'bao'kong'zhi'xi'tong
荫蔽,yin'bi
隐蔽爆破,yin'bi'bao'po
隐蔽指挥,yin'bi'zhi'hui
隐蔽自己,yin'bi'zi'ji
隐兵诱敌,yin'bing'you'di
因此美国,yin'ci'mei'guo
因此应该,yin'ci'ying'gai
引导步兵,yin'dao'bu'bing
引导飞机着陆,yin'dao'fei'ji'zhuo'lu
引导分队,yin'dao'fen'dui
引导攻潜,yin'dao'gong'qian
引导截击,yin'dao'jie'ji
引导雷达,yin'dao'lei'da
引导小组,yin'dao'xiao'zu
因地用兵,yin'di'yong'bing
因敌用兵,yin'di'yong'bing
印度支那半岛,yin'du'zhi'na'ban'dao
银光皪皪,yin'guang'bo'bo
银虎断,yin'hu'duan
引火器材,yin'huo'qi'cai
因己用兵,yin'ji'yong'bing
印军,yin'jun
因利而制权也,yin'li'er'zhi'quan'ye
因利间斗,yin'li'jian'dou
因粮于敌,yin'liang'yu'di
隐秘爆破,yin'mi'bao'po
音频电缆线路,yin'pin'dian'lan'xian'lu
引燃火药,yin'ran'huo'yao
引燃完成发射,yin'ran'wan'cheng'fa'she
因人施教,yin'ren'shi'jiao
银色战斗机,yin'se'zhan'dou'ji
引蛇出动,yin'she'chu'dong
隐身攻击机,yin'shen'gong'ji'ji
隐身能力,yin'shen'neng'li
因时用兵,yin'shi'yong'bing
引水设施,yin'shui'she'shi
因为长矛,yin'wei'chang'mao
因隙间亲,yin'xi'jian'qin
隐显目标,yin'xian'mu'biao
音响电报,yin'xiang'dian'bao
音响管制,yin'xiang'guan'zhi
音响通信,yin'xiang'tong'xin
音响伪装,yin'xiang'wei'zhuang
引信,yin'xin
引信分划,yin'xin'fen'hua
引信装定量,yin'xin'zhuang'ding'liang
引信装置,yin'xin'zhuang'zhi
因形用兵,yin'xing'yong'bing
因战致残,yin'zhan'zhi'can
印章刻制业,yin'zhang'ke'zhi'ye
隐真示假,yin'zhen'shi'jia
印字电报,yin'zi'dian'bao
英阿马岛战争,ying'a'ma'dao'zhan'zheng
营产,ying'chan
营产档案,ying'chan'dang'an
英寸口径,ying'cun'kou'jing
应当遵守规定,ying'dang'zun'shou'gui'ding
英法死亡,ying'fa'si'wang
营房,ying'fang
营房战备物资,ying'fang'zhan'bei'wu'zi
应付突发事件,ying'fu'tu'fa'shi'jian
荧光屏,ying'guang'ping
英国皇家海军,ying'guo'huang'jia'hai'jun
英国人于,ying'guo'ren'yu
营级,ying'ji
应急兵站,ying'ji'bing'zhan
应急措置,ying'ji'cuo'zhi
应急起飞,ying'ji'qi'fei
应急起飞跑道,ying'ji'qi'fei'pao'dao
应急修复,ying'ji'xiu'fu
硬肩章,ying'jian'zhang
营具,ying'ju
英军,ying'jun
英军采用,ying'jun'cai'yong
樱木手作小直,ying'mu'shou'zuo'xiao'zhi
营区,ying'qu
营哨,ying'shao
鹰视宝,ying'shi'bao
鹰视宝安防,ying'shi'bao'an'fang
鹰视宝监控,ying'shi'bao'jian'kong
鹰视宝网站,ying'shi'bao'wang'zhan
营卫生所,ying'wei'sheng'suo
影像地图,ying'xiang'di'tu
影响下,ying'xiang'xia
影响因素,ying'xiang'yin'su
英雄模范奖章,ying'xiong'mo'fan'jiang'zhang
鹰扬府,ying'yang'fu
鹰扬郎将,ying'yang'lang'jiang
应用地雷,ying'yong'di'lei
应用技术卫星,ying'yong'ji'shu'wei'xing
应用射击,ying'yong'she'ji
应用水雷,ying'yong'shui'lei
英勇牺牲,ying'yong'xi'sheng
应用训练,ying'yong'xun'lian
鹰羽,ying'yu
应运而生,ying'yun'er'sheng
应战书,ying'zhan'shu
营长,ying'zhang
应征公民,ying'zheng'gong'min
硬指标,ying'zhi'biao
硬指标摧毁力,ying'zhi'biao'cui'hui'li
永备,yong'bei
永备发射点,yong'bei'fa'she'dian
永备工事,yong'bei'gong'shi
永备火力点,yong'bei'huo'li'dian
永备机场,yong'bei'ji'chang
永备筑城,yong'bei'zhu'cheng
用而示之不用,yong'er'shi'zhi'bu'yong
用精铁制作,yong'jing'tie'zhi'zuo
永久车场,yong'jiu'che'chang
永久修复,yong'jiu'xiu'fu
拥军优属,yong'jun'you'shu
用枪,yong'qiang
勇士,yong'shi
勇挑重担,yong'tiao'zhong'dan
用以临敌,yong'yi'lin'di
勇于竞争,yong'yu'jing'zheng
勇于拼搏,yong'yu'pin'bo
拥政爱民,yong'zheng'ai'min
拥政爱民月,yong'zheng'ai'min'yue
用之必败,yong'zhi'bi'bai
用之必胜,yong'zhi'bi'sheng
由岸到岸,you'an'dao'an
油船,you'chuan
优待,you'dai
铀弹,you'dan
诱敌深入,you'di'shen'ru
诱敌退军,you'di'tui'jun
游动,you'dong
游动火力,you'dong'huo'li
游动炮,you'dong'pao
游动哨,you'dong'shao
游动射击,you'dong'she'ji
游动坦克,you'dong'tan'ke
优抚制度,you'fu'zhi'du
有功人员,you'gong'ren'yuan
铀合金,you'he'jin
铀合金穿甲弹,you'he'jin'chuan'jia'dan
游击队,you'ji'dui
游击队员,you'ji'dui'yuan
游击区,you'ji'qu
邮寄送达,you'ji'song'da
游击战,you'ji'zhan
游击战争,you'ji'zhan'zheng
由舰到岸,you'jian'dao'an
有禁则止,you'jin'ze'zhi
友军,you'jun
有控火箭,you'kong'huo'jian
铀矿地质,you'kuang'di'zhi
铀矿地质勘探,you'kuang'di'zhi'kan'tan
由来最古,you'lai'zui'gu
有利速度,you'li'su'du
有利阵位,you'li'zhen'wei
油料更生,you'liao'geng'sheng
油料供应标准,you'liao'gong'ying'biao'zhun
油料供应站,you'liao'gong'ying'zhan
油料回收,you'liao'hui'shou
油料基数,you'liao'ji'shu
油料基数里程,you'liao'ji'shu'li'cheng
油料价拨供应,you'liao'jia'bo'gong'ying
油料器材,you'liao'qi'cai
油料勤务,you'liao'qin'wu
油料实物供应,you'liao'shi'wu'gong'ying
油料输送,you'liao'shu'song
油料消耗系数,you'liao'xiao'hao'xi'shu
油料消耗限额,you'liao'xiao'hao'xian'e
油料携行量,you'liao'xie'xing'liang
油料指标,you'liao'zhi'biao
油料自然损耗,you'liao'zi'ran'sun'hao
有令则行,you'ling'ze'xing
右龙武军,you'long'wu'jun
有美国,you'mei'guo
由敏感元件,you'min'gan'yuan'jian
又莫,you'mo
有人身危险,you'ren'shen'wei'xian
有人增音站,you'ren'zeng'yin'zhan
又三月而后已,you'san'yue'er'hou'yi
有生力量,you'sheng'li'liang
有畏级战舰,you'wei'ji'zhan'jian
右舷,you'xian
有线电通信,you'xian'dian'tong'xin
有线电通信网,you'xian'dian'tong'xin'wang
有线电制导,you'xian'dian'zhi'dao
右舷角,you'xian'jiao
有线通信,you'xian'tong'xin
有限元素,you'xian'yuan'su
有限战争,you'xian'zhan'zheng
有线制导,you'xian'zhi'dao
有线指令制导,you'xian'zhi'ling'zhi'dao
有效部位,you'xiao'bu'wei
有效毁伤幅员,you'xiao'hui'shang'fu'yuan
有效火力半径,you'xiao'huo'li'ban'jing
有效杀伤,you'xiao'sha'shang
有效杀伤半径,you'xiao'sha'shang'ban'jing
有效杀伤幅员,you'xiao'sha'shang'fu'yuan
有效杀伤距离,you'xiao'sha'shang'ju'li
有效射程,you'xiao'she'cheng
有效射高,you'xiao'she'gao
有效射击半径,you'xiao'she'ji'ban'jing
有效射击范围,you'xiao'she'ji'fan'wei
有效射击距离,you'xiao'she'ji'ju'li
有效斜距离,you'xiao'xie'ju'li
有效作用距离,you'xiao'zuo'yong'ju'li
有序密本作业,you'xu'mi'ben'zuo'ye
右旋膛线,you'xuan'tang'xian
右翼,you'yi
友谊关,you'yi'guan
右营,you'ying
又有许,you'you'xu
优于导弹,you'yu'dao'dan
有源,you'yuan
有源干扰,you'yuan'gan'rao
邮政企业,you'zheng'qi'ye
预备,yu'bei
预备弹药,yu'bei'dan'yao
预备队,yu'bei'dui
预备观察所,yu'bei'guan'cha'suo
预备机场,yu'bei'ji'chang
预备空降场,yu'bei'kong'jiang'chang
预备路,yu'bei'lu
预备炮兵,yu'bei'pao'bing
预备役,yu'bei'yi
预备役军官,yu'bei'yi'jun'guan
预备役师,yu'bei'yi'shi
预备役团,yu'bei'yi'tuan
预备用枪,yu'bei'yong'qiang
预备阵地,yu'bei'zhen'di
预备阵地作战,yu'bei'zhen'di'zuo'zhan
预备指挥部,yu'bei'zhi'hui'bu
预备指挥所,yu'bei'zhi'hui'suo
预定爆心,yu'ding'bao'xin
预定弹道,yu'ding'dan'dao
预定歼敌地区,yu'ding'jian'di'di'qu
预定目标,yu'ding'mu'biao
预定战场,yu'ding'zhan'chang
鱼儿沟,yu'er'gou
预防措施,yu'fang'cuo'shi
预防事故,yu'fang'shi'gu
鱼贯转,yu'guan'zhuan
于何时,yu'he'shi
迂回,yu'hui
迂回包围,yu'hui'bao'wei
迂回路,yu'hui'lu
迂回线,yu'hui'xian
迂回运输,yu'hui'yun'shu
禹剑,yu'jian
预警,yu'jing
预警机,yu'jing'ji
预警雷达,yu'jing'lei'da
预警探测,yu'jing'tan'ce
预警卫星,yu'jing'wei'xing
预警系统,yu'jing'xi'tong
欲救故打,yu'jiu'gu'da
玉具剑,yu'ju'jian
预科,yu'ke
鱼雷,yu'lei
鱼雷攻击,yu'lei'gong'ji
鱼雷攻击雷达,yu'lei'gong'ji'lei'da
鱼雷快艇,yu'lei'kuai'ting
鱼雷潜艇,yu'lei'qian'ting
鱼雷潜艇部队,yu'lei'qian'ting'bu'dui
鱼雷提前量,yu'lei'ti'qian'liang
鱼雷艇,yu'lei'ting
于栗磾,yu'li'di
雨裂,yu'lie
羽林,yu'lin
浴马于津,yu'ma'yu'jin
玉门关,yu'men'guan
余年里,yu'nian'li
预期命中点,yu'qi'ming'zhong'dian
与枪要,yu'qiang'yao
余秋里,yu'qiu'li
遇上风雨,yu'shang'feng'yu
预设埋伏,yu'she'mai'fu
预设战场,yu'she'zhan'chang
预审处,yu'shen'chu
于是击发枪,yu'shi'ji'fa'qiang
驭手,yu'shou
欲退先攻,yu'tui'xian'gong
淤陷,yu'xian
预先号令,yu'xian'hao'ling
预先火力准备,yu'xian'huo'li'zhun'bei
预先警报,yu'xian'jing'bao
预先决心,yu'xian'jue'xin
预先通信指示,yu'xian'tong'xin'zhi'shi
预先展开,yu'xian'zhan'kai
育新花园,yu'xin'hua'yuan
雨燕,yu'yan
预演,yu'yan
语言通信,yu'yan'tong'xin
予以配合,yu'yi'pei'he
予以协助,yu'yi'xie'zhu
预制构件,yu'zhi'gou'jian
于仲文,yu'zhong'wen
宇宙飞船,yu'zhou'fei'chuan
宇宙火箭,yu'zhou'huo'jian
宇宙速度,yu'zhou'su'du
宇宙通信,yu'zhou'tong'xin
宇宙战略,yu'zhou'zhan'lue
缘材,yuan'cai
元朝兵制,yuan'chao'bing'zhi
远程打击,yuan'cheng'da'ji
远程导弹,yuan'cheng'dao'dan
远程航空兵,yuan'cheng'hang'kong'bing
远程轰炸机,yuan'cheng'hong'zha'ji
远程行军,yuan'cheng'xing'jun
远程巡逻,yuan'cheng'xun'luo
元从禁军,yuan'cong'jin'jun
远地点,yuan'di'dian
远地点高度,yuan'di'dian'gao'du
原地射击,yuan'di'she'ji
原地转弯,yuan'di'zhuan'wan
远而示之近,yuan'er'shi'zhi'jin
远方空情,yuan'fang'kong'qing
远方情报,yuan'fang'qing'bao
圆概率偏差,yuan'gai'lv'pian'cha
圆公算偏差,yuan'gong'suan'pian'cha
圆轨道,yuan'gui'dao
远海,yuan'hai
远航,yuan'hang
远航训练,yuan'hang'xun'lian
原件,yuan'jian
原件修理,yuan'jian'xiu'li
远界,yuan'jie
远近结合,yuan'jin'jie'he
圆径,yuan'jing
圆精用不滞,yuan'jing'yong'bu'zhi
远距,yuan'ju
远距导航台,yuan'ju'dao'hang'tai
远距离,yuan'ju'li
远距离通信,yuan'ju'li'tong'xin
原始材料,yuan'shi'cai'liao
远输则百姓贫,yuan'shu'ze'bai'xing'pin
圆台堡,yuan'tai'bao
院校工作条例,yuan'xiao'gong'zuo'tiao'li
院校体制,yuan'xiao'ti'zhi
院校训练,yuan'xiao'xun'lian
原型机,yuan'xing'ji
原有名称,yuan'you'ming'cheng
远战,yuan'zhan
远战火力,yuan'zhan'huo'li
远战武器,yuan'zhan'wu'qi
圆周射界,yuan'zhou'she'jie
原子弹,yuan'zi'dan
原子弹空投,yuan'zi'dan'kong'tou
原子核反应,yuan'zi'he'fan'ying
原子核能,yuan'zi'he'neng
原子能,yuan'zi'neng
原子武器,yuan'zi'wu'qi
袁宗焕,yuan'zong'huan
越八剑,yue'ba'jian
月棒,yue'bang
月表,yue'biao
阅兵式,yue'bing'shi
约法三章,yue'fa'san'zhang
月歌,yue'ge
月光,yue'guang
越海侦察,yue'hai'zhen'cha
越壕宽,yue'hao'kuan
越级补给,yue'ji'bu'gei
越级通信,yue'ji'tong'xin
越级指挥,yue'ji'zhi'hui
岳家枪法,yue'jia'qiang'fa
跃进距离,yue'jin'ju'li
越境,yue'jing
越军,yue'jun
约军愚敌,yue'jun'yu'di
约克城级,yue'ke'cheng'ji
越骑,yue'qi
约束措施,yue'shu'cuo'shi
越五剑,yue'wu'jian
约相当于,yue'xiang'dang'yu
越野机动发射,yue'ye'ji'dong'fa'she
越野机动性,yue'ye'ji'dong'xing
越野轮胎,yue'ye'lun'tai
月夜射击,yue'ye'she'ji
越野速度,yue'ye'su'du
越野训练,yue'ye'xun'lian
乐毅,yue'yi
越战纪念版,yue'zhan'ji'nian'ban
越障跨壕,yue'zhang'kua'hao
运兵,yun'bing
运动保障,yun'dong'bao'zhang
运动保障队,yun'dong'bao'zhang'dui
运动步枪,yun'dong'bu'qiang
运动防御,yun'dong'fang'yu
运动目标,yun'dong'mu'biao
运动速度,yun'dong'su'du
运动体,yun'dong'ti
运动通信,yun'dong'tong'xin
运动要素,yun'dong'yao'su
运动战,yun'dong'zhan
运动战战役,yun'dong'zhan'zhan'yi
运动之敌,yun'dong'zhi'di
运河,yun'he
云迹区,yun'ji'qu
云龙型,yun'long'xing
云上飞行,yun'shang'fei'xing
运输船,yun'shu'chuan
运输管理,yun'shu'guan'li
运输航空兵,yun'shu'hang'kong'bing
运输机,yun'shu'ji
运输空降兵,yun'shu'kong'jiang'bing
运输勤务,yun'shu'qin'wu
运水工具,yun'shui'gong'ju
云下飞行,yun'xia'fei'xing
运行量,yun'xing'liang
运行序列,yun'xing'xu'lie
允许浓度,yun'xu'nong'du
运载工具,yun'zai'gong'ju
运载火箭,yun'zai'huo'jian
杂波,za'bo
杂波干扰,za'bo'gan'rao
载波,zai'bo
载波机,zai'bo'ji
载波机务站,zai'bo'ji'wu'zhan
载波站,zai'bo'zhan
在不太长,zai'bu'tai'chang
再次出动,zai'ci'chu'dong
再次出动准备,zai'ci'chu'dong'zhun'bei
载弹量,zai'dan'liang
在导致,zai'dao'zhi
在发射速度,zai'fa'she'su'du
灾害天气,zai'hai'tian'qi
灾害性天气,zai'hai'xing'tian'qi
在航率,zai'hang'lv
载机,zai'ji
在基本上,zai'ji'ben'shang
在嘉靖,zai'jia'jing
在剿捕,zai'jiao'bu
载人飞船,zai'ren'fei'chuan
再入大气层,zai'ru'da'qi'ceng
再入段,zai'ru'duan
再入轨道,zai'ru'gui'dao
再入角,zai'ru'jiao
再入速度,zai'ru'su'du
在一个,zai'yi'ge
载运淡水,zai'yun'dan'shui
在职训练,zai'zhi'xun'lian
暂缓执行,zan'huan'zhi'xing
暂行编制,zan'xing'bian'zhi
暂驻轨道,zan'zhu'gui'dao
凿凌埋车,zao'ling'mai'che
早期核辐射,zao'qi'he'fu'she
早期生产型,zao'qi'sheng'chan'xing
早期疏散,zao'qi'shu'san
噪声干扰机,zao'sheng'gan'rao'ji
噪声声纳,zao'sheng'sheng'na
凿式打磨,zao'shi'da'mo
凿岩爆破,zao'yan'bao'po
遭遇战斗,zao'yu'zhan'dou
则军士惑矣,ze'jun'shi'huo'yi
则军士疑矣,ze'jun'shi'yi'yi
责令改正,ze'ling'gai'zheng
责令其退场,ze'ling'qi'tui'chang
责令停产停业,ze'ling'ting'chan'ting'ye
责令停止活动,ze'ling'ting'zhi'huo'dong
则内外之费,ze'nei'wai'zhi'fei
责任区,ze'ren'qu
责任支付,ze'ren'zhi'fu
泽战,ze'zhan
增编,zeng'bian
增强塑料,zeng'qiang'su'liao
增强作战能力,zeng'qiang'zuo'zhan'neng'li
增压风扇,zeng'ya'feng'shan
增音站,zeng'yin'zhan
增援,zeng'yuan
诈败诱敌,zha'bai'you'di
炸弹,zha'dan
炸点,zha'dian
炸点偏差,zha'dian'pian'cha
炸高,zha'gao
炸毁,zha'hui
炸毁弹体,zha'hui'dan'ti
炸坑爆破器,zha'keng'bao'po'qi
扎枪,zha'qiang
扎枪又有,zha'qiang'you'you
闸瓦钎,zha'wa'qian
扎为主,zha'wei'zhu
诈降,zha'xiang
诈降懈敌,zha'xiang'xie'di
诈降真迎,zha'xiang'zhen'ying
炸药,zha'yao
炸药包,zha'yao'bao
扎寨泄军机,zha'zhai'xie'jun'ji
窄轨,zhai'gui
战报,zhan'bao
战备,zhan'bei
战备等级,zhan'bei'deng'ji
战备公路,zhan'bei'gong'lu
战备观念,zhan'bei'guan'nian
战备计划,zhan'bei'ji'hua
战备检查,zhan'bei'jian'cha
战备器材基数,zhan'bei'qi'cai'ji'shu
战备任务,zhan'bei'ren'wu
战备坦克,zhan'bei'tan'ke
战备行军,zhan'bei'xing'jun
战备训练,zhan'bei'xun'lian
战备运输方案,zhan'bei'yun'shu'fang'an
战备值班,zhan'bei'zhi'ban
战备值班部队,zhan'bei'zhi'ban'bu'dui
战备制度,zhan'bei'zhi'du
战备状态,zhan'bei'zhuang'tai
战场,zhan'chang
战场鼓动,zhan'chang'gu'dong
战场观察,zhan'chang'guan'cha
战场管理,zhan'chang'guan'li
战场机动,zhan'chang'ji'dong
战场纪律,zhan'chang'ji'lv
战场建设,zhan'chang'jian'she
战场勘察,zhan'chang'kan'cha
战场快报,zhan'chang'kuai'bao
战场练兵,zhan'chang'lian'bing
战场内追击,zhan'chang'nei'zhui'ji
战场派遣,zhan'chang'pai'qian
战场起义,zhan'chang'qi'yi
战场勤务,zhan'chang'qin'wu
战场上,zhan'chang'shang
战场外追击,zhan'chang'wai'zhui'ji
战场信息,zhan'chang'xin'xi
战场修理,zhan'chang'xiu'li
战场侦察雷达,zhan'chang'zhen'cha'lei'da
战场准备,zhan'chang'zhun'bei
战地群众工作,zhan'di'qun'zhong'gong'zuo
战斗,zhan'dou
战斗报告,zhan'dou'bao'gao
战斗保险期,zhan'dou'bao'xian'qi
战斗保障,zhan'dou'bao'zhang
战斗保障计划,zhan'dou'bao'zhang'ji'hua
战斗保障指示,zhan'dou'bao'zhang'zhi'shi
战斗编成,zhan'dou'bian'cheng
战斗编组,zhan'dou'bian'zu
战斗部,zhan'dou'bu
战斗部队,zhan'dou'bu'dui
战斗部分,zhan'dou'bu'fen
战斗车辆,zhan'dou'che'liang
战斗出动,zhan'dou'chu'dong
战斗出动率,zhan'dou'chu'dong'lv
战斗出动强度,zhan'dou'chu'dong'qiang'du
战斗村,zhan'dou'cun
战斗弹,zhan'dou'dan
战斗刀,zhan'dou'dao
战斗动员,zhan'dou'dong'yuan
战斗动作,zhan'dou'dong'zuo
战斗队,zhan'dou'dui
战斗队形,zhan'dou'dui'xing
战斗发起,zhan'dou'fa'qi
战斗发射,zhan'dou'fa'she
战斗飞行,zhan'dou'fei'xing
战斗飞行时间,zhan'dou'fei'xing'shi'jian
战斗分界线,zhan'dou'fen'jie'xian
战斗工兵,zhan'dou'gong'bing
战斗工程保障,zhan'dou'gong'cheng'bao'zhang
战斗工事,zhan'dou'gong'shi
战斗航路,zhan'dou'hang'lu
战斗号码,zhan'dou'hao'ma
战斗轰炸机,zhan'dou'hong'zha'ji
战斗化后勤,zhan'dou'hua'hou'qin
战斗活动,zhan'dou'huo'dong
战斗活动时间,zhan'dou'huo'dong'shi'jian
战斗机部队,zhan'dou'ji'bu'dui
战斗机生产商,zhan'dou'ji'sheng'chan'shang
战斗集体,zhan'dou'ji'ti
战斗机形成,zhan'dou'ji'xing'cheng
战斗机组成,zhan'dou'ji'zu'cheng
战斗舰艇,zhan'dou'jian'ting
战斗舰艇部队,zhan'dou'jian'ting'bu'dui
战斗间隙,zhan'dou'jian'xi
战斗减员,zhan'dou'jian'yuan
战斗经过,zhan'dou'jing'guo
战斗经过图,zhan'dou'jing'guo'tu
战斗警戒,zhan'dou'jing'jie
战斗类车辆,zhan'dou'lei'che'liang
战斗力,zhan'dou'li
战斗名词,zhan'dou'ming'ci
战斗命令,zhan'dou'ming'ling
战斗起飞,zhan'dou'qi'fei
战斗勤务训练,zhan'dou'qin'wu'xun'lian
战斗全重,zhan'dou'quan'zhong
战斗射击,zhan'dou'she'ji
战斗射速,zhan'dou'she'su
战斗室,zhan'dou'shi
战斗实施,zhan'dou'shi'shi
战斗实施阶段,zhan'dou'shi'shi'jie'duan
战斗手枪,zhan'dou'shou'qiang
战斗损耗,zhan'dou'sun'hao
战斗损失,zhan'dou'sun'shi
战斗条令,zhan'dou'tiao'ling
战斗跳伞,zhan'dou'tiao'san
战斗统计,zhan'dou'tong'ji
战斗网电台,zhan'dou'wang'dian'tai
战斗文书,zhan'dou'wen'shu
战斗线,zhan'dou'xian
战斗详报,zhan'dou'xiang'bao
战斗效率指标,zhan'dou'xiao'lv'zhi'biao
战斗性能,zhan'dou'xing'neng
战斗序列,zhan'dou'xu'lie
战斗要报,zhan'dou'yao'bao
战斗英雄,zhan'dou'ying'xiong
战斗员,zhan'dou'yuan
战斗侦察,zhan'dou'zhen'cha
战斗指挥,zhan'dou'zhi'hui
战斗之具,zhan'dou'zhi'ju
战斗中,zhan'dou'zhong
战斗重量,zhan'dou'zhong'liang
战斗转场,zhan'dou'zhuan'chang
战斗准备,zhan'dou'zhun'bei
战斗准备阶段,zhan'dou'zhun'bei'jie'duan
战斗自动刀,zhan'dou'zi'dong'dao
战斗作风,zhan'dou'zuo'feng
战防炮,zhan'fang'pao
战费,zhan'fei
站岗,zhan'gang
战果,zhan'guo
战剂,zhan'ji
战机,zhan'ji
战绩,zhan'ji
站间,zhan'jian
战救药材基数,zhan'jiu'yao'cai'ji'shu
展开地区,zhan'kai'de'qu
展开点,zhan'kai'dian
展开区,zhan'kai'qu
展宽频段,zhan'kuan'pin'duan
战况通报,zhan'kuang'tong'bao
战例,zhan'li
战例教育,zhan'li'jiao'yu
战例研究,zhan'li'yan'jiu
战列舰,zhan'lie'jian
占领阵地,zhan'ling'zhen'di
湛卢,zhan'lu
战略,zhan'lue
战略包围,zhan'lue'bao'wei
战略步骤,zhan'lue'bu'zhou
战略储备,zhan'lue'chu'bei
战略措施,zhan'lue'cuo'shi
战略单位,zhan'lue'dan'wei
战略导弹,zhan'lue'dao'dan
战略导弹潜艇,zhan'lue'dao'dan'qian'ting
战略地位,zhan'lue'di'wei
战略反攻,zhan'lue'fan'gong
战略方向,zhan'lue'fang'xiang
战略防御,zhan'lue'fang'yu
战略方针,zhan'lue'fang'zhen
战略核武器,zhan'lue'he'wu'qi
战略后方,zhan'lue'hou'fang
战略后方机场,zhan'lue'hou'fang'ji'chang
战略基地,zhan'lue'ji'di
战略机动,zhan'lue'ji'dong
战略家,zhan'lue'jia
战略价值,zhan'lue'jia'zhi
战略阶段,zhan'lue'jie'duan
战略进攻,zhan'lue'jin'gong
战略决策,zhan'lue'jue'ce
战略决战,zhan'lue'jue'zhan
战略空降,zhan'lue'kong'jiang
战略论,zhan'lue'lun
战略名词,zhan'lue'ming'ci
战略内线,zhan'lue'nei'xian
战略守势,zhan'lue'shou'shi
战略思想,zhan'lue'si'xiang
战略突击,zhan'lue'tu'ji
战略突破,zhan'lue'tu'po
战略突袭,zhan'lue'tu'xi
战略退却,zhan'lue'tui'que
战略外线,zhan'lue'wai'xian
战略伪装,zhan'lue'wei'zhuang
战略武器,zhan'lue'wu'qi
战略物资,zhan'lue'wu'zi
战略相持,zhan'lue'xiang'chi
战略消耗,zhan'lue'xiao'hao
战略形势,zhan'lue'xing'shi
战略性战役,zhan'lue'xing'zhan'yi
