啊啊啊,a'a'a
石鞭巨钳蝎,shi'bian'ju'qian'xie
食辨劳薪,shi'bian'lao'xin
石鞭掠夺者,shi'bian'lue'duo'zhe
石鞭掠夺者之刺,shi'bian'lue'duo'zhe'zhi'ci
石边双刃刀,shi'bian'shuang'ren'dao
十变五化,shi'bian'wu'hua
石鞭蝎之刺,shi'bian'xie'zhi'ci
示贬于褒,shi'bian'yu'bao
示贬於褒,shi'bian'yu'bao
士别三日,shi'bie'san'ri
士别三日当刮目相待,shi'bie'san'ri'dang'gua'mu'xiang'dai
士别三日刮目相待,shi'bie'san'ri'gua'mu'xiang'dai
识别型,shi'bie'xing
十病九痛,shi'bing'jiu'tong
示波器,shi'bo'qi
石布,shi'bu
食不充肠,shi'bu'chong'chang
食不充饥,shi'bu'chong'ji
食不充口,shi'bu'chong'kou
十不当一,shi'bu'dang'yi
市不二价,shi'bu'er'jia
食不二味,shi'bu'er'wei
十步芳草,shi'bu'fang'cao
食不甘味,shi'bu'gan'wei
事不关己,shi'bu'guan'ji
事不关己高高挂起,shi'bu'guan'ji'gao'gao'gua'qi
食不果腹,shi'bu'guo'fu
事不过三,shi'bu'guo'san
食不餬口,shi'bu'hu'kou
食不遑味,shi'bu'huang'wei
食不兼肉,shi'bu'jian'rou
食不兼味,shi'bu'jian'wei
史不绝书,shi'bu'jue'shu
势不可当,shi'bu'ke'dang
势不可挡,shi'bu'ke'dang
势不可遏,shi'bu'ke'e
时不可失,shi'bu'ke'shi
食不累味,shi'bu'lei'wei
势不两存,shi'bu'liang'cun
势不两立,shi'bu'liang'li
食不求甘,shi'bu'qiu'gan
事不师古,shi'bu'shi'gu
时不我待,shi'bu'wo'dai
时不我与,shi'bu'wo'yu
食不暇饱,shi'bu'xia'bao
食不下咽,shi'bu'xia'yan
十步香草,shi'bu'xiang'cao
十步香车,shi'bu'xiang'che
实不相瞒,shi'bu'xiang'man
矢不虚发,shi'bu'xu'fa
食不厌精,shi'bu'yan'jing
食不厌精脍不厌细,shi'bu'yan'jing'kuai'bu'yan'xi
事不宜迟,shi'bu'yi'chi
事不有余,shi'bu'you'yu
失不再来,shi'bu'zai'lai
时不再来,shi'bu'zai'lai
食不知味,shi'bu'zhi'wei
食不重肉,shi'bu'zhong'rou
食不重味,shi'bu'zhong'wei
恃才傲物,shi'cai'ao'wu
视财如命,shi'cai'ru'ming
适材适所,shi'cai'shi'suo
適材適所,shi'cai'shi'suo
识才尊贤,shi'cai'zun'xian
实参,shi'can
视参考点,shi'can'kao'dian
时槽,shi'cao
时槽间隔,shi'cao'jian'ge
视差梯度,shi'cha'ti'du
失常,shi'chang
诗肠鼓吹,shi'chang'gu'chui
市场区,shi'chang'qu
市场邮箱钥匙,shi'chang'you'xiang'yao'shi
石沉大海,shi'chen'da'hai
拾陈蹈故,shi'chen'dao'gu
十成九稳,shi'cheng'jiu'wen
势成骑虎,shi'cheng'qi'hu
石城汤池,shi'cheng'tang'chi
石赤不夺,shi'chi'bu'duo
尸虫,shi'chong
时绌举盈,shi'chu'ju'ying
时绌举赢,shi'chu'ju'ying
虱处裈中,shi'chu'kun'zhong
师出无名,shi'chu'wu'ming
事出无奈,shi'chu'wu'nai
师出有名,shi'chu'you'ming
事出有因,shi'chu'you'yin
十传百,shi'chuan'bai
视窗操作系统,shi'chuang'cao'zuo'xi'tong
石槌,shi'chui
石锤,shi'chui
石槌废墟,shi'chui'fei'xu
侍从的徽记,shi'cong'de'hui'ji
侍从之弓,shi'cong'zhi'gong
试凑搜索,shi'cou'sou'suo
豕窜狼逋,shi'cuan'lang'bu
实存状态,shi'cun'zhuang'tai
十大孝子,shi'da'xiao'zi
式打印,shi'da'yin
拾带重还,shi'dai'chong'huan
世代书香,shi'dai'shu'xiang
势单力孤,shi'dan'li'gu
视丹如绿,shi'dan'ru'lv
适当其冲,shi'dang'qi'chong
適当其冲,shi'dang'qi'chong
适当其时,shi'dang'qi'shi
適当其时,shi'dang'qi'shi
适当自动化,shi'dang'zi'dong'hua
失道寡助,shi'dao'gua'zhu
世道人情,shi'dao'ren'qing
世道人心,shi'dao'ren'xin
市道之交,shi'dao'zhi'jiao
师道尊严,shi'dao'zun'yan
适得其反,shi'de'qi'fan
適得其反,shi'de'qi'fan
湿地,shi'di
湿地鳄鱼幼崽,shi'di'e'yu'you'zai
史蒂文,shi'di'wen
实地址,shi'di'zhi
视点,shi'dian
十冬腊月,shi'dong'la'yue
舐犊情深,shi'du'qing'shen
舐犊之爱,shi'du'zhi'ai
石盾,shi'dun
石盾披风,shi'dun'pi'feng
石盾术,shi'dun'shu
石盾药水,shi'dun'yao'shui
虱多不痒,shi'duo'bu'yang
拾掇无遗,shi'duo'wu'yi
石腭,shi'e
十恶不赦,shi'e'bu'she
石腭怪,shi'e'guai
释厄剑,shi'e'jian
十恶五逆,shi'e'wu'ni
施而不费,shi'er'bu'fei
食而不化,shi'er'bu'hua
视而不见,shi'er'bu'jian
视而不见听而不闻,shi'er'bu'jian'ting'er'bu'wen
十二金钗,shi'er'jin'chai
十二金牌,shi'er'jin'pai
室迩人遐,shi'er'ren'xia
室迩人遥,shi'er'ren'yao
室迩人远,shi'er'ren'yuan
十二万分,shi'er'wan'fen
识二五而不知十,shi'er'wu'er'bu'zhi'shi
十二乐坊,shi'er'yue'fang
十发十中,shi'fa'shi'zhong
施法速率,shi'fa'su'lv
始发者,shi'fa'zhe
实繁有徒,shi'fan'you'tu
实蕃有徒,shi'fan'you'tu
释放,shi'fang
释放保护,shi'fang'bao'hu
施放复仇圣印,shi'fang'fu'chou'sheng'yin
释放一致性模型,shi'fang'yi'zhi'xing'mo'xing
食方于前,shi'fang'yu'qian
施放治疗法术,shi'fang'zhi'liao'fa'shu
是非得失,shi'fei'de'shi
是非颠倒,shi'fei'dian'dao
是非分明,shi'fei'fen'ming
饰非拒谏,shi'fei'ju'jian
是非口舌,shi'fei'kou'she
是非曲直,shi'fei'qu'zhi
饰非遂过,shi'fei'sui'guo
施绯拖绿,shi'fei'tuo'lv
饰非文过,shi'fei'wen'guo
饰非掩过,shi'fei'yan'guo
饰非养过,shi'fei'yang'guo
是非只为多开口,shi'fei'zhi'wei'duo'kai'kou
是非之心,shi'fei'zhi'xin
是非自有公论,shi'fei'zi'you'gong'lun
时分复用,shi'fen'fu'yong
实分区,shi'fen'qu
豕分蛇断,shi'fen'she'duan
适逢其会,shi'feng'qi'hui
適逢其会,shi'feng'qi'hui
适逢其时,shi'feng'qi'shi
適逢其时,shi'feng'qi'shi
世风日下,shi'feng'ri'xia
十风五雨,shi'feng'wu'yu
石斧,shi'fu
食府,shi'fu
食腐虫,shi'fu'chong
食腐独行蛛,shi'fu'du'xing'zhu
释缚焚榇,shi'fu'fen'chen
石缚护腕,shi'fu'hu'wan
食腐狼,shi'fu'lang
食腐狼皮外套,shi'fu'lang'pi'wai'tao
食腐狼幼崽,shi'fu'lang'you'zai
食腐鸟,shi'fu'niao
十夫桡椎,shi'fu'rao'zhui
十夫楺椎,shi'fu'rou'zhui
石肤术,shi'fu'shu
石肤图腾,shi'fu'tu'teng
食腐者,shi'fu'zhe
食甘寝安,shi'gan'qin'an
食甘寝宁,shi'gan'qin'ning
石镐,shi'gao
势高益危,shi'gao'yi'wei
使功不如使过,shi'gong'bu'ru'shi'guo
石工长裤,shi'gong'chang'ku
石工披风,shi'gong'pi'feng
石工兄弟会之戒,shi'gong'xiong'di'hui'zhi'jie
饰垢掩疵,shi'gou'yan'ci
噬骨,shi'gu
事故变迁,shi'gu'bian'qian
食古不化,shi'gu'bu'hua
尸骨储藏所,shi'gu'chu'cang'suo
是古非今,shi'gu'fei'jin
噬骨废墟,shi'gu'fei'xu
噬骨唤魔者,shi'gu'huan'mo'zhe
蚀骨灰,shi'gu'hui
噬骨毁灭者,shi'gu'hui'mie'zhe
势孤力薄,shi'gu'li'bo
噬骨掠夺者,shi'gu'lue'duo'zhe
食古如鲠,shi'gu'ru'geng
噬骨铁针,shi'gu'tie'zhen
噬骨者,shi'gu'zhe
时乖命蹇,shi'guai'ming'jian
使乖弄巧,shi'guai'nong'qiao
时乖运舛,shi'guai'yun'chuan
时乖运乖,shi'guai'yun'guai
时乖运蹇,shi'guai'yun'jian
时乖运拙,shi'guai'yun'zhuo
饰怪装奇,shi'guai'zhuang'qi
石罐,shi'guan
士官长的板甲护腕,shi'guan'zhang'de'ban'jia'hu'wan
士官长的链甲护腕,shi'guan'zhang'de'lian'jia'hu'wan
士官长的龙皮护腕,shi'guan'zhang'de'long'pi'hu'wan
士官长的皮甲护腕,shi'guan'zhang'de'pi'jia'hu'wan
士官长的丝质护腕,shi'guan'zhang'de'si'zhi'hu'wan
时光寄生虫,shi'guang'ji'sheng'chong
尸光胫甲,shi'guang'jing'jia
时光守护者,shi'guang'shou'hu'zhe
十光五色,shi'guang'wu'se
时光之穴,shi'guang'zhi'xue
石龟丹,shi'gui'dan
石棍,shi'gun
屎滚尿流,shi'gun'niao'liu
事过境迁,shi'guo'jing'qian
时过境迁,shi'guo'jing'qian
事过情迁,shi'guo'qing'qian
誓海盟山,shi'hai'meng'shan
豕亥鱼鲁,shi'hai'yu'lu
时寒冰,shi'han'bing
十寒一暴,shi'han'yi'pu
十行俱下,shi'hang'ju'xia
施号发令,shi'hao'fa'ling
石河,shi'he
时和年丰,shi'he'nian'feng
时和岁丰,shi'he'sui'feng
时和岁稔,shi'he'sui'ren
势合形离,shi'he'xing'li
事核言直,shi'he'yan'zhi
尸横遍野,shi'heng'bian'ye
时亨运泰,shi'heng'yun'tai
石吼卫士,shi'hou'wei'shi
石喉蜥蜴,shi'hou'xi'yi
石吼勇士,shi'hou'yong'shi
石吼战士,shi'hou'zhan'shi
石吼之王,shi'hou'zhi'wang
狮吼重甲,shi'hou'zhong'jia
事后诸葛亮,shi'hou'zhu'ge'liang
世虎,shi'hu
豕虎传讹,shi'hu'chuan'e
石化,shi'hua
尸化的厉鳞鱼人,shi'hua'de'li'lin'yu'ren
石花法杖,shi'hua'fa'zhang
石化甲虫,shi'hua'jia'chong
石化树皮护手,shi'hua'shu'pi'hu'shou
石化武器,shi'hua'wu'qi
石化蜥蜴,shi'hua'xi'yi
石化蜥蜴的骨头,shi'hua'xi'yi'de'gu'tou
石化蜥蜴皮裤,shi'hua'xi'yi'pi'ku
石化蜥蜴之刃,shi'hua'xi'yi'zhi'ren
石化休眠,shi'hua'xiu'mian
石环,shi'huan
事缓则圆,shi'huan'ze'yuan
石荒狼,shi'huang'lang
石灰粉,shi'hui'fen
释回增美,shi'hui'zeng'mei
噬魂,shi'hun
失魂荡魄,shi'hun'dang'po
噬魂戒,shi'hun'jie
失魂落魄,shi'hun'luo'po
失魂丧胆,shi'hun'sang'dan
失魂丧魄,shi'hun'sang'po
噬魂水精,shi'hun'shui'jing
噬魂下铠,shi'hun'xia'kai
嗜魂者,shi'hun'zhe
噬魂者,shi'hun'zhe
噬魂者印记,shi'hun'zhe'yin'ji
石火电光,shi'huo'dian'guang
石火风灯,shi'huo'feng'deng
石火风烛,shi'huo'feng'zhu
石火光阴,shi'huo'guang'yin
实获我心,shi'huo'wo'xin
食藿悬鹑,shi'huo'xuan'chun
食火者,shi'huo'zhe
事火咒龙,shi'huo'zhou'long
石脊,shi'ji
实际存储页表,shi'ji'cun'chu'ye'biao
试剂袋,shi'ji'dai
世纪经贸大厦,shi'ji'jing'mao'da'sha
世济其美,shi'ji'qi'mei
噬棘食尸鬼,shi'ji'shi'shi'gui
事急无君子,shi'ji'wu'jun'zi
食饥息劳,shi'ji'xi'lao
实际页数,shi'ji'ye'shu
嗜痂成癖,shi'jia'cheng'pi
诗家三昧,shi'jia'san'mei
嗜痂之癖,shi'jia'zhi'pi
事件报告,shi'jian'bao'gao
时间变迁,shi'jian'bian'qian
事件表,shi'jian'biao
时间常数,shi'jian'chang'shu
时间重叠,shi'jian'chong'die
事件处理,shi'jian'chu'li
时间戳,shi'jian'chuo
事件定义语言,shi'jian'ding'yi'yu'yan
时间动作研究,shi'jian'dong'zuo'yan'jiu
事件独立性,shi'jian'du'li'xing
事件队列,shi'jian'dui'lie
事件方式,shi'jian'fang'shi
时间分片,shi'jian'fen'pian
时间服务员,shi'jian'fu'wu'yuan
时间复杂度,shi'jian'fu'za'du
时间复杂性,shi'jian'fu'za'xing
事件过滤器,shi'jian'guo'lv'qi
事件检测程序,shi'jian'jian'ce'cheng'xu
事件检测器,shi'jian'jian'ce'qi
石缄金匮,shi'jian'jin'kui
时间局部性,shi'jian'ju'bu'xing
时间看守者,shi'jian'kan'shou'zhe
事件控制块,shi'jian'kong'zhi'kuai
时间量子,shi'jian'liang'zi
时间裂隙,shi'jian'lie'xi
时间流逝,shi'jian'liu'shi
事件描述,shi'jian'miao'shu
时间佩特里网,shi'jian'pei'te'li'wang
时间片,shi'jian'pian
时间片轮转,shi'jian'pian'lun'zhuan
时间谱系,shi'jian'pu'xi
事件驱动,shi'jian'qu'dong
事件驱动程序,shi'jian'qu'dong'cheng'xu
事件驱动任务调度,shi'jian'qu'dong'ren'wu'diao'du
事件驱动语言,shi'jian'qu'dong'yu'yan
事件驱动执行程序,shi'jian'qu'dong'zhi'xing'cheng'xu
时间守望者,shi'jian'shou'wang'zhe
时间停止,shi'jian'ting'zhi
时间同步问题,shi'jian'tong'bu'wen'ti
石箭头,shi'jian'tou
事件系统,shi'jian'xi'tong
时间序列模型,shi'jian'xu'lie'mo'xing
实践学习,shi'jian'xue'xi
时间延迟,shi'jian'yan'chi
事件依赖性,shi'jian'yi'lai'xing
时间有界图灵机,shi'jian'you'jie'tu'ling'ji
事件源,shi'jian'yuan
时间约束,shi'jian'yue'shu
时间之步,shi'jian'zhi'bu
时间之穴,shi'jian'zhi'xue
石匠区,shi'jiang'qu
逝将去汝,shi'jiang'qu'ru
十浆五馈,shi'jiang'wu'kui
石窖,shi'jiao
石角,shi'jiao
豕交兽畜,shi'jiao'shou'chu
示教学习,shi'jiao'xue'xi
世界放大器,shi'jie'fang'da'qi
世界防务,shi'jie'fang'wu
世界防务频道,shi'jie'fang'wu'pin'dao
事捷功倍,shi'jie'gong'bei
失节事大,shi'jie'shi'da
世界事件,shi'jie'shi'jian
视界术,shi'jie'shu
世界知识,shi'jie'zhi'shi
世界之树,shi'jie'zhi'shu
世界之树的嫩枝,shi'jie'zhi'shu'de'nen'zhi
世界坐标,shi'jie'zuo'biao
世界坐标系,shi'jie'zuo'biao'xi
拾金不昧,shi'jin'bu'mei
施衿结褵,shi'jin'jie'li
试金石,shi'jin'shi
十进制,shi'jin'zhi
十进制数字,shi'jin'zhi'shu'zi
石靖,shi'jing
失惊打怪,shi'jing'da'guai
失惊倒怪,shi'jing'dao'guai
虱胫虮肝,shi'jing'ji'gan
失精落彩,shi'jing'luo'cai
市井无赖,shi'jing'wu'lai
市井小人,shi'jing'xiao'ren
市井之臣,shi'jing'zhi'chen
市井之徒,shi'jing'zhi'tu
狮鹫,shi'jiu
狮鹫长羽,shi'jiu'chang'yu
诗酒风流,shi'jiu'feng'liu
狮鹫笼,shi'jiu'long
使酒骂座,shi'jiu'ma'zuo
诗酒朋侪,shi'jiu'peng'chai
尸鸠之平,shi'jiu'zhi'ping
狮鹫之翼,shi'jiu'zhi'yi
尸居龙见,shi'ju'long'xian
适居其反,shi'ju'qi'fan
適居其反,shi'ju'qi'fan
石巨兽,shi'ju'shou
尸居余气,shi'ju'yu'qi
视觉,shi'jue
视觉模型,shi'jue'mo'xing
势均力敌,shi'jun'li'di
舐糠及米,shi'kang'ji'mi
十拷九棒,shi'kao'jiu'bang
石壳盾牌,shi'ke'dun'pai
适可而止,shi'ke'er'zhi
適可而止,shi'ke'er'zhi
蚀刻肩铠,shi'ke'jian'kai
蚀刻胫甲,shi'ke'jing'jia
是可忍,shi'ke'ren
是可忍孰不可忍,shi'ke'ren'shu'bu'ke'ren
士可杀,shi'ke'sha
士可杀不可辱,shi'ke'sha'bu'ke'ru
失控,shi'kong
时空裂隙,shi'kong'lie'xi
时空领主德亚,shi'kong'ling'zhu'de'ya
时空权衡,shi'kong'quan'heng
时空图,shi'kong'tu
视口,shi'kou
矢口抵赖,shi'kou'di'lai
矢口否认,shi'kou'fou'ren
矢口狡赖,shi'kou'jiao'lai
十口相传,shi'kou'xiang'chuan
石窟利刃,shi'ku'li'ren
石窟碎骨锤,shi'ku'sui'gu'chui
石块,shi'kuai
事宽即圆,shi'kuan'ji'yuan
事宽则圆,shi'kuan'ze'yuan
事款则圆,shi'kuan'ze'yuan
视框,shi'kuang
石矿洞,shi'kuang'dong
石盔,shi'kui
石傀儡肩铠,shi'kui'lei'jian'kai
石傀儡之盾,shi'kui'lei'zhi'dun
时来运来,shi'lai'yun'lai
时来运旋,shi'lai'yun'xuan
时来运转,shi'lai'yun'zhuan
石烂海枯,shi'lan'hai'ku
石烂江枯,shi'lan'jiang'ku
师老兵疲,shi'lao'bing'pi
师老兵破,shi'lao'bing'po
石泐海枯,shi'le'hai'ku
石棱流放者,shi'leng'liu'fang'zhe
十里长亭,shi'li'chang'ting
诗礼传家,shi'li'chuan'jia
诗礼人家,shi'li'ren'jia
十里相送,shi'li'xiang'song
实例学习,shi'li'xue'xi
十里洋场,shi'li'yang'chang
实例域,shi'li'yu
诗礼之家,shi'li'zhi'jia
识礼知书,shi'li'zhi'shu
诗礼之训,shi'li'zhi'xun
试炼,shi'lian
试炼长刀,shi'lian'chang'dao
试炼短杖,shi'lian'duan'zhang
试炼法杖,shi'lian'fa'zhang
试炼谷,shi'lian'gu
试炼竞技场,shi'lian'jing'ji'chang
试炼迅弩,shi'lian'xun'nu
矢量感应器,shi'liang'gan'ying'qi
使料所及,shi'liao'suo'ji
矢列式,shi'lie'shi
石鳞鳗,shi'lin'man
石鳞鳕鱼,shi'lin'xue'yu
石鳞鱼油,shi'lin'yu'you
噬灵,shi'ling
噬灵瘟疫,shi'ling'wen'yi
视灵药剂,shi'ling'yao'ji
食灵重靴,shi'ling'zhong'xue
十六进制,shi'liu'jin'zhi
十六进制数字,shi'liu'jin'zhi'shu'zi
屎流屁滚,shi'liu'pi'gun
食龙者高格鲁姆,shi'long'zhe'gao'ge'lu'mu
石鹿,shi'lu
石炉碉堡,shi'lu'diao'bao
石炉将领,shi'lu'jiang'ling
石炉墓地,shi'lu'mu'di
石炉哨站,shi'lu'shao'zhan
尸禄素飡,shi'lu'su'can
尸禄素餐,shi'lu'su'can
石炉统帅,shi'lu'tong'shuai
石颅头盔,shi'lu'tou'kui
始乱终弃,shi'luan'zhong'qi
石轮,shi'lun
失落的舰队,shi'luo'de'jian'dui
失落定居者,shi'luo'ding'ju'zhe
失落裂隙行者,shi'luo'lie'xi'xing'zhe
失落希望衬肩,shi'luo'xi'wang'chen'jian
失落寻隙者,shi'luo'xun'xi'zhe
失落者,shi'luo'zhe
失落之书,shi'luo'zhi'shu
食马留肝,shi'ma'liu'gan
失马塞翁,shi'ma'sai'weng
石矛,shi'mao
食毛践土,shi'mao'jian'tu
石眉,shi'mei
师门守卫,shi'men'shou'wei
噬梦者菲罗斯塔,shi'meng'zhe'fei'luo'si'ta
十米九糠,shi'mi'jiu'kang
十眠九坐,shi'mian'jiu'zuo
十面埋伏,shi'mian'mai'fu
十面埋妇,shi'mian'mai'fu
拭面容言,shi'mian'rong'yan
视民如伤,shi'min'ru'shang
视民如子,shi'min'ru'zi
市民文学,shi'min'wen'xue
实名,shi'ming
施命发号,shi'ming'fa'hao
识明智审,shi'ming'zhi'shen
尸魔,shi'mo
尸魔的血链,shi'mo'de'xue'lian
噬魔龙崽,shi'mo'long'zai
尸魔头巾,shi'mo'tou'jin
尸魔腰带,shi'mo'yao'dai
始末原由,shi'mo'yuan'you
始末缘由,shi'mo'yuan'you
石墨指环,shi'mo'zhi'huan
石母,shi'mu
石木锤,shi'mu'chui
拭目而待,shi'mu'er'dai
史穆拉,shi'mu'la
十目所视,shi'mu'suo'shi
十目所视十手所指,shi'mu'suo'shi'shi'shou'suo'zhi
拭目以待,shi'mu'yi'dai
拭目以俟,shi'mu'yi'si
噬木沼泽兽,shi'mu'zhao'ze'shou
十拿九稳,shi'na'jiu'wen
师奶,shi'nai
石南草,shi'nan'cao
石南钢剑,shi'nan'gang'jian
石楠皮靴,shi'nan'pi'xue
石楠之环,shi'nan'zhi'huan
使能,shi'neng
十年窗下,shi'nian'chuang'xia
十年读书,shi'nian'du'shu
十年寒窗,shi'nian'han'chuang
十年教训,shi'nian'jiao'xun
十年九不遇,shi'nian'jiu'bu'yu
十年磨剑,shi'nian'mo'jian
十年怕井绳,shi'nian'pa'jing'sheng
十年生聚,shi'nian'sheng'ju
十年生聚十年教训,shi'nian'sheng'ju'shi'nian'jiao'xun
十年树木,shi'nian'shu'mu
十年树木百年树人,shi'nian'shu'mu'bai'nian'shu'ren
施涅德,shi'nie'de
石牛湖,shi'niu'hu
士农工商,shi'nong'gong'shang
室怒市色,shi'nu'shi'se
侍女,shi'nv
仕女鞋,shi'nv'xie
仕女装,shi'nv'zhuang
失配,shi'pei
适配层,shi'pei'ceng
适配层控制器,shi'pei'ceng'kong'zhi'qi
适配器,shi'pei'qi
诗朋酒侣,shi'peng'jiu'lv
诗朋酒友,shi'peng'jiu'you
石皮,shi'pi
狮皮护甲,shi'pi'hu'jia
舐皮论骨,shi'pi'lun'gu
屎屁直流,shi'pi'zhi'liu
识骗,shi'pian
饰品,shi'pin
视频存储器,shi'pin'cun'chu'qi
视频点播,shi'pin'dian'bo
视频缓冲区,shi'pin'huan'chong'qu
视频会议,shi'pin'hui'yi
视频记录,shi'pin'ji'lu
视频卡,shi'pin'ka
视频模式,shi'pin'mo'shi
视频随机存储器,shi'pin'sui'ji'cun'chu'qi
视频图形阵列,shi'pin'tu'xing'zhen'lie
视频消息,shi'pin'xiao'xi
视平面,shi'ping'mian
石破,shi'po
石破天惊,shi'po'tian'jing
噬脐何及,shi'qi'he'ji
噬脐莫及,shi'qi'mo'ji
事齐事楚,shi'qi'shi'chu
噬脐无及,shi'qi'wu'ji
石钳,shi'qian
食前方丈,shi'qian'fang'zhang
石钳护手,shi'qian'hu'shou
狮千军,shi'qian'jun
史前一万年,shi'qian'yi'wan'nian
石墙,shi'qiang
石枪,shi'qiang
恃强凌弱,shi'qiang'ling'ruo
石墙峡谷,shi'qiang'xia'gu
石墙腰带,shi'qiang'yao'dai
食亲财黑,shi'qin'cai'hei
侍寝将军,shi'qin'jiang'jun
十亲九故,shi'qin'jiu'gu
十亲九眷,shi'qin'jiu'juan
势倾朝野,shi'qing'chao'ye
时清海宴,shi'qing'hai'yan
诗情画意,shi'qing'hua'yi
饰情矫行,shi'qing'jiao'xing
适情任欲,shi'qing'ren'yu
適情任欲,shi'qing'ren'yu
适情率意,shi'qing'shuai'yi
適情率意,shi'qing'shuai'yi
势倾天下,shi'qing'tian'xia
势穷力蹙,shi'qiong'li'cu
势穷力竭,shi'qiong'li'jie
势穷力屈,shi'qiong'li'qu
视区,shi'qu
时诎举赢,shi'qu'ju'ying
拾取设备,shi'qu'she'bei
石拳,shi'quan
石拳大厅,shi'quan'da'ting
石拳前哨,shi'quan'qian'shao
十全十美,shi'quan'shi'mei
石拳束带,shi'quan'shu'dai
石拳战士,shi'quan'zhan'shi
世扰俗乱,shi'rao'su'luan
石刃,shi'ren
施仁布德,shi'ren'bu'de
食人花,shi'ren'hua
食人花苗,shi'ren'hua'miao
十人九慕,shi'ren'jiu'mu
食人魔,shi'ren'mo
食人魔大王指环,shi'ren'mo'da'wang'zhi'huan
食人魔的力量珠串,shi'ren'mo'de'li'liang'zhu'chuan
食人魔的魔精珠串,shi'ren'mo'de'mo'jing'zhu'chuan
食人魔法师魔棒,shi'ren'mo'fa'shi'mo'bang
食人魔建筑物入口,shi'ren'mo'jian'zhu'wu'ru'kou
食人魔力量药剂,shi'ren'mo'li'liang'yao'ji
食人魔领袖之冠,shi'ren'mo'ling'xiu'zhi'guan
食人魔山,shi'ren'mo'shan
食人魔树,shi'ren'mo'shu
食人魔锁甲,shi'ren'mo'suo'jia
食人魔先知之拳,shi'ren'mo'xian'zhi'zhi'quan
视人如伤,shi'ren'ru'shang
视人如子,shi'ren'ru'zi
拾人涕唾,shi'ren'ti'tuo
拾人唾涕,shi'ren'tuo'ti
拾人唾余,shi'ren'tuo'yu
拾人牙慧,shi'ren'ya'hui
使人昭昭,shi'ren'zhao'zhao
失人者亡,shi'ren'zhe'wang
十日并出,shi'ri'bing'chu
时日曷丧,shi'ri'he'sang
视日如年,shi'ri'ru'nian
食日万钱,shi'ri'wan'qian
十日一水,shi'ri'yi'shui
十日一水五日一石,shi'ri'yi'shui'wu'ri'yi'shi
誓日指天,shi'ri'zhi'tian
十日之饮,shi'ri'zhi'yin
狮肉,shi'rou
食肉,shi'rou
湿肉伴干柴,shi'rou'ban'gan'chai
食肉菌,shi'rou'jun
食肉寝皮,shi'rou'qin'pi
食肉术,shi'rou'shu
视如敝屐,shi'ru'bi'ji
视如敝屣,shi'ru'bi'xi
视如草芥,shi'ru'cao'jie
视如粪土,shi'ru'fen'tu
视如寇仇,shi'ru'kou'chou
视如陌路,shi'ru'mo'lu
势如劈竹,shi'ru'pi'zhu
势如破竹,shi'ru'po'zhu
适如其分,shi'ru'qi'fen
適如其分,shi'ru'qi'fen
势如水火,shi'ru'shui'huo
视如土芥,shi'ru'tu'jie
室如县罄,shi'ru'xian'qing
室如悬磬,shi'ru'xuan'qing
室如悬罄,shi'ru'xuan'qing
视如珍宝,shi'ru'zhen'bao
史瑞夫,shi'rui'fu
视若儿戏,shi'ruo'er'xi
视若兒戏,shi'ruo'er'xi
视若路人,shi'ruo'lu'ren
势若脱兔,shi'ruo'tuo'tu
视若无睹,shi'ruo'wu'du
侍僧,shi'seng
嗜杀成性,shi'sha'cheng'xing
誓山盟海,shi'shan'meng'hai
尸山血海,shi'shan'xue'hai
世上无难事,shi'shang'wu'nan'shi
世上无难事只怕有心人,shi'shang'wu'nan'shi'zhi'pa'you'xin'ren
食少事烦,shi'shao'shi'fan
食少事繁,shi'shao'shi'fan
食蛇貂,shi'she'diao
食蛇貂王,shi'she'diao'wang
食蛇幼貂,shi'she'you'diao
石沈大海,shi'shen'da'hai
尸身项链,shi'shen'xiang'lian
食生不化,shi'sheng'bu'hua
十生九死,shi'sheng'jiu'si
释生取义,shi'sheng'qu'yi
事生肘腋,shi'sheng'zhou'ye
史诗,shi'shi
实时,shi'shi
食尸,shi'shi
实施变迁,shi'shi'bian'qian
事实标准,shi'shi'biao'zhun
实时并发操作,shi'shi'bing'fa'cao'zuo
实时操作系统,shi'shi'cao'zuo'xi'tong
实时处理,shi'shi'chu'li
识时达变,shi'shi'da'bian
识时达务,shi'shi'da'wu
十世单传,shi'shi'dan'chuan
实时多媒体,shi'shi'duo'mei'ti
施施而行,shi'shi'er'xing
是是非非,shi'shi'fei'fei
史诗飞行形态,shi'shi'fei'xing'xing'tai
豕食丐衣,shi'shi'gai'yi
食尸鬼,shi'shi'gui
食尸鬼腐气,shi'shi'gui'fu'qi
食尸鬼皮护腿,shi'shi'gui'pi'hu'tui
食尸鬼皮外套,shi'shi'gui'pi'wai'tao
食尸鬼瘟疫,shi'shi'gui'wen'yi
实施规则,shi'shi'gui'ze
史诗级宝石,shi'shi'ji'bao'shi
史诗级护目镜,shi'shi'ji'hu'mu'jing
实时计算机,shi'shi'ji'suan'ji
史诗级物品,shi'shi'ji'wu'pin
时时吉祥,shi'shi'ji'xiang
实时监控程序,shi'shi'jian'kong'cheng'xu
石室金匮,shi'shi'jin'kui
石室金鐀,shi'shi'jin'kui
十室九空,shi'shi'jiu'kong
十室九匮,shi'shi'jiu'kui
实时控制,shi'shi'kong'zhi
事实库,shi'shi'ku
失时落势,shi'shi'luo'shi
