哀情吉语本难双,ai'qing'ji'yu'ben'nan'shuang
指张载讲学关中,zhi'zhang'zai'jiang'xue'guan'zhong
指周敦颐,zhi'zhou'dun'yi
指朱熹讲学福建,zhi'zhu'xi'jiang'xue'fu'jian
众安桥行刺义士捐躯,zhong'an'qiao'xing'ci'yi'shi'juan'qu
中朝坏梁木,zhong'chao'huai'liang'mu
终朝只恨聚无多,zhong'chao'zhi'hen'ju'wu'duo
忠臣精气塞天地,zhong'chen'jing'qi'sai'tian'di
众虎同心归水泊,zhong'hu'tong'xin'gui'shui'po
锺会分兵汉中道,zhong'hui'fen'bing'han'zhong'dao
忠魂归白下,zhong'hun'gui'bai'xia
众将攻打临阳关,zhong'jiang'gong'da'lin'yang'guan
终卷,zhong'juan
终留遗恨与英雄,zhong'liu'yi'hen'yu'ying'xiong
众马快荐举叔宝,zhong'ma'kuai'jian'ju'shu'bao
终身以道为准,zhong'shen'yi'dao'wei'zhun
终身有乐处,zhong'shen'you'le'chu
终身有忧处,zhong'shen'you'you'chu
中圣人之清,zhong'sheng'ren'zhi'qing
仲氏,zhong'shi
中外荣名,zhong'wai'rong'ming
众王盟会四明山,zhong'wang'meng'hui'si'ming'shan
众降将金殿封官,zhong'xiang'jiang'jin'dian'feng'guan
中乡魁宝玉却尘缘,zhong'xiang'kui'bao'yu'que'chen'yuan
忠孝全经权,zhong'xiao'quan'jing'quan
中兴论宰执,zhong'xing'lun'zai'zhi
中兴诸将相,zhong'xing'zhu'jiang'xiang
忠宣枢禁,zhong'xuan'shu'jin
重寻五十年旧事,zhong'xun'wu'shi'nian'jiu'shi
忠义堂石碣受天文,zhong'yi'tang'shi'jie'shou'tian'wen
忠勇自天生,zhong'yong'zi'tian'sheng
中游与潇水合流后称,zhong'you'yu'xiao'shui'he'liu'hou'cheng
忠于国,zhong'yu'guo
中原羽檄,zhong'yuan'yu'xi
重治,zhong'zhi
周按,zhou'an
周达武挽左宗棠,zhou'da'wu'wan'zuo'zong'tang
周鲂断发赚曹休,zhou'fang'duan'fa'zhuan'cao'xiu
周平王东迁洛邑,zhou'ping'wang'dong'qian'luo'yi
周三畏遵训赠宝剑,zhou'san'wei'zun'xun'zeng'bao'jian
周叔弢,zhou'shu'tao
周虽旧邦,zhou'sui'jiu'bang
周先生设帐授徒,zhou'xian'sheng'she'zhang'shou'tu
周襄王避乱居郑,zhou'xiang'wang'bi'luan'ju'zheng
周襄王河阳受觐,zhou'xiang'wang'he'yang'shou'jin
周旋三十年,zhou'xuan'san'shi'nian
周宣王闻谣轻杀,zhou'xuan'wang'wen'yao'qing'sha
诛岸贾赵氏复兴,zhu'an'jia'zhao'shi'fu'xing
猪八戒义激猴王,zhu'ba'jie'yi'ji'hou'wang
猪八戒助力败魔王,zhu'ba'jie'zhu'li'bai'mo'wang
祝聃射周王中肩,zhu'dan'she'zhou'wang'zhong'jian
著等身书,zhu'deng'shen'shu
诛斗椒绝缨大会,zhu'dou'jiao'jue'ying'da'hui
诸葛诞义讨司马昭,zhu'ge'dan'yi'tao'si'ma'zhao
诸葛锦火箭破驼龙,zhu'ge'jin'huo'jian'po'tuo'long
诸葛亮安居平五路,zhu'ge'liang'an'ju'ping'wu'lu
诸葛亮乘雪破羌兵,zhu'ge'liang'cheng'xue'po'qiang'bing
诸葛亮大破魏兵,zhu'ge'liang'da'po'wei'bing
诸葛亮火烧新野,zhu'ge'liang'huo'shao'xin'ye
诸葛亮舌战群儒,zhu'ge'liang'she'zhan'qun'ru
诸葛亮痛哭庞统,zhu'ge'liang'tong'ku'pang'tong
诸葛亮造木牛流马,zhu'ge'liang'zao'mu'niu'liu'ma
诸葛亮智辞鲁肃,zhu'ge'liang'zhi'ci'lu'su
诸葛亮智取汉中,zhu'ge'liang'zhi'qu'han'zhong
诸葛亮智取三城,zhu'ge'liang'zhi'qu'san'cheng
诸葛亮智算华容,zhu'ge'liang'zhi'suan'hua'rong
诸葛梦里授兵书,zhu'ge'meng'li'shou'bing'shu
诸葛南征曾奉诏,zhu'ge'nan'zheng'ceng'feng'zhao
诸葛瞻战死绵竹,zhu'ge'zhan'zhan'si'mian'zhu
朱贵水亭施号箭,zhu'gui'shui'ting'shi'hao'jian
诸侯同心围齐国,zhu'hou'tong'xin'wei'qi'guo
诸君导迎善气,zhu'jun'dao'ying'shan'qi
竹篱木壁,zhu'li'mu'bi
诛芈胜叶公定楚,zhu'mi'sheng'ye'gong'ding'chu
诸神遭毒手,zhu'shen'zao'du'shou
诸史离散三千里,zhu'shi'li'san'san'qian'li
著书人,zhu'shu'ren
洙泗,zhu'si
蛛丝儿结满雕梁,zhu'si'er'jie'man'diao'liang
朱仝义释宋公明,zhu'tong'yi'shi'song'gong'ming
助卫逆鲁宋兴兵,zhu'wei'ni'lu'song'xing'bing
主为圣贤,zhu'wei'sheng'xian
朱武打破六花阵,zhu'wu'da'po'liu'hua'zhen
朱熹,zhu'xi
朱熹题于岳麓之巅,zhu'xi'ti'yu'yue'lu'zhi'dian
朱涌,zhu'yong
朱张祠,zhu'zhang'ci
诸子百家,zhu'zi'bai'jia
朱紫国唐僧论前世,zhu'zi'guo'tang'seng'lun'qian'shi
著作甚勤,zhu'zuo'shen'qin
专祀罗典,zhuan'si'luo'dian
馔玉炊金未几春,zhuan'yu'chui'jin'wei'ji'chun
专诸进炙刺王僚,zhuan'zhu'jin'zhi'ci'wang'liao
壮圣主威灵于九万里,zhuang'sheng'zhu'wei'ling'yu'jiu'wan'li
壮我皇枢,zhuang'wo'huang'shu
妆丫鬟金莲市爱,zhuang'ya'huan'jin'lian'shi'ai
壮志挽宗邦,zhuang'zhi'wan'zong'bang
追汉军王双受诛,zhui'han'jun'wang'shuang'shou'zhu
追随小蝶过墙来,zhui'sui'xiao'die'guo'qiang'lai
追踪蹑迹,zhui'zong'nie'ji
濯垢泉八戒忘形,zhuo'gou'quan'ba'jie'wang'xing
捉奸情郓哥定计,zhuo'jian'qing'yun'ge'ding'ji
酌酒吟诗,zhuo'jiu'yin'shi
拙批,zhuo'pi
拙著,zhuo'zhu
自称家国报恩子,zi'cheng'jia'guo'bao'en'zi
自大江以南,zi'da'jiang'yi'nan
字法句法,zi'fa'ju'fa
自顾风前影,zi'gu'feng'qian'ying
子建,zi'jian
子将父作马,zi'jiang'fu'zuo'ma
紫金关二王设计,zi'jin'guan'er'wang'she'ji
自愧不如元辅,zi'kui'bu'ru'yuan'fu
字濂溪,zi'lian'xi
自了汉,zi'liao'han
子路,zi'lu
字退之,zi'tui'zhi
子孝臣忠,zi'xiao'chen'zhong
自怨自悼,zi'yuan'zi'dao
自怨自嗟,zi'yuan'zi'jie
字子路,zi'zi'lu
纵读数千卷奇书,zong'du'shu'qian'juan'qi'shu
纵横,zong'heng
纵令黄土埋予,zong'ling'huang'tu'mai'yu
宗留守立誓取真才,zong'liu'shou'li'shi'qu'zhen'cai
总使能言亦枉然,zong'shi'neng'yan'yi'wang'ran
纵威棱远憺,zong'wei'leng'yuan'dan
纵淫心宝蟾工设计,zong'yin'xin'bao'chan'gong'she'ji
宗泽流河未果,zong'ze'liu'he'wei'guo
驺忌鼓琴取相,zou'ji'gu'qin'qu'xiang
走捷径探归七件事,zou'jie'jing'tan'gui'qi'jian'shi
组成部分之一,zu'cheng'bu'fen'zhi'yi
组练三千朝踏浪,zu'lian'san'qian'chao'ta'lang
卒谥文,zu'shi'wen
钻研古籍似汲水一样,zuan'yan'gu'ji'si'ji'shui'yi'yang
最好是忠臣孝子,zui'hao'shi'zhong'chen'xiao'zi
醉金刚轻财尚义侠,zui'jin'gang'qing'cai'shang'yi'xia
醉金刚小鳅生大浪,zui'jin'gang'xiao'qiu'sheng'da'lang
醉倚公子怀中睡,zui'yi'gong'zi'huai'zhong'shui
醉淫饱卧,zui'yin'bao'wo
坐禅寂走火入邪魔,zuo'chan'ji'zou'huo'ru'xie'mo
左慈掷杯戏曹操,zuo'ci'zhi'bei'xi'cao'cao
左辅,zuo'fu
昨怜破袄寒,zuo'lian'po'ao'han
左列钟铭右谤书,zuo'lie'zhong'ming'you'bang'shu
昨日黄土陇头送白骨,zuo'ri'huang'tu'long'tou'song'bai'gu
作雨成林,zuo'yu'cheng'lin
做注周易,zuo'zhu'zhou'yi
左宗棠,zuo'zong'tang
左宗棠祠堂联,zuo'zong'tang'ci'tang'lian
左宗棠反讥曾国藩,zuo'zong'tang'fan'ji'zeng'guo'fan
左宗棠贺赠联,zuo'zong'tang'he'zeng'lian
左宗棠合撰,zuo'zong'tang'he'zhuan
左宗棠题甘肃省酒泉县酒泉池,zuo'zong'tang'ti'gan'su'sheng'jiu'quan'xian'jiu'quan'chi
左宗棠题甘肃省酒泉县酒泉亭,zuo'zong'tang'ti'gan'su'sheng'jiu'quan'xian'jiu'quan'ting
左宗棠题湖北省武汉黄鹤楼,zuo'zong'tang'ti'hu'bei'sheng'wu'han'huang'he'lou
左宗棠题江苏省南京方孝孺祠,zuo'zong'tang'ti'jiang'su'sheng'nan'jing'fang'xiao'ru'ci
左宗棠题陕西省两湖会馆,zuo'zong'tang'ti'shan'xi'sheng'liang'hu'hui'guan
左宗棠挽邓湘皋,zuo'zong'tang'wan'deng'xiang'gao
左宗棠晚年自题书斋,zuo'zong'tang'wan'nian'zi'ti'shu'zhai
左宗棠幼年应对塾师,zuo'zong'tang'you'nian'ying'dui'shu'shi
左宗棠与曾国藩互嘲,zuo'zong'tang'yu'zeng'guo'fan'hu'chao
左宗棠赠陶澍返乡,zuo'zong'tang'zeng'tao'shu'fan'xiang
左宗棠撰题联,zuo'zong'tang'zhuan'ti'lian
左宗棠撰挽联,zuo'zong'tang'zhuan'wan'lian
左宗棠字季高,zuo'zong'tang'zi'ji'gao
左宗棠自题,zuo'zong'tang'zi'ti
左宗棠自挽,zuo'zong'tang'zi'wan
左宗棠自箴,zuo'zong'tang'zi'zhen
