阿母种桃云海际,a'mu'zhong'tao'yun'hai'ji
夜夜流萤飞去来,ye'ye'liu'ying'fei'qu'lai
夜语殷勤心,ye'yu'yin'qin'xin
夜云起河汉,ye'yun'qi'he'han
谒者既清宫,ye'zhe'ji'qing'gong
野雉见媒惊,ye'zhi'jian'mei'jing
谒柱山会禅师,ye'zhu'shan'hui'chan'shi
遗爱芳尘满洛城,yi'ai'fang'chen'man'luo'cheng
一杯逢故人,yi'bei'feng'gu'ren
一杯腹中宽,yi'bei'fu'zhong'kuan
一杯君莫辞,yi'bei'jun'mo'ci
依本韵,yi'ben'yun
已臂鹰随马,yi'bi'ying'sui'ma
一遍洗寰瀛,yi'bian'xi'huan'ying
一别旧游尽,yi'bie'jiu'you'jin
一别如弦矢,yi'bie'ru'xian'shi
遗草一函归太史,yi'cao'yi'han'gui'tai'shi
邑臣不必曾,yi'chen'bu'bi'ceng
宜乘白马退朝归,yi'cheng'bai'ma'tui'chao'gui
宜城歌,yi'cheng'ge
逸处能高怨处低,yi'chu'neng'gao'yuan'chu'di
忆春草,yi'chun'cao
忆春草春草,yi'chun'cao'chun'cao
懿此含晓芳,yi'ci'han'xiao'fang
一辞温室树,yi'ci'wen'shi'shu
一辞御苑青门去,yi'ci'yu'yuan'qing'men'qu
一从别乐天,yi'cong'bie'le'tian
一从云雨散,yi'cong'yun'yu'san
一代繁华地,yi'dai'fan'hua'di
一带绕山斜,yi'dai'rao'shan'xie
一代英豪气,yi'dai'ying'hao'qi
一旦逢良时,yi'dan'feng'liang'shi
一旦冒霜开,yi'dan'mao'shuang'kai
一旦前致辞,yi'dan'qian'zhi'ci
一旦是佳城,yi'dan'shi'jia'cheng
一旦天书召回,yi'dan'tian'shu'zhao'hui
一旦西上书,yi'dan'xi'shang'shu
一旦扬眉望沃州,yi'dan'yang'mei'wang'wo'zhou
一道巴江自此来,yi'dao'ba'jiang'zi'ci'lai
一到一伤情,yi'dao'yi'shang'qing
忆得当年识君处,yi'de'dang'nian'shi'jun'chu
忆得分时不忍烧,yi'de'fen'shi'bu'ren'shao
一东一西别,yi'dong'yi'xi'bie
一段清光入坐中,yi'duan'qing'guang'ru'zuo'zhong
意堕即飞觥,yi'duo'ji'fei'gong
一发偶中何时无,yi'fa'ou'zhong'he'shi'wu
一发如铍交,yi'fa'ru'pi'jiao
一泛钓璜处,yi'fan'diao'huang'chu
一方明月可中庭,yi'fang'ming'yue'ke'zhong'ting
一飞由来无定所,yi'fei'you'lai'wu'ding'suo
衣风飘叆叇,yi'feng'piao'ai'dai
倚伏能齐塞上翁,yi'fu'neng'qi'sai'shang'weng
一溉岂虚掷,yi'gai'qi'xu'zhi
衣裓贮文章,yi'ge'zhu'wen'zhang
移根到北方,yi'gen'dao'bei'fang
移根近仙井,yi'gen'jin'xian'jing
衣冠南渡远,yi'guan'nan'du'yuan
衣冠永嘉后,yi'guan'yong'jia'hou
衣冠赵北都,yi'guan'zhao'bei'dou
一毫不平意,yi'hao'bu'ping'yi
衣褐谁将迎,yi'he'shui'jiang'ying
一挥出荥阳,yi'hui'chu'xing'yang
一麾怜弃置,yi'hui'lian'qi'zhi
一豁平生心,yi'huo'ping'sheng'xin
遗基古南阳,yi'ji'gu'nan'yang
一寄商声讴,yi'ji'shang'sheng'ou
一家何啻十朱轮,yi'jia'he'chi'shi'zhu'lun
一戛惊断三声猿,yi'jia'jing'duan'san'sheng'yuan
一家十朱轮,yi'jia'shi'zhu'lun
宜荐华簪绿殿中,yi'jian'hua'zan'lv'dian'zhong
一见换神骨,yi'jian'huan'shen'gu
一见琼章如素期,yi'jian'qiong'zhang'ru'su'qi
已见黍离离,yi'jian'shu'li'li
已见树杪明星光,yi'jian'shu'miao'ming'xing'guang
遗教光文德,yi'jiao'guang'wen'de
已嗟别离太远,yi'jie'bie'li'tai'yuan
已嗟池上别魂惊,yi'jie'chi'shang'bie'hun'jing
已嗟万化尽,yi'jie'wan'hua'jin
已经将相谁能尔,yi'jing'jiang'xiang'shui'neng'er
一茎炯炯琅玕色,yi'jing'jiong'jiong'lang'gan'se
一径入林斜,yi'jing'ru'lin'xie
一举出人寰,yi'ju'chu'ren'huan
一卷素书消永日,yi'juan'su'shu'xiao'yong'ri
亦觉自适非沉潜,yi'jue'zi'shi'fei'chen'qian
忆君初得昆山玉,yi'jun'chu'de'kun'shan'yu
忆君泪点石榴裙,yi'jun'lei'dian'shi'liu'qun
逸客登楼待,yi'ke'deng'lou'dai
移来碧墀下,yi'lai'bi'chi'xia
一来长安道,yi'lai'chang'an'dao
移来汉水浔,yi'lai'han'shui'xun
已老无时疾,yi'lao'wu'shi'ji
忆乐天,yi'le'tian
一聆苦辛词,yi'ling'ku'xin'ci
夷陵土黑有秦灰,yi'ling'tu'hei'you'qin'hui
邑令遗双凫,yi'ling'yi'shuang'fu
一笼烽火报平安,yi'long'feng'huo'bao'ping'an
驿楼宫树近,yi'lou'gong'shu'jin
一落名宦途,yi'luo'ming'huan'tu
夷落遥知真汉相,yi'luo'yao'zhi'zhen'han'xiang
驿马损筋骨,yi'ma'sun'jin'gu
夷门重见信陵君,yi'men'chong'jian'xin'ling'jun
一门科第足,yi'men'ke'di'zu
驿门临白草,yi'men'lin'bai'cao
夷门天下之咽喉,yi'men'tian'xia'zhi'yan'hou
忆梦天明未回,yi'meng'tian'ming'wei'hui
一鸣从此始,yi'ming'cong'ci'shi
亦拟抽身伴地仙,yi'ni'chou'shen'ban'di'xian
一年年老駸駸,yi'nian'nian'lao'qin'qin
一年颜状镜中来,yi'nian'yan'zhuang'jing'zhong'lai
一片降幡出石头,yi'pian'jiang'fan'chu'shi'tou
一片行云应往来,yi'pian'xing'yun'ying'wang'lai
驿骑函首过黄河,yi'qi'han'shou'guo'huang'he
一气无死生,yi'qi'wu'si'sheng
疑其有巨灵,yi'qi'you'ju'ling
驿骑昼尘红,yi'qi'zhou'chen'hong
依前惜寸阴,yi'qian'xi'cun'yin
衣轻步步不生尘,yi'qing'bu'bu'bu'sheng'chen
一曲南音此地闻,yi'qu'nan'yin'ci'di'wen
一去扬州扬子津,yi'qu'yang'zhou'yang'zi'jin
依然两眉低,yi'ran'liang'mei'di
邑人相将浮彩舟,yi'ren'xiang'jiang'fu'cai'zhou
翌日风回沴气消,yi'ri'feng'hui'li'qi'xiao
一日声名遍天下,yi'ri'sheng'ming'bian'tian'xia
一日四五照,yi'ri'si'wu'zhao
一入凤凰池,yi'ru'feng'huang'chi
已如迷世代,yi'ru'mi'shi'dai
一入凄凉耳,yi'ru'qi'liang'er
一入石渠署,yi'ru'shi'qu'shu
一入瑶华咏,yi'ru'yao'hua'yong
倚瑟仍回颈,yi'se'reng'hui'jing
倚瑟吟商声,yi'se'yin'shang'sheng
遗山姜花,yi'shan'jiang'hua
衣裳杂彩章,yi'shang'za'cai'zhang
议赦蝇栖笔,yi'she'ying'qi'bi
一身登槛车,yi'shen'deng'jian'che
一生不得文章力,yi'sheng'bu'de'wen'zhang'li
翊圣崇国本,yi'sheng'chong'guo'ben
一生多故苦邅回,yi'sheng'duo'gu'ku'zhan'hui
一声飞出九重深,yi'sheng'fei'chu'jiu'chong'shen
一生谁得如,yi'sheng'shui'de'ru
一生心事在书题,yi'sheng'xin'shi'zai'shu'ti
一声占尽秋江月,yi'sheng'zhan'jin'qiu'jiang'yue
一室背灯卧,yi'shi'bei'deng'wo
以诗答之,yi'shi'da'zhi
一时风景添诗思,yi'shi'feng'jing'tian'shi'si
一失贵人意,yi'shi'gui'ren'yi
一时惊喜见风仪,yi'shi'jing'xi'jian'feng'yi
已是绝弦时,yi'shi'jue'xian'shi
已是去年诗,yi'shi'qu'nian'shi
已是世间能赋客,yi'shi'shi'jian'neng'fu'ke
一时西拜尽倾心,yi'shi'xi'bai'jin'qing'xin
以诗赠别,yi'shi'zeng'bie
鹢首下南荆,yi'shou'xia'nan'jing
驿树凤栖来,yi'shu'feng'qi'lai
一树山榴依旧开,yi'shu'shan'liu'yi'jiu'kai
一双旌旆委名臣,yi'shuang'jing'pei'wei'ming'chen
一双先入凤凰池,yi'shuang'xian'ru'feng'huang'chi
伊水晴光碧玉秋,yi'shui'qing'guang'bi'yu'qiu
一瞬见前事,yi'shun'jian'qian'shi
一似画图来,yi'si'hua'tu'lai
意思如有属,yi'si'ru'you'shu
移松武库栽,yi'song'wu'ku'zai
臆碎羽分人不悲,yi'sui'yu'fen'ren'bu'bei
意态如千里,yi'tai'ru'qian'li
一听曹刚弹薄媚,yi'ting'cao'gang'tan'bao'mei
一听清瑶音,yi'ting'qing'yao'yin
已通戎略逢黄石,yi'tong'rong'lue'feng'huang'shi
亦望镜湖水,yi'wang'jing'hu'shui
一望青冥天,yi'wang'qing'ming'tian
一望雪相似,yi'wang'xue'xiang'si
医王有妙药,yi'wang'you'miao'yao
依微闻鸡犬,yi'wei'wen'ji'quan
亦谓云汉津,yi'wei'yun'han'jin
移文非久会应成,yi'wen'fei'jiu'hui'ying'cheng
一闻流水曲,yi'wen'liu'shui'qu
一闻丘中趣,yi'wen'qiu'zhong'qu
咿喔晨鸡鸣,yi'wo'chen'ji'ming
遗我山姜花,yi'wo'shan'jiang'hua
咿喔天鸡鸣,yi'wo'tian'ji'ming
以我为关钥,yi'wo'wei'guan'yao
遗我云间音,yi'wo'yun'jian'yin
一误云中级,yi'wu'yun'zhong'ji
一息不肯桃源住,yi'xi'bu'ken'tao'yuan'zhu
一锡飞烟空,yi'xi'fei'yan'kong
忆昔泉源变,yi'xi'quan'yuan'bian
忆昔三条路,yi'xi'san'tiao'lu
依稀似玉京,yi'xi'si'yu'jing
忆昔同年翰墨场,yi'xi'tong'nian'han'mo'chang
一夕为湖地,yi'xi'wei'hu'di
伊昔玄宗朝,yi'xi'xuan'zong'chao
一锡言归九城路,yi'xi'yan'gui'jiu'cheng'lu
以闲为自在,yi'xian'wei'zi'zai
意想洪炉始开辟,yi'xiang'hong'lu'shi'kai'pi
异乡无旧识,yi'xiang'wu'jiu'shi
异香先引七香车,yi'xiang'xian'yin'qi'xiang'che
一笑一言真可贵,yi'xiao'yi'yan'zhen'ke'gui
一写无穷已,yi'xie'wu'qiong'yi
一心百舌何纷纷,yi'xin'bai'she'he'fen'fen
夷心草偃同,yi'xin'cao'yan'tong
仪形见山立,yi'xing'jian'shan'li
意行无旧路,yi'xing'wu'jiu'lu
移兴子孙间,yi'xing'zi'sun'jian
衣绣郎君雪里行,yi'xiu'lang'jun'xue'li'xing
咿哑转井车,yi'ya'zhuan'jing'che
一言合侯王,yi'yan'he'hou'wang
移宴上西楼,yi'yan'shang'xi'lou
一言一顾重,yi'yan'yi'gu'zhong
峄阳孤桐削为角,yi'yang'gu'tong'xue'wei'jiao
依样买山村,yi'yang'mai'shan'cun
一夜霜风凋玉芝,yi'ye'shuang'feng'diao'yu'zhi
一夜星星骑马回,yi'ye'xing'xing'qi'ma'hui
一以功名累,yi'yi'gong'ming'lei
邑邑何邑邑,yi'yi'he'yi'yi
依依见眉睫,yi'yi'jian'mei'jie
依倚将军势,yi'yi'jiang'jun'shi
依依似君子,yi'yi'si'jun'zi
一一远相续,yi'yi'yuan'xiang'xu
一吟道中作,yi'yin'dao'zhong'zuo
一吟梁甫曲,yi'yin'liang'fu'qu
一吟相思曲,yi'yin'xiang'si'qu
亦应箫鼓入松楸,yi'ying'xiao'gu'ru'song'qiu
一咏琼瑶百忧散,yi'yong'qiong'yao'bai'you'san
伊余负微尚,yi'yu'fu'wei'shang
依于高墉,yi'yu'gao'yong
忆与故人眠,yi'yu'gu'ren'mian
一院春草长,yi'yuan'chun'cao'chang
一月道场斋戒满,yi'yue'dao'chang'zhai'jie'man
意在寥廓栖,yi'zai'liao'kuo'qi
宜在朱楼绣户中,yi'zai'zhu'lou'xiu'hu'zhong
一盏秋灯夜读书,yi'zhan'qiu'deng'ye'du'shu
一朝复得幸,yi'zhao'fu'de'xing
翼轸粲垂精,yi'zhen'can'chui'jing
一政政官轧轧,yi'zheng'zheng'guan'ga'ga
一枝吹折一枝生,yi'zhi'chui'zhe'yi'zhi'sheng
移植东南美,yi'zhi'dong'nan'mei
一纸书封四句诗,yi'zhi'shu'feng'si'ju'shi
一钟菰葑米,yi'zhong'gu'feng'mi
一州惊阅宝,yi'zhou'jing'yue'bao
忆逐羊车凡几时,yi'zhu'yang'che'fan'ji'shi
一自分襟多岁月,yi'zi'fen'jin'duo'sui'yue
已自感流年,yi'zi'gan'liu'nian
衣紫袭绛裳,yi'zi'xi'jiang'shang
一奏风中琴,yi'zou'feng'zhong'qin
一奏荆人白雪歌,yi'zou'jing'ren'bai'xue'ge
忆昨深山里,yi'zuo'shen'shan'li
忆昨与故人,yi'zuo'yu'gu'ren
因呈广宣上人,yin'cheng'guang'xuan'shang'ren
因成篇题旧寺,yin'cheng'pian'ti'jiu'si
因成再答,yin'cheng'zai'da
因出怀中文,yin'chu'huai'zhong'wen
银钏金钗来负水,yin'chuan'jin'chai'lai'fu'shui
银珰谒者引蜺旌,yin'dang'ye'zhe'yin'ni'jing
银灯昼相似,yin'deng'zhou'xiang'si
因而和之,yin'er'he'zhi
因而继和,yin'er'ji'he
饮尔一杯酒,yin'er'yi'bei'jiu
阴风鬼神过,yin'feng'gui'shen'guo
阴风猎白草,yin'feng'lie'bai'cao
吟风起天籁,yin'feng'qi'tian'lai
阴风振寒郊,yin'feng'zhen'han'jiao
因浮济川舟,yin'fu'ji'chuan'zhou
因赋咏怀诗,yin'fu'yong'huai'shi
因高见帝城,yin'gao'jian'di'cheng
银汉雪晴褰翠幕,yin'han'xue'qing'qian'cui'mu
饮和心自醉,yin'he'xin'zi'zui
因和之,yin'he'zhi
因话近世仙,yin'hua'jin'shi'xian
银花悬院榜,yin'hua'xuan'yuan'bang
银黄游故乡,yin'huang'you'gu'xiang
阴火照晨葩,yin'huo'zhao'chen'pa
因寄幕中亲故,yin'ji'mu'zhong'qin'gu
因寄七言,yin'ji'qi'yan
隐几支颐对落晖,yin'ji'zhi'yi'dui'luo'hui
因家占得九疑村,yin'jia'zhan'de'jiu'yi'cun
因嗟隐身来种玉,yin'jie'yin'shen'lai'zhong'yu
因居暇时游,yin'ju'xia'shi'you
因君达短笺,yin'jun'da'duan'jian
吟君苦调我沾缨,yin'jun'ku'diao'wo'zhan'ying
因君临局看斗智,yin'jun'lin'ju'kan'dou'zhi
吟君洛中作,yin'jun'luo'zhong'zuo
因君数到墨池前,yin'jun'shu'dao'mo'chi'qian
吟君叹逝双绝句,yin'jun'tan'shi'shuang'jue'ju
因君倘借问,yin'jun'tang'jie'wen
吟君新什慰蹉跎,yin'jun'xin'shen'wei'cuo'tuo
吟君遗我百篇诗,yin'jun'yi'wo'bai'pian'shi
殷历付天伦,yin'li'fu'tian'lun
阴灵既望圆,yin'ling'ji'wang'yuan
因命同作,yin'ming'tong'zuo
因名吐绶江南知,yin'ming'tu'shou'jiang'nan'zhi
因难始见能,yin'nan'shi'jian'neng
殷勤把酒尚多情,yin'qin'ba'jiu'shang'duo'qing
殷勤莫惜玉山颓,yin'qin'mo'xi'yu'shan'tui
殷勤望飞雁,yin'qin'wang'fei'yan
殷勤望归路,yin'qin'wang'gui'lu
殷勤最高顶,yin'qin'zui'gao'ding
隐若长城起,yin'ruo'chang'cheng'qi
因僧采石苔,yin'seng'cai'shi'tai
阴山贵公子,yin'shan'gui'gong'zi
吟诗酿酒待花开,yin'shi'niang'jiu'dai'hua'kai
隐士遗尘在,yin'shi'yi'chen'zai
隐士应高枕,yin'shi'ying'gao'zhen
淫祀多青鬼,yin'si'duo'qing'gui
因思九州四海外,yin'si'jiu'zhou'si'hai'wai
因思人间世,yin'si'ren'jian'shi
因思市朝人,yin'si'shi'chao'ren
引素吞银汉,yin'su'tun'yin'han
寅位帝车回,yin'wei'di'che'hui
因为诗以写之,yin'wei'shi'yi'xie'zhi
吟为听蝉高,yin'wei'ting'chan'gao
因我不臧,yin'wo'bu'zang
阴物恣腾振,yin'wu'zi'teng'zhen
吟想峭绝愁精魂,yin'xiang'qiao'jue'chou'jing'hun
因想阳台无限事,yin'xiang'yang'tai'wu'xian'shi
阴阳迭用事,yin'yang'die'yong'shi
阴阳炭暗熬,yin'yang'tan'an'ao
因以酬寄,yin'yi'chou'ji
因以答贶,yin'yi'da'kuang
因以赋之,yin'yi'fu'zhi
因以寄谢,yin'yi'ji'xie
因以诗赠,yin'yi'shi'zeng
因以抒怀也,yin'yi'shu'huai'ye
因以戏酬,yin'yi'xi'chou
因以谢之,yin'yi'xie'zhi
因以赠之,yin'yi'zeng'zhi
阴阴千万家,yin'yin'qian'wan'jia
殷殷若自南山来,yin'yin'ruo'zi'nan'shan'lai
吟咏属书生,yin'yong'shu'shu'sheng
吟咏闲弥精,yin'yong'xian'mi'jing
夤缘碧潭隈,yin'yuan'bi'tan'wei
夤缘且忘疲,yin'yuan'qie'wang'pi
夤缘曲岸隈,yin'yuan'qu'an'wei
音韵高低耳不知,yin'yun'gao'di'er'bu'zhi
音韵岂殊常,yin'yun'qi'shu'chang
阴谪岂无因,yin'zhe'qi'wu'yin
因之比笙竽,yin'zhi'bi'sheng'yu
饮至酒如淮,yin'zhi'jiu'ru'huai
因之云汉津,yin'zhi'yun'han'jin
因知早贵兼才子,yin'zhi'zao'gui'jian'cai'zi
饮中请号驻金卮,yin'zhong'qing'hao'zhu'jin'zhi
引箸举汤饼,yin'zhu'ju'tang'bing
饮馔开华幄,yin'zhuan'kai'hua'wo
饮啄既已盈,yin'zhuo'ji'yi'ying
因作报白君以答,yin'zuo'bao'bai'jun'yi'da
莺避传呼起,ying'bi'chuan'hu'qi
应不是神仙,ying'bu'shi'shen'xian
应不向秋悲,ying'bu'xiang'qiu'bei
莺到垂杨不惜声,ying'dao'chui'yang'bu'xi'sheng
迎得春光先到来,ying'de'chun'guang'xian'dao'lai
萤飞过池影,ying'fei'guo'chi'ying
营飞柳絮雪,ying'fei'liu'xu'xue
萤飞直过楼,ying'fei'zhi'guo'lou
迎风奸吏免,ying'feng'jian'li'mian
迎风弄景如自矜,ying'feng'nong'jing'ru'zi'jin
迎风吐绶盘花绦,ying'feng'tu'shou'pan'hua'tao
婴孩锦缚车,ying'hai'jin'fu'che
迎呼偏熟客,ying'hu'pian'shu'ke
映镮窥艳艳,ying'huan'kui'yan'yan
荧煌仰金榜,ying'huang'yang'jin'bang
萦回谢女题诗笔,ying'hui'xie'nv'ti'shi'bi
影近画梁迎晓日,ying'jin'hua'liang'ying'xiao'ri
莹静真琪树,ying'jing'zhen'qi'shu
应觉清谈胜绮罗,ying'jue'qing'tan'sheng'qi'luo
应夸乞食处,ying'kua'qi'shi'chu
莺来和丝管,ying'lai'he'si'guan
应怜郡斋老,ying'lian'jun'zhai'lao
应怜三十载,ying'lian'san'shi'zai
应怜一罢金闺籍,ying'lian'yi'ba'jin'gui'ji
盈箧寄何处,ying'qie'ji'he'chu
郢人斤斫无痕迹,ying'ren'jin'zhuo'wu'hen'ji
映日帆多宝舶来,ying'ri'fan'duo'bao'bo'lai
应容蹑后尘,ying'rong'nie'hou'chen
影入岩廊行乐处,ying'ru'yan'lang'xing'le'chu
应如远别情,ying'ru'yuan'bie'qing
莹若朝星析,ying'ruo'chao'xing'xi
缨上沧浪旧水痕,ying'shang'cang'lang'jiu'shui'hen
应是向崆峒,ying'shi'xiang'kong'tong
影似白团扇,ying'si'bai'tuan'shan
影碎翻崇兰,ying'sui'fan'chong'lan
鹰隼仪形蝼蚁心,ying'sun'yi'xing'lou'yi'xin
樱桃千万枝,ying'tao'qian'wan'zhi
婴啼鼎上去,ying'ti'ding'shang'qu
潆渟幽壁下,ying'ting'you'bi'xia
影透衣香润,ying'tou'yi'xiang'run
颖微囊未出,ying'wei'nang'wei'chu
鹦鹉杯中箬下春,ying'wu'bei'zhong'ruo'xia'chun
鹦鹉不言愁玉笼,ying'wu'bu'yan'chou'yu'long
鹦鹉透笼飞,ying'wu'tou'long'fei
应无治老方,ying'wu'zhi'lao'fang
鹦鹉洲头浪飐沙,ying'wu'zhou'tou'lang'zhan'sha
应须荀令公,ying'xu'xun'ling'gong
应须赠一船,ying'xu'zeng'yi'chuan
映叶见残花,ying'ye'jian'can'hua
映叶疑开阿母桃,ying'ye'yi'kai'a'mu'tao
应以客卿葬,ying'yi'ke'qing'zang
荧荧玉相似,ying'ying'yu'xiang'si
萦纡非一曲,ying'yu'fei'yi'qu
应缘狗监说相如,ying'yuan'gou'jian'shuo'xiang'ru
鹰至感风候,ying'zhi'gan'feng'hou
应知失意人,ying'zhi'shi'yi'ren
应知鱼鸟情,ying'zhi'yu'niao'qing
营中缘催短笛,ying'zhong'yuan'cui'duan'di
影逐日轮回,ying'zhu'ri'lun'hui
嘤伫如竹枝,ying'zhu'ru'zhu'zhi
永安宫外是荒台,yong'an'gong'wai'shi'huang'tai
永安宫外踏青来,yong'an'gong'wai'ta'qing'lai
用材当构厦,yong'cai'dang'gou'xia
用才同践钧衡地,yong'cai'tong'jian'jun'heng'di
涌出黄金轮,yong'chu'huang'jin'lun
墉高秋蔓绿,yong'gao'qiu'man'lv
咏古二首有所寄,yong'gu'er'shou'you'suo'ji
咏红柿子,yong'hong'shi'zi
永怀同年友,yong'huai'tong'nian'you
永怀乡旧游,yong'huai'xiang'jiu'you
拥楫舟为市,yong'ji'zhou'wei'shi
拥节还来坐紫微,yong'jie'hai'lai'zuo'zi'wei
庸可一日无,yong'ke'yi'ri'wu
拥旄年少胜荀郎,yong'mao'nian'shao'sheng'xun'lang
勇气贯中肠,yong'qi'guan'zhong'chang
永日奉高情,yong'ri'feng'gao'qing
永日劳瞪视,yong'ri'lao'deng'shi
永日属闲人,yong'ri'shu'xian'ren
永日无人事,yong'ri'wu'ren'shi
咏史二首,yong'shi'er'shou
永无綦下尘,yong'wu'qi'xia'chen
永欲投此山,yong'yu'tou'ci'shan
又被时人写姓名,you'bei'shi'ren'xie'xing'ming
幽并侠少趋鞭弭,you'bing'xia'shao'qu'bian'mi
犹唱白符鸠,you'chang'bai'fu'jiu
有此倾城好颜色,you'ci'qing'cheng'hao'yan'se
犹带龙宫腥,you'dai'long'gong'xing
犹带朔风嘶,you'dai'shuo'feng'si
又到天台看石桥,you'dao'tian'tai'kan'shi'qiao
又得案前亲礼拜,you'de'an'qian'qin'li'bai
犹得贾胡惊,you'de'jia'hu'jing
有的维鹄,you'de'wei'hu
犹得咏清风,you'de'yong'qing'feng
犹泛五湖舟,you'fan'wu'hu'zhou
游氛铄人肤,you'fen'shuo'ren'fu
游蜂驻彩冠,you'feng'zhu'cai'guan
犹复隔墙藩,you'fu'ge'qiang'fan
犹复加诃责,you'fu'jia'he'ze
幽谷响樵斧,you'gu'xiang'qiao'fu
游光泛波澜,you'guang'fan'bo'lan
忧国不谋身,you'guo'bu'mou'shen
犹过无穷来往人,you'guo'wu'qiong'lai'wang'ren
游海惊何极,you'hai'jing'he'ji
幽花覆水开,you'hua'fu'shui'kai
有获人争贺,you'huo'ren'zheng'he
犹及残春花落时,you'ji'can'chun'hua'luo'shi
游妓肯回看,you'ji'ken'hui'kan
又见旌旗出浑家,you'jian'jing'qi'chu'hun'jia
又见军前大将旗,you'jian'jun'qian'da'jiang'qi
幽境此何夕,you'jing'ci'he'xi
有酒无人劝,you'jiu'wu'ren'quan
幽居亦见过,you'ju'yi'jian'guo
犹堪拂拭愈头风,you'kan'fu'shi'yu'tou'feng
有客汾阴至,you'ke'fen'yin'zhi
有客识其真,you'ke'shi'qi'zhen
游鹍翔雁出其下,you'kun'xiang'yan'chu'qi'xia
由来不是此声悲,you'lai'bu'shi'ci'sheng'bei
由来草泽无忌讳,you'lai'cao'ze'wu'ji'hui
由来得地势,you'lai'de'di'shi
犹赖德全如醉者,you'lai'de'quan'ru'zui'zhe
幽籁听淅沥,you'lai'ting'xi'li
犹怜广平守,you'lian'guang'ping'shou
犹怜绮季深山里,you'lian'qi'ji'shen'shan'li
有路上壶头,you'lu'shang'hu'tou
有路在壶中,you'lu'zai'hu'zhong
犹免长戚戚,you'mian'chang'qi'qi
莠苗生故垒,you'miao'sheng'gu'lei
油幕侣昆丘,you'mu'lv'kun'qiu
油幕朱门次第开,you'mu'zhu'men'ci'di'kai
犹能三伏凛生秋,you'neng'san'fu'lin'sheng'qiu
犹念天涯未归客,you'nian'tian'ya'wei'gui'ke
游气濛濛隔寒镜,you'qi'meng'meng'ge'han'jing
犹期谢病后,you'qi'xie'bing'hou
幽禽忽至似佳宾,you'qin'hu'zhi'si'jia'bin
幽禽啭新竹,you'qin'zhuan'xin'zhu
悠然京华意,you'ran'jing'hua'yi
悠然谢主人,you'ran'xie'zhu'ren
悠然远起西游心,you'ran'yuan'qi'xi'you'xin
游人不敢触,you'ren'bu'gan'chu
游人尽驻车,you'ren'jin'zhu'che
游人莫笑白头醉,you'ren'mo'xiao'bai'tou'zui
游人千万恨,you'ren'qian'wan'hen
游人喜意长,you'ren'xi'yi'chang
有人移上苑,you'ren'yi'shang'yuan
有如常满杯,you'ru'chang'man'bei
又如广乐奏,you'ru'guang'le'zou
有如翾飞辈,you'ru'xuan'fei'bei
有若功成归,you'ruo'gong'cheng'gui
有若群蛰惊春雷,you'ruo'qun'zhe'jing'chun'lei
有僧言罗浮事,you'seng'yan'luo'fu'shi
犹胜独居荒草院,you'sheng'du'ju'huang'cao'yuan
有声真汉相,you'sheng'zhen'han'xiang
有时病朝酲,you'shi'bing'chao'cheng
有诗访禅宫,you'shi'fang'chan'gong
又食建业水,you'shi'jian'ye'shui
有事九龙庙,you'shi'jiu'long'miao
有时明月无人夜,you'shi'ming'yue'wu'ren'ye
有时凝思如入定,you'shi'ning'si'ru'ru'ding
有时转入潭岛间,you'shi'zhuan'ru'tan'dao'jian
有时妆成好天气,you'shi'zhuang'cheng'hao'tian'qi
犹思城外客,you'si'cheng'wai'ke
犹思风尘起,you'si'feng'chen'qi
幽思浩已盈,you'si'hao'yi'ying
游丝撩乱碧罗天,you'si'liao'luan'bi'luo'tian
有獭得嘉鱼,you'ta'de'jia'yu
有獭吟,you'ta'yin
游桃源一百韵,you'tao'yuan'yi'bai'yun
犹听马嘶声,you'ting'ma'si'sheng
邮童爱踪迹,you'tong'ai'zong'ji
游童陌上拾花钿,you'tong'mo'shang'shi'hua'dian
游童挟弹一麾肘,you'tong'xie'tan'yi'hui'zhou
犹为色界牵,you'wei'se'jie'qian
犹闻歌吹声,you'wen'ge'chui'sheng
犹闻马萧萧,you'wen'ma'xiao'xiao
犹喜见斑白,you'xi'jian'ban'bai
游夏无措词,you'xia'wu'cuo'ci
幽响滴岩溜,you'xiang'di'yan'liu
右相历中台,you'xiang'li'zhong'tai
有心律天道,you'xin'lv'tian'dao
幽寻如梦想,you'xun'ru'meng'xiang
游雁有馀声,you'yan'you'yu'sheng
悠扬喷鼻宿酲散,you'yang'pen'bi'su'cheng'san
悠扬占春晚,you'yang'zhan'chun'wan
幽异当轩满,you'yi'dang'xuan'man
犹忆洛阳千树花,you'yi'luo'yang'qian'shu'hua
幽阴为律暄,you'yin'wei'lv'xuan
犹应堪作钓鱼翁,you'ying'kan'zuo'diao'yu'weng
犹有登朝旧冠冕,you'you'deng'chao'jiu'guan'mian
悠悠飞走情,you'you'fei'zou'qing
悠悠关塞内,you'you'guan'sai'nei
犹有桃花流水上,you'you'tao'hua'liu'shui'shang
悠悠天海春,you'you'tian'hai'chun
悠悠想大方,you'you'xiang'da'fang
有游宴之盛,you'you'yan'zhi'sheng
悠悠亿万年,you'you'yi'wan'nian
又欲浮杯信流水,you'yu'fu'bei'xin'liu'shui
游鱼将婢从,you'yu'jiang'bi'cong
游鱼惊拨剌,you'yu'jing'bo'la
幽怨不堪听,you'yuan'bu'kan'ting
幽怨古犹今,you'yuan'gu'you'jin
