阿保之功,a'bao'zhi'gong
望其项背,wang'qi'xiang'bei
忘情负义,wang'qing'fu'yi
望秋先零,wang'qiu'xian'ling
惘然若失,wang'ran'ruo'shi
望文生义,wang'wen'sheng'yi
妄下雌黄,wang'xia'ci'huang
王祥卧冰,wang'xiang'wo'bing
妄言妄听,wang'yan'wang'ting
望眼欲穿,wang'yan'yu'chuan
汪洋大海,wang'yang'da'hai
望洋而叹,wang'yang'er'tan
汪洋浩博,wang'yang'hao'bo
望洋兴叹,wang'yang'xing'tan
汪洋恣肆,wang'yang'zi'si
汪洋自恣,wang'yang'zi'zi
望影揣情,wang'ying'chuai'qing
亡猿祸木,wang'yuan'huo'mu
忘战必危,wang'zhan'bi'wei
忘战者危,wang'zhan'zhe'wei
望子成龙,wang'zi'cheng'long
妄自菲薄,wang'zi'fei'bo
妄自尊大,wang'zi'zun'da
王佐之才,wang'zuo'zhi'cai
位卑言高,wei'bei'yan'gao
韦编三绝,wei'bian'san'jue
位不期骄,wei'bu'qi'jiao
未卜先知,wei'bu'xian'zhi
微不足道,wei'bu'zu'dao
围城打援,wei'cheng'da'yuan
蔚成风气,wei'cheng'feng'qi
未成一篑,wei'cheng'yi'kui
为丛驱雀,wei'cong'qu'que
尾大不掉,wei'da'bu'diao
尾大难掉,wei'da'nan'diao
未达一间,wei'da'yi'jian
为德不卒,wei'de'bu'zu
畏敌如虎,wei'di'ru'hu
未定之天,wei'ding'zhi'tian
违法乱纪,wei'fa'luan'ji
为非作歹,wei'fei'zuo'dai
未焚徙薪,wei'fen'xi'xin
威风八面,wei'feng'ba'mian
威风凛凛,wei'feng'lin'lin
威风扫地,wei'feng'sao'di
未风先雨,wei'feng'xian'yu
威凤祥麟,wei'feng'xiang'lin
威风祥麟,wei'feng'xiang'lin
威凤一羽,wei'feng'yi'yu
为富不仁,wei'fu'bu'ren
为鬼为蜮,wei'gui'wei'yu
为国捐躯,wei'guo'juan'qu
为国为民,wei'guo'wei'min
委过于人,wei'guo'yu'ren
为好成歉,wei'hao'cheng'qian
偎红倚翠,wei'hong'yi'cui
为虎傅翼,wei'hu'fu'yi
微乎其微,wei'hu'qi'wei
为虎添翼,wei'hu'tian'yi
为虎作伥,wei'hu'zuo'chang
为虺弗摧,wei'hui'fu'cui
危急存亡,wei'ji'cun'wang
危急存亡之秋,wei'ji'cun'wang'zhi'qiu
位极人臣,wei'ji'ren'chen
惟精惟一,wei'jing'wei'yi
未竟之志,wei'jing'zhi'zhi
未可厚非,wei'ke'hou'fei
魏颗结草,wei'ke'jie'cao
未老先衰,wei'lao'xian'shuai
唯利是图,wei'li'shi'tu
惟利是图,wei'li'shi'tu
唯邻是卜,wei'lin'shi'bu
委靡不振,wei'mi'bu'zhen
萎靡不振,wei'mi'bu'zhen
惟妙惟肖,wei'miao'wei'xiao
为民除害,wei'min'chu'hai
为民请命,wei'min'qing'ming
唯命是从,wei'ming'shi'cong
惟命是从,wei'ming'shi'cong
唯命是听,wei'ming'shi'ting
未能免俗,wei'neng'mian'su
威迫利诱,wei'po'li'you
为期不远,wei'qi'bu'yuan
慰情胜无,wei'qing'sheng'wu
为裘为箕,wei'qiu'wei'ji
委曲求全,wei'qu'qiu'quan
蔚然成风,wei'ran'cheng'feng
巍然屹立,wei'ran'yi'li
为人师表,wei'ren'shi'biao
为人作嫁,wei'ren'zuo'jia
委肉虎蹊,wei'rou'hu'xi
味如鸡肋,wei'ru'ji'lei
味如嚼蜡,wei'ru'jiao'la
危如累卵,wei'ru'lei'luan
危如朝露,wei'ru'zhao'lu
为善最乐,wei'shan'zui'le
为蛇画足,wei'she'hua'zu
为蛇若何,wei'she'ruo'he
尾生之信,wei'sheng'zhi'xin
畏首畏尾,wei'shou'wei'wei
畏缩不前,wei'suo'bu'qian
为所欲为,wei'suo'yu'wei
唯所欲为,wei'suo'yu'wei
味同嚼蜡,wei'tong'jiao'la
威望素著,wei'wang'su'zhu
娓娓不倦,wei'wei'bu'juan
未为不可,wei'wei'bu'ke
蔚为大观,wei'wei'da'guan
巍巍荡荡,wei'wei'dang'dang
娓娓而谈,wei'wei'er'tan
畏威怀德,wei'wei'huai'de
唯唯连声,wei'wei'lian'sheng
唯唯诺诺,wei'wei'nuo'nuo
委委佗佗,wei'wei'tuo'tuo
微文深诋,wei'wen'shen'di
唯我独尊,wei'wo'du'zun
惟我独尊,wei'wo'du'zun
威武不能屈,wei'wu'bu'neng'qu
威武不屈,wei'wu'bu'qu
纬武经文,wei'wu'jing'wen
畏葸不前,wei'xi'bu'qian
韦弦之佩,wei'xian'zhi'pei
威信扫地,wei'xin'sao'di
违心之论,wei'xin'zhi'lun
微言大义,wei'yan'da'yi
危言耸听,wei'yan'song'ting
危言危行,wei'yan'wei'xing
逶迤退食,wei'yi'tui'shi
畏影恶迹,wei'ying'e'ji
谓予不信,wei'yu'bu'xin
未雨绸缪,wei'yu'chou'mou
为渊驱鱼,wei'yuan'qu'yu
魏紫姚黄,wei'zi'yao'huang
畏罪潜逃,wei'zui'qian'tao
问安视膳,wen'an'shi'shan
文不对题,wen'bu'dui'ti
文不加点,wen'bu'jia'dian
稳步前进,wen'bu'qian'jin
文采风流,wen'cai'feng'liu
稳操胜券,wen'cao'sheng'quan
稳操胜算,wen'cao'sheng'suan
稳吃三注,wen'chi'san'zhu
文从字顺,wen'cong'zi'shun
问道于盲,wen'dao'yu'mang
问鼎轻重,wen'ding'qing'zhong
问鼎中原,wen'ding'zhong'yuan
文风不动,wen'feng'bu'dong
闻风而动,wen'feng'er'dong
闻风而起,wen'feng'er'qi
闻风而逃,wen'feng'er'tao
闻风而至,wen'feng'er'zhi
闻风破胆,wen'feng'po'dan
闻风丧胆,wen'feng'sang'dan
温故知新,wen'gu'zhi'xin
文过饰非,wen'guo'shi'fei
闻过则喜,wen'guo'ze'xi
问寒问暖,wen'han'wen'nuan
闻鸡起舞,wen'ji'qi'wu
文奸济恶,wen'jian'ji'e
文江学海,wen'jiang'xue'hai
文经武略,wen'jing'wu'lue
文经武纬,wen'jing'wu'wei
刎颈之交,wen'jing'zhi'jiao
文君司马,wen'jun'si'ma
文君新寡,wen'jun'xin'gua
文君新醮,wen'jun'xin'jiao
文理不通,wen'li'bu'tong
文理俱惬,wen'li'ju'qie
温良恭俭让,wen'liang'gong'jian'rang
问柳寻花,wen'liu'xun'hua
闻名不如见面,wen'ming'bu'ru'jian'mian
闻名丧胆,wen'ming'sang'dan
闻名遐迩,wen'ming'xia'er
问牛知马,wen'niu'zhi'ma
温凊定省,wen'qing'ding'sheng
温情脉脉,wen'qing'mo'mo
文人墨客,wen'ren'mo'ke
文人墨士,wen'ren'mo'shi
文人无行,wen'ren'wu'xing
文人相轻,wen'ren'xiang'qing
文人学士,wen'ren'xue'shi
闻融敦厚,wen'rong'dun'hou
温柔敦厚,wen'rou'dun'hou
文如其人,wen'ru'qi'ren
稳如泰山,wen'ru'tai'shan
温润而泽,wen'run'er'ze
文山会海,wen'shan'hui'hai
问舍求田,wen'she'qiu'tian
温生绝裾,wen'sheng'jue'ju
闻声相思,wen'sheng'xiang'si
问十道百,wen'shi'dao'bai
文丝不动,wen'si'bu'dong
纹丝不动,wen'si'bu'dong
闻所不闻,wen'suo'bu'wen
闻所未闻,wen'suo'wei'wen
文韬武略,wen'tao'wu'lue
文恬武嬉,wen'tian'wu'xi
稳稳当当,wen'wen'dang'dang
温文尔雅,wen'wen'er'ya
文武全才,wen'wu'quan'cai
文武双全,wen'wu'shuang'quan
文武之道,wen'wu'zhi'dao
温香艳玉,wen'xiang'yan'yu
文星高照,wen'xing'gao'zhao
文修武备,wen'xiu'wu'bei
文修武偃,wen'xiu'wu'yan
问羊知马,wen'yang'zhi'ma
问一答十,wen'yi'da'shi
文以载道,wen'yi'zai'dao
闻一知二,wen'yi'zhi'er
闻一知十,wen'yi'zhi'shi
稳扎稳打,wen'zha'wen'da
文章宿老,wen'zhang'su'lao
文章星斗,wen'zhang'xing'dou
文章憎命,wen'zhang'zeng'ming
文质彬彬,wen'zhi'bin'bin
文质斌斌,wen'zhi'bin'bin
文治武功,wen'zhi'wu'gong
问诸水滨,wen'zhu'shui'bin
文子同升,wen'zi'tong'sheng
问罪之师,wen'zui'zhi'shi
稳坐钓鱼船,wen'zuo'diao'yu'chuan
瓮里醯鸡,weng'li'xi'ji
瓮天之见,weng'tian'zhi'jian
瓮牖绳枢,weng'you'sheng'shu
瓮中之鳖,weng'zhong'zhi'bie
瓮中捉鳖,weng'zhong'zhuo'bie
卧不安席,wo'bu'an'xi
卧床不起,wo'chuang'bu'qi
握发吐哺,wo'fa'tu'bu
我黼子佩,wo'fu'zi'pei
卧虎藏龙,wo'hu'cang'long
我见犹怜,wo'jian'you'lian
蜗角虚名,wo'jiao'xu'ming
蜗角之争,wo'jiao'zhi'zheng
握拳透爪,wo'quan'tou'zhao
握蛇骑虎,wo'she'qi'hu
握手言欢,wo'shou'yan'huan
我武惟扬,wo'wu'wei'yang
卧薪尝胆,wo'xin'chang'dan
我心如秤,wo'xin'ru'cheng
蜗行牛步,wo'xing'niu'bu
我行我素,wo'xing'wo'su
卧雪眠霜,wo'xue'mian'shuang
沃野千里,wo'ye'qian'li
握瑜怀瑾,wo'yu'huai'jin
握雨携云,wo'yu'xie'yun
我醉欲眠,wo'zui'yu'mian
乌白马角,wu'bai'ma'jiao
无本之木,wu'ben'zhi'mu
舞笔弄文,wu'bi'nong'wen
舞弊营私,wu'bi'ying'si
无边风月,wu'bian'feng'yue
无边无际,wu'bian'wu'ji
无边无垠,wu'bian'wu'yin
雾鬓风鬟,wu'bin'feng'huan
无病呻吟,wu'bing'shen'yin
无病自炙,wu'bing'zi'zhi
五步成诗,wu'bu'cheng'shi
恶不去善,wu'bu'qu'shan
无补于事,wu'bu'yu'shi
五彩斑斓,wu'cai'ban'lan
五彩缤纷,wu'cai'bin'fen
雾惨云愁,wu'can'yun'chou
五藏六府,wu'cang'liu'fu
无肠公子,wu'chang'gong'zi
无肠可断,wu'chang'ke'duan
五尺之僮,wu'chi'zhi'tong
五尺之童,wu'chi'zhi'tong
无耻之尤,wu'chi'zhi'you
无出其右,wu'chu'qi'you
五大三粗,wu'da'san'cu
误打误撞,wu'da'wu'zhuang
无党无偏,wu'dang'wu'pian
无的放矢,wu'di'fang'shi
无地可容,wu'di'ke'rong
无敌天下,wu'di'tian'xia
无适无莫,wu'di'wu'mo
无敌于天下,wu'di'yu'tian'xia
无地自容,wu'di'zi'rong
五典三坟,wu'dian'san'fen
五鼎万钟,wu'ding'wan'zhong
无洞掘蟹,wu'dong'jue'xie
无冬无夏,wu'dong'wu'xia
五斗折腰,wu'dou'zhe'yao
无毒不丈夫,wu'du'bu'zhang'fu
五毒俱全,wu'du'ju'quan
无独有偶,wu'du'you'ou
五短身材,wu'duan'shen'cai
武断专横,wu'duan'zhuan'heng
无恶不作,wu'e'bu'zuo
无法无天,wu'fa'wu'tian
五方杂处,wu'fang'za'chu
五方杂厝,wu'fang'za'cuo
乌飞兔走,wu'fei'tu'zou
无风不起浪,wu'feng'bu'qi'lang
舞凤飞龙,wu'feng'fei'long
无风起浪,wu'feng'qi'lang
五风十雨,wu'feng'shi'yu
无缝天衣,wu'feng'tian'yi
无风作浪,wu'feng'zuo'lang
物腐虫生,wu'fu'chong'sheng
误付洪乔,wu'fu'hong'qiao
物阜民安,wu'fu'min'an
物阜民丰,wu'fu'min'feng
物阜民康,wu'fu'min'kang
无根无蒂,wu'gen'wu'di
无功受禄,wu'gong'shou'lu
五谷不分,wu'gu'bu'fen
五谷丰登,wu'gu'feng'deng
无挂无碍,wu'gua'wu'ai
无关大局,wu'guan'da'ju
无关宏旨,wu'guan'hong'zhi
无关紧要,wu'guan'jin'yao
无关痛痒,wu'guan'tong'yang
五光十色,wu'guang'shi'se
五鬼闹判,wu'gui'nao'pan
物归原主,wu'gui'yuan'zhu
误国殃民,wu'guo'yang'min
五行八作,wu'hang'ba'zuo
五合六聚,wu'he'liu'ju
无何有乡,wu'he'you'xiang
乌合之众,wu'he'zhi'zhong
五侯蜡烛,wu'hou'la'zhu
五侯七贵,wu'hou'qi'gui
呜呼哀哉,wu'hu'ai'zai
五湖四海,wu'hu'si'hai
五花八门,wu'hua'ba'men
五花大绑,wu'hua'da'bang
物华天宝,wu'hua'tian'bao
物换星移,wu'huan'xing'yi
五黄六月,wu'huang'liu'yue
无毁无誉,wu'hui'wu'yu
物极必反,wu'ji'bi'fan
无疾而终,wu'ji'er'zhong
无机可乘,wu'ji'ke'cheng
无计可施,wu'ji'ke'shi
五脊六兽,wu'ji'liu'shou
无济于事,wu'ji'yu'shi
物极则反,wu'ji'ze'fan
无稽之谈,wu'ji'zhi'tan
无稽之言,wu'ji'zhi'yan
乌集之众,wu'ji'zhi'zhong
无家可归,wu'jia'ke'gui
吾家千里驹,wu'jia'qian'li'ju
无价之宝,wu'jia'zhi'bao
无坚不摧,wu'jian'bu'cui
无间冬夏,wu'jian'dong'xia
无疆之休,wu'jiang'zhi'xiu
乌焦巴弓,wu'jiao'ba'gong
五角六张,wu'jiao'liu'zhang
物尽其用,wu'jin'qi'yong
无尽无休,wu'jin'wu'xiu
无精打采,wu'jing'da'cai
物竞天择,wu'jing'tian'ze
无咎无誉,wu'jiu'wu'yu
恶居下流,wu'ju'xia'liu
无可比拟,wu'ke'bi'ni
无可非议,wu'ke'fei'yi
无可奉告,wu'ke'feng'gao
无可厚非,wu'ke'hou'fei
无可讳言,wu'ke'hui'yan
无可救药,wu'ke'jiu'yao
无可名状,wu'ke'ming'zhuang
无可奈何,wu'ke'nai'he
无可争辩,wu'ke'zheng'bian
无可置疑,wu'ke'zhi'yi
无孔不入,wu'kong'bu'ru
无孔不钻,wu'kong'bu'zuan
雾里看花,wu'li'kan'hua
无理取闹,wu'li'qu'nao
物力维艰,wu'li'wei'jian
五里雾中,wu'li'wu'zhong
物离乡贵,wu'li'xiang'gui
无立足之地,wu'li'zu'zhi'di
诬良为盗,wu'liang'wei'dao
五零二落,wu'ling'er'luo
五陵年少,wu'ling'nian'shao
五零四散,wu'ling'si'san
无论如何,wu'lun'ru'he
五马分尸,wu'ma'fen'shi
物美价廉,wu'mei'jia'lian
寤寐求之,wu'mei'qiu'zhi
无米之炊,wu'mi'zhi'chui
无名孽火,wu'ming'nie'huo
无名小卒,wu'ming'xiao'zu
无名英雄,wu'ming'ying'xiong
无名之朴,wu'ming'zhi'pu
五男二女,wu'nan'er'nv
五内俱崩,wu'nei'ju'beng
五内如焚,wu'nei'ru'fen
无能为力,wu'neng'wei'li
无能为役,wu'neng'wei'yi
污泥浊水,wu'ni'zhuo'shui
乌鸟私情,wu'niao'si'qing
吴牛喘月,wu'niu'chuan'yue
无偏无党,wu'pian'wu'dang
乌七八糟,wu'qi'ba'zao
污七八糟,wu'qi'ba'zao
无奇不有,wu'qi'bu'you
无其伦比,wu'qi'lun'bi
雾起云涌,wu'qi'yun'yong
无千待万,wu'qian'dai'wan
无牵无挂,wu'qian'wu'gua
无千无万,wu'qian'wu'wan
无亲无故,wu'qin'wu'gu
无情无绪,wu'qing'wu'xu
无情无义,wu'qing'wu'yi
无拳无勇,wu'quan'wu'yong
五雀六燕,wu'que'liu'yan
无人问津,wu'ren'wen'jin
无人之地,wu'ren'zhi'di
无人之境,wu'ren'zhi'jing
无任之禄,wu'ren'zhi'lu
误人子弟,wu'ren'zi'di
五日京兆,wu'ri'jing'zhao
屋如七星,wu'ru'qi'xing
无如之何,wu'ru'zhi'he
五色缤纷,wu'se'bin'fen
五色无主,wu'se'wu'zhu
五色相宣,wu'se'xiang'xuan
舞衫歌扇,wu'shan'ge'shan
巫山云雨,wu'shan'yun'yu
无伤大体,wu'shang'da'ti
无伤大雅,wu'shang'da'ya
物伤其类,wu'shang'qi'lei
无声无息,wu'sheng'wu'xi
无声无臭,wu'sheng'wu'xiu
雾释冰融,wu'shi'bing'rong
吴市吹箫,wu'shi'chui'xiao
五世其昌,wu'shi'qi'chang
物是人非,wu'shi'ren'fei
无事生非,wu'shi'sheng'fei
无时无刻,wu'shi'wu'ke
无始无终,wu'shi'wu'zhong
无师自通,wu'shi'zi'tong
梧鼠技穷,wu'shu'ji'qiong
梧鼠五技,wu'shu'wu'ji
吾谁与归,wu'shui'yu'gui
无思无虑,wu'si'wu'lv
无丝有线,wu'si'you'xian
无私之光,wu'si'zhi'guang
无所不包,wu'suo'bu'bao
无所不备,wu'suo'bu'bei
无所不及,wu'suo'bu'ji
无所不可,wu'suo'bu'ke
无所不能,wu'suo'bu'neng
无所不容,wu'suo'bu'rong
无所不通,wu'suo'bu'tong
无所不为,wu'suo'bu'wei
无所不晓,wu'suo'bu'xiao
无所不有,wu'suo'bu'you
无所不在,wu'suo'bu'zai
无所不知,wu'suo'bu'zhi
无所不至,wu'suo'bu'zhi
无所不作,wu'suo'bu'zuo
无所措手足,wu'suo'cuo'shou'zu
无所顾忌,wu'suo'gu'ji
无所回避,wu'suo'hui'bi
无所适从,wu'suo'shi'cong
无所事事,wu'suo'shi'shi
无所畏忌,wu'suo'wei'ji
无所畏惧,wu'suo'wei'ju
雾锁烟迷,wu'suo'yan'mi
无所依归,wu'suo'yi'gui
无所用心,wu'suo'yong'xin
无所作为,wu'suo'zuo'wei
五体投地,wu'ti'tou'di
无天无日,wu'tian'wu'ri
梧桐一叶落,wu'tong'yi'ye'luo
吴头楚尾,wu'tou'chu'wei
无头告示,wu'tou'gao'shi
无头无尾,wu'tou'wu'wei
无万大千,wu'wan'da'qian
无往不复,wu'wang'bu'fu
无往不利,wu'wang'bu'li
无往不胜,wu'wang'bu'sheng
勿忘在莒,wu'wang'zai'ju
无妄之祸,wu'wang'zhi'huo
无妄之灾,wu'wang'zhi'zai
无微不至,wu'wei'bu'zhi
无为而成,wu'wei'er'cheng
无为而治,wu'wei'er'zhi
五味俱全,wu'wei'ju'quan
无为自化,wu'wei'zi'hua
舞文弄墨,wu'wen'nong'mo
屋乌之爱,wu'wu'zhi'ai
无隙可乘,wu'xi'ke'cheng
物稀为贵,wu'xi'wei'gui
吴下阿蒙,wu'xia'a'meng
舞榭歌台,wu'xie'ge'tai
无懈可击,wu'xie'ke'ji
五心六意,wu'xin'liu'yi
无形无影,wu'xing'wu'ying
五虚六耗,wu'xu'liu'hao
无涯之戚,wu'ya'zhi'qi
五言长城,wu'yan'chang'cheng
污言秽语,wu'yan'hui'yu
无言可对,wu'yan'ke'dui
五颜六色,wu'yan'liu'se
无颜落色,wu'yan'luo'se
乌烟瘴气,wu'yan'zhang'qi
无一不备,wu'yi'bu'bei
无一不知,wu'yi'bu'zhi
武艺超群,wu'yi'chao'qun
无翼而飞,wu'yi'er'fei
物议沸腾,wu'yi'fei'teng
无以复加,wu'yi'fu'jia
物以类聚,wu'yi'lei'ju
物以群分,wu'yi'qun'fen
无依无靠,wu'yi'wu'kao
乌衣子弟,wu'yi'zi'di
五音六律,wu'yin'liu'lv
无庸讳言,wu'yong'hui'yan
毋庸讳言,wu'yong'hui'yan
无庸置疑,wu'yong'zhi'yi
无庸赘述,wu'yong'zhui'shu
无幽不烛,wu'you'bu'zhu
无忧无虑,wu'you'wu'lv
乌有先生,wu'you'xian'sheng
无远弗届,wu'yuan'fu'jie
无缘无故,wu'yuan'wu'gu
五月飞霜,wu'yue'fei'shuang
五月披裘,wu'yue'pi'qiu
五月粜新谷,wu'yue'tiao'xin'gu
吴越同舟,wu'yue'tong'zhou
五蕴皆空,wu'yun'jie'kong
物在人亡,wu'zai'ren'wang
五脏六腑,wu'zang'liu'fu
无征不信,wu'zheng'bu'xin
无中生有,wu'zhong'sheng'you
五洲四海,wu'zhou'si'hai
五子登科,wu'zi'deng'ke
恶紫夺朱,wu'zi'duo'zhu
无踪无影,wu'zong'wu'ying
无足轻重,wu'zu'qing'zhong
无足重轻,wu'zu'zhong'qing
析辩诡辞,xi'bian'gui'ci
席不暇暖,xi'bu'xia'nuan
喜不自禁,xi'bu'zi'jin
喜不自胜,xi'bu'zi'sheng
喜出望外,xi'chu'wang'wai
西窗剪烛,xi'chuang'jian'zhu
喜从天降,xi'cong'tian'jiang
细大不捐,xi'da'bu'juan
隙大墙坏,xi'da'qiang'huai
席地而坐,xi'di'er'zuo
戏蝶游蜂,xi'die'you'feng
洗耳恭听,xi'er'gong'ting
西方净国,xi'fang'jing'guo
西方净土,xi'fang'jing'tu
习非成是,xi'fei'cheng'shi
系风捕影,xi'feng'bu'ying
西风残照,xi'feng'can'zhao
席丰履厚,xi'feng'lv'hou
吸风饮露,xi'feng'yin'lu
析肝吐胆,xi'gan'tu'dan
习惯成自然,xi'guan'cheng'zi'ran
析圭儋爵,xi'gui'dan'jue
析圭分组,xi'gui'fen'zu
析珪胙土,xi'gui'zuo'tu
犀角烛怪,xi'jiao'zhu'guai
席卷八荒,xi'juan'ba'huang
席卷而逃,xi'juan'er'tao
席卷天下,xi'juan'tian'xia
惜客好义,xi'ke'hao'yi
熙来攘往,xi'lai'rang'wang
惜老怜贫,xi'lao'lian'pin
席履丰厚,xi'lv'feng'hou
晰毛辨发,xi'mao'bian'fa
夕寐宵兴,xi'mei'xiao'xing
喜眉笑眼,xi'mei'xiao'yan
喜怒无常,xi'nu'wu'chang
嘻皮笑脸,xi'pi'xiao'lian
嬉皮笑脸,xi'pi'xiao'lian
西颦东效,xi'pin'dong'xiao
希奇古怪,xi'qi'gu'guai
稀奇古怪,xi'qi'gu'guai
喜气洋洋,xi'qi'yang'yang
阋墙谇帚,xi'qiang'sui'zhou
阋墙御侮,xi'qiang'yu'wu
息黥补劓,xi'qing'bu'yi
犀燃烛照,xi'ran'zhu'zhao
徙善远罪,xi'shan'yuan'zui
喜上眉梢,xi'shang'mei'shao
席上之珍,xi'shang'zhi'zhen
息事宁人,xi'shi'ning'ren
希世之宝,xi'shi'zhi'bao
稀世之宝,xi'shi'zhi'bao
希世之才,xi'shi'zhi'cai
希世之珍,xi'shi'zhi'zhen
洗手奉职,xi'shou'feng'zhi
细水长流,xi'shui'chang'liu
洗髓伐毛,xi'sui'fa'mao
悉索敝赋,xi'suo'bi'fu
悉索薄赋,xi'suo'bo'fu
夕惕若厉,xi'ti'ruo'li
悉听尊便,xi'ting'zun'bian
析微察异,xi'wei'cha'yi
细微末节,xi'wei'mo'jie
喜闻乐见,xi'wen'le'jian
舄乌虎帝,xi'wu'hu'di
嘻嘻哈哈,xi'xi'ha'ha
熙熙攘攘,xi'xi'rang'rang
熙熙融融,xi'xi'rong'rong
息息相关,xi'xi'xiang'guan
息息相通,xi'xi'xiang'tong
嘻笑怒骂,xi'xiao'nu'ma
嬉笑怒骂,xi'xiao'nu'ma
喜笑颜开,xi'xiao'yan'kai
洗心涤虑,xi'xin'di'lv
洗心革面,xi'xin'ge'mian
喜新厌旧,xi'xin'yan'jiu
唏嘘不已,xi'xu'bu'yi
析言破律,xi'yan'po'lv
膝痒搔背,xi'yang'sao'bei
夕阳西下,xi'yang'xi'xia
习以成俗,xi'yi'cheng'su
析疑匡谬,xi'yi'kuang'miu
习以为常,xi'yi'wei'chang
惜玉怜香,xi'yu'lian'xiang
习与性成,xi'yu'xing'cheng
徙宅忘妻,xi'zhai'wang'qi
犀照牛渚,xi'zhao'niu'zhu
席珍待聘,xi'zhen'dai'pin
细针密缕,xi'zhen'mi'lv
希旨承颜,xi'zhi'cheng'yan
细枝末节,xi'zhi'mo'jie
喜逐颜开,xi'zhu'yan'kai
西装革履,xi'zhuang'ge'lv
西子捧心,xi'zi'peng'xin
惜字如金,xi'zi'ru'jin
下坂走丸,xia'ban'zou'wan
下阪走丸,xia'ban'zou'wan
下笔成文,xia'bi'cheng'wen
下笔成章,xia'bi'cheng'zhang
下笔千言,xia'bi'qian'yan
下笔如神,xia'bi'ru'shen
下笔有神,xia'bi'you'shen
下不为例,xia'bu'wei'li
瑕不掩瑜,xia'bu'yan'yu
下车伊始,xia'che'yi'shi
夏虫语冰,xia'chong'yu'bing
夏鼎商彝,xia'ding'shang'yi
遐迩闻名,xia'er'wen'ming
遐迩一体,xia'er'yi'ti
遐迩著闻,xia'er'zhu'wen
侠肝义胆,xia'gan'yi'dan
霞光万道,xia'guang'wan'dao
柙虎樊熊,xia'hu'fan'xiong
下回分解,xia'hui'fen'jie
下里巴人,xia'li'ba'ren
下临无地,xia'lin'wu'di
夏炉冬扇,xia'lu'dong'shan
狭路相逢,xia'lu'xiang'feng
下落不明,xia'luo'bu'ming
下马看花,xia'ma'kan'hua
瞎马临池,xia'ma'lin'chi
霞明玉映,xia'ming'yu'ying
下气怡色,xia'qi'yi'se
下气怡声,xia'qi'yi'sheng
下乔木入幽谷,xia'qiao'mu'ru'you'gu
下乔入幽,xia'qiao'ru'you
下情上达,xia'qing'shang'da
夏日可畏,xia'ri'ke'wei
霞思云想,xia'si'yun'xiang
霞蔚云蒸,xia'wei'yun'zheng
夏五郭公,xia'wu'guo'gong
下学上达,xia'xue'shang'da
霞友云朋,xia'you'yun'peng
下愚不移,xia'yu'bu'yi
夏雨雨人,xia'yu'yu'ren
狎雉驯童,xia'zhi'xun'tong
下逐客令,xia'zhu'ke'ling
下自成蹊,xia'zi'cheng'xi
瞎子摸鱼,xia'zi'mo'yu
霞姿月韵,xia'zi'yue'yun
衔悲茹恨,xian'bei'ru'hen
纤尘不染,xian'chen'bu'ran
闲愁万种,xian'chou'wan'zhong
先得我心,xian'de'wo'xin
先睹为快,xian'du'wei'kuai
先发制人,xian'fa'zhi'ren
仙风道格,xian'feng'dao'ge
仙风道骨,xian'feng'dao'gu
先公后私,xian'gong'hou'si
嫌好道歹,xian'hao'dao'dai
嫌好道歉,xian'hao'dao'qian
先号后笑,xian'hao'hou'xiao
先花后果,xian'hua'hou'guo
衔华佩实,xian'hua'pei'shi
闲花野草,xian'hua'ye'cao
衔环结草,xian'huan'jie'cao
先见之明,xian'jian'zhi'ming
纤介之祸,xian'jie'zhi'huo
纤芥之疾,xian'jie'zhi'ji
衔橛之虞,xian'jue'zhi'yu
献可替否,xian'ke'ti'fou
先来后到,xian'lai'hou'dao
先礼后兵,xian'li'hou'bing
鲜廉寡耻,xian'lian'gua'chi
涎脸涎皮,xian'lian'xian'pi
贤良方正,xian'liang'fang'zheng
仙露明珠,xian'lu'ming'zhu
显露头角,xian'lu'tou'jiao
衔枚疾走,xian'mei'ji'zou
先难后获,xian'nan'hou'huo
嫌贫爱富,xian'pin'ai'fu
贤妻良母,xian'qi'liang'mu
闲情别致,xian'qing'bie'zhi
闲情逸趣,xian'qing'yi'qu
闲情逸致,xian'qing'yi'zhi
先驱蝼蚁,xian'qu'lou'yi
先人后己,xian'ren'hou'ji
先入为主,xian'ru'wei'zhu
先入之见,xian'ru'zhi'jian
仙山楼阁,xian'shan'lou'ge
显山露水,xian'shan'lu'shui
仙山琼阁,xian'shan'qiong'ge
陷身囹圄,xian'shen'ling'yu
现身说法,xian'shen'shuo'fa
闲神野鬼,xian'shen'ye'gui
先声夺人,xian'sheng'duo'ren
先声后实,xian'sheng'hou'shi
先圣先师,xian'sheng'xian'shi
衔石填海,xian'shi'tian'hai
闲是闲非,xian'shi'xian'fei
见素抱朴,xian'su'bao'pu
先天不足,xian'tian'bu'zu
弦外有音,xian'wai'you'yin
弦外之意,xian'wai'zhi'yi
弦外之音,xian'wai'zhi'yin
显微阐幽,xian'wei'chan'you
鲜为人知,xian'wei'ren'zhi
先我着鞭,xian'wo'zhuo'bian
纤悉无遗,xian'xi'wu'yi
先下手为强,xian'xia'shou'wei'qiang
贤贤易色,xian'xian'yi'se
险象环生,xian'xiang'huan'sheng
闲邪存诚,xian'xie'cun'cheng
先行后闻,xian'xing'hou'wen
闲言淡语,xian'yan'dan'yu
闲言碎语,xian'yan'sui'yu
闲言闲语,xian'yan'xian'yu
